% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of non-biomass electricity,Rebound effect on electricity,CO2 Reduction (tonnes)
0,-63.274,0,0,17.85,0,-17.15,0.51001,82.083
1.5868e-14,-49.029,0,0,13.832,0,-21.168,0.39519,101.32
0,-59.96,0,0,16.915,0,-18.085,0.48329,86.559
0,-67.851,0,0,19.142,0,-15.858,0.5469,75.903
0,-50.542,0,0,14.258,0,-20.742,0.40738,99.276
0,-60.05,0,0,16.941,0,-18.059,0.48402,86.437
0,-58.605,0,0,16.533,0,-18.467,0.47238,88.388
0,-58.961,0,0,16.634,0,-18.366,0.47524,87.907
-1.5868e-14,-75.778,0,0,21.378,0,-13.622,0.61079,65.2
0,-47.55,0,0,13.414,0,-21.586,0.38327,103.32
0,-49.82,0,0,14.055,0,-20.945,0.40156,100.25
0,-56.685,0,0,15.992,0,-19.008,0.4569,90.98
-1.5868e-14,-54.978,0,0,15.51,0,-19.49,0.44314,93.285
0,-69.027,0,0,19.473,0,-15.527,0.55638,74.316
0,-52.337,0,0,14.765,0,-20.235,0.42185,96.852
0,-62.206,0,0,17.549,0,-17.451,0.5014,83.525
1.5868e-14,-65.98,0,0,18.614,0,-16.386,0.53182,78.429
-1.5868e-14,-48.798,0,0,13.767,0,-21.233,0.39333,101.63
-1.5868e-14,-68.438,0,0,19.307,0,-15.693,0.55163,75.111
-1.5868e-14,-54.132,0,0,15.271,0,-19.729,0.43632,94.428
-1.5868e-14,-55.8,0,0,15.742,0,-19.258,0.44977,92.175
0,-70.398,0,0,19.86,0,-15.14,0.56743,72.464
0,-58.517,0,0,16.508,0,-18.492,0.47166,88.507
0,-49.275,0,0,13.901,0,-21.099,0.39717,100.99
0,-55.428,0,0,15.637,0,-19.363,0.44676,92.678
0,-56.26,0,0,15.872,0,-19.128,0.45348,91.554
0,-116.65,0,0,32.909,0,-2.0915,0.94024,10.01
0,-45.975,0,0,12.97,0,-22.03,0.37057,105.44
-1.5868e-14,-62.85,0,0,17.731,0,-17.269,0.50659,82.656
-1.5868e-14,-71.149,0,0,20.072,0,-14.928,0.57349,71.45
-1.5868e-14,-45.058,0,0,12.711,0,-22.289,0.36318,106.68
0,-61.492,0,0,17.347,0,-17.653,0.49564,84.49
1.5868e-14,-67.954,0,0,19.171,0,-15.829,0.54773,75.764
0,-60.576,0,0,17.089,0,-17.911,0.48826,85.727
0,-67.9,0,0,19.155,0,-15.845,0.54729,75.837
0,-53.193,0,0,15.006,0,-19.994,0.42876,95.695
-1.5868e-14,-52.199,0,0,14.726,0,-20.274,0.42074,97.038
0,-50.6,0,0,14.275,0,-20.725,0.40785,99.197
-1.5868e-14,-80.178,0,0,22.619,0,-12.381,0.64626,59.259
-1.5868e-14,-59.791,0,0,16.868,0,-18.132,0.48194,86.786
0,-66.064,0,0,18.637,0,-16.363,0.5325,78.316
0,-55.565,0,0,15.675,0,-19.325,0.44787,92.493
-1.5868e-14,-52.728,0,0,14.875,0,-20.125,0.425,96.324
-1.5868e-14,-45.552,0,0,12.851,0,-22.149,0.36716,106.01
-1.5868e-14,-57.09,0,0,16.106,0,-18.894,0.46016,90.433
0,-63.464,0,0,17.904,0,-17.096,0.51154,81.827
0,-64.86,0,0,18.298,0,-16.702,0.52279,79.942
-1.5868e-14,-63.421,0,0,17.892,0,-17.108,0.5112,81.884
0,-57.178,0,0,16.131,0,-18.869,0.46088,90.314
0,-54.126,0,0,15.27,0,-19.73,0.43628,94.435
-1.5868e-14,-62.821,0,0,17.722,0,-17.278,0.50635,82.696
-1.5868e-14,-56.866,0,0,16.043,0,-18.957,0.45836,90.735
-1.5868e-14,-99.527,0,0,28.078,0,-6.9224,0.80222,33.133
-1.5868e-14,-53.328,0,0,15.044,0,-19.956,0.42984,95.514
-1.5868e-14,-62.79,0,0,17.714,0,-17.286,0.50611,82.737
0,-48.811,0,0,13.77,0,-21.23,0.39343,101.61
-1.5868e-14,-59.61,0,0,16.817,0,-18.183,0.48047,87.031
0,-57.652,0,0,16.264,0,-18.736,0.46469,89.675
0,-64.385,0,0,18.164,0,-16.836,0.51897,80.583
0,-45.004,0,0,12.696,0,-22.304,0.36275,106.75
0,-80.661,0,0,22.755,0,-12.245,0.65015,58.606
-1.5868e-14,-48.794,0,0,13.765,0,-21.235,0.39329,101.64
0,-71.49,0,0,20.168,0,-14.832,0.57623,70.99
0,-58.999,0,0,16.644,0,-18.356,0.47555,87.856
0,-67.766,0,0,19.118,0,-15.882,0.54622,76.018
0,-52.246,0,0,14.739,0,-20.261,0.42112,96.974
-1.5868e-14,-69.263,0,0,19.54,0,-15.46,0.55828,73.997
0,-42.453,0,0,11.976,0,-23.024,0.34218,110.2
0,-55.703,0,0,15.714,0,-19.286,0.44898,92.306
0,-55.323,0,0,15.607,0,-19.393,0.44592,92.82
0,-52.856,0,0,14.911,0,-20.089,0.42604,96.15
1.5868e-14,-52.464,0,0,14.801,0,-20.199,0.42287,96.68
0,-77.292,0,0,21.805,0,-13.195,0.623,63.155
0,-61.116,0,0,17.241,0,-17.759,0.49261,84.998
0,-81.39,0,0,22.961,0,-12.039,0.65603,57.622
1.5868e-14,-72.299,0,0,20.396,0,-14.604,0.58275,69.898
1.5868e-14,-66.676,0,0,18.81,0,-16.19,0.53743,77.49
0,-55.357,0,0,15.617,0,-19.383,0.44619,92.774
0,-87.875,0,0,24.791,0,-10.209,0.7083,48.865
-1.5868e-14,-55.989,0,0,15.795,0,-19.205,0.45129,91.921
0,-56.892,0,0,16.05,0,-18.95,0.45856,90.701
-1.5868e-14,-63.96,0,0,18.044,0,-16.956,0.51554,81.157
-1.5868e-14,-67.781,0,0,19.122,0,-15.878,0.54634,75.997
-1.5868e-14,-45.114,0,0,12.727,0,-22.273,0.36364,106.6
0,-54.355,0,0,15.334,0,-19.666,0.43812,94.126
-1.5868e-14,-58.365,0,0,16.465,0,-18.535,0.47044,88.712
0,-62.072,0,0,17.511,0,-17.489,0.50032,83.706
0,-57.841,0,0,16.318,0,-18.682,0.46622,89.419
0,-56.6,0,0,15.967,0,-19.033,0.45621,91.096
-1.5868e-14,-43.392,0,0,12.241,0,-22.759,0.34975,108.93
-1.5868e-14,-72.623,0,0,20.488,0,-14.512,0.58536,69.46
0,-61.441,0,0,17.333,0,-17.667,0.49524,84.558
0,-55.04,0,0,15.527,0,-19.473,0.44364,93.201
-1.5868e-14,-82.21,0,0,23.192,0,-11.808,0.66264,56.514
-1.5868e-14,-66.55,0,0,18.775,0,-16.225,0.53642,77.659
0,-57.006,0,0,16.082,0,-18.918,0.45949,90.546
1.5868e-14,-70.691,0,0,19.943,0,-15.057,0.56979,72.069
0,-54.38,0,0,15.341,0,-19.659,0.43832,94.093
0,-66.538,0,0,18.771,0,-16.229,0.53632,77.677
0,-45.232,0,0,12.76,0,-22.24,0.36458,106.45
0,-44.642,0,0,12.594,0,-22.406,0.35983,107.24
0,-56.687,0,0,15.992,0,-19.008,0.45691,90.978
0,-49.86,0,0,14.066,0,-20.934,0.40189,100.2
0,-65.826,0,0,18.57,0,-16.43,0.53058,78.638
0,-67.641,0,0,19.082,0,-15.918,0.54521,76.187
-1.5868e-14,-57.883,0,0,16.33,0,-18.67,0.46656,89.362
0,-82.065,0,0,23.151,0,-11.849,0.66147,56.711
0,-66.473,0,0,18.753,0,-16.247,0.5358,77.764
-1.5868e-14,-58.196,0,0,16.418,0,-18.582,0.46908,88.94
0,-82.496,0,0,23.273,0,-11.727,0.66494,56.129
-1.5868e-14,-57.196,0,0,16.136,0,-18.864,0.46102,90.29
0,-61.102,0,0,17.237,0,-17.763,0.4925,85.017
0,-52.33,0,0,14.763,0,-20.237,0.4218,96.861
-1.5868e-14,-49.4,0,0,13.936,0,-21.064,0.39818,100.82
-1.5868e-14,-52.923,0,0,14.93,0,-20.07,0.42657,96.061
0,-66.85,0,0,18.859,0,-16.141,0.53883,77.256
0,-73.148,0,0,20.636,0,-14.364,0.58959,68.751
0,-53.54,0,0,15.104,0,-19.896,0.43155,95.227
0,-76.719,0,0,21.643,0,-13.357,0.61838,63.93
0,-56.25,0,0,15.869,0,-19.131,0.4534,91.567
0,-53.609,0,0,15.124,0,-19.876,0.4321,95.134
0,-51.203,0,0,14.445,0,-20.555,0.41271,98.383
-1.5868e-14,-63.154,0,0,17.817,0,-17.183,0.50904,82.245
0,-51.423,0,0,14.507,0,-20.493,0.41449,98.085
0,-57.702,0,0,16.278,0,-18.722,0.4651,89.607
0,-64.016,0,0,18.06,0,-16.94,0.51599,81.081
0,-60.37,0,0,17.031,0,-17.969,0.4866,86.005
