% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of non-biomass electricity,Rebound effect on electricity,CO2 Reduction (tonnes)
0,-90.392,0,0,25.501,0,-24.499,0.51001,117.26
1.5868e-14,-70.041,0,0,19.759,0,-30.241,0.39519,144.74
0,-85.657,0,0,24.165,0,-25.835,0.48329,123.66
0,-96.93,0,0,27.345,0,-22.655,0.5469,108.43
0,-72.202,0,0,20.369,0,-29.631,0.40738,141.82
0,-85.786,0,0,24.201,0,-25.799,0.48402,123.48
0,-83.721,0,0,23.619,0,-26.381,0.47238,126.27
0,-84.23,0,0,23.762,0,-26.238,0.47524,125.58
-1.5868e-14,-108.25,0,0,30.54,0,-19.46,0.61079,93.143
0,-67.928,0,0,19.163,0,-30.837,0.38327,147.59
0,-71.171,0,0,20.078,0,-29.922,0.40156,143.22
0,-80.979,0,0,22.845,0,-27.155,0.4569,129.97
-1.5868e-14,-78.54,0,0,22.157,0,-27.843,0.44314,133.26
0,-98.61,0,0,27.819,0,-22.181,0.55638,106.17
0,-74.767,0,0,21.092,0,-28.908,0.42185,138.36
0,-88.866,0,0,25.07,0,-24.93,0.5014,119.32
1.5868e-14,-94.258,0,0,26.591,0,-23.409,0.53182,112.04
-1.5868e-14,-69.712,0,0,19.666,0,-30.334,0.39333,145.19
-1.5868e-14,-97.768,0,0,27.582,0,-22.418,0.55163,107.3
-1.5868e-14,-77.331,0,0,21.816,0,-28.184,0.43632,134.9
-1.5868e-14,-79.715,0,0,22.488,0,-27.512,0.44977,131.68
0,-100.57,0,0,28.372,0,-21.628,0.56743,103.52
0,-83.595,0,0,23.583,0,-26.417,0.47166,126.44
0,-70.393,0,0,19.859,0,-30.141,0.39717,144.27
0,-79.182,0,0,22.338,0,-27.662,0.44676,132.4
0,-80.372,0,0,22.674,0,-27.326,0.45348,130.79
0,-166.64,0,0,47.012,0,-2.9878,0.94024,14.301
0,-65.678,0,0,18.529,0,-31.471,0.37057,150.63
