% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of non-biomass electricity,Rebound effect on electricity,CO2 Reduction (tonnes)
0,-36.157,0,0,10.2,0,-9.7998,0.51001,46.905
1.5868e-14,-28.017,0,0,7.9038,0,-12.096,0.39519,57.896
0,-34.263,0,0,9.6659,0,-10.334,0.48329,49.462
0,-38.772,0,0,10.938,0,-9.062,0.5469,43.373
0,-28.881,0,0,8.1476,0,-11.852,0.40738,56.729
0,-34.314,0,0,9.6805,0,-10.32,0.48402,49.392
0,-33.489,0,0,9.4475,0,-10.552,0.47238,50.507
0,-33.692,0,0,9.5049,0,-10.495,0.47524,50.233
-1.5868e-14,-43.301,0,0,12.216,0,-7.7842,0.61079,37.257
0,-27.171,0,0,7.6653,0,-12.335,0.38327,59.037
0,-28.468,0,0,8.0312,0,-11.969,0.40156,57.286
0,-32.392,0,0,9.138,0,-10.862,0.4569,51.989
-1.5868e-14,-31.416,0,0,8.8628,0,-11.137,0.44314,53.306
0,-39.444,0,0,11.128,0,-8.8724,0.55638,42.466
0,-29.907,0,0,8.437,0,-11.563,0.42185,55.344
0,-35.546,0,0,10.028,0,-9.972,0.5014,47.729
1.5868e-14,-37.703,0,0,10.636,0,-9.3635,0.53182,44.817
-1.5868e-14,-27.885,0,0,7.8666,0,-12.133,0.39333,58.074
-1.5868e-14,-39.107,0,0,11.033,0,-8.9674,0.55163,42.92
-1.5868e-14,-30.932,0,0,8.7264,0,-11.274,0.43632,53.959
-1.5868e-14,-31.886,0,0,8.9954,0,-11.005,0.44977,52.671
0,-40.228,0,0,11.349,0,-8.6514,0.56743,41.408
0,-33.438,0,0,9.4332,0,-10.567,0.47166,50.576
0,-28.157,0,0,7.9435,0,-12.057,0.39717,57.706
0,-31.673,0,0,8.9353,0,-11.065,0.44676,52.959
0,-32.149,0,0,9.0695,0,-10.93,0.45348,52.316
0,-66.658,0,0,18.805,0,-1.1951,0.94024,5.7202
0,-26.271,0,0,7.4114,0,-12.589,0.37057,60.253
-1.5868e-14,-35.914,0,0,10.132,0,-9.8682,0.50659,47.232
-1.5868e-14,-40.657,0,0,11.47,0,-8.5303,0.57349,40.828
-1.5868e-14,-25.748,0,0,7.2637,0,-12.736,0.36318,60.96
0,-35.138,0,0,9.9129,0,-10.087,0.49564,48.28
1.5868e-14,-38.831,0,0,10.955,0,-9.0454,0.54773,43.294
0,-34.615,0,0,9.7652,0,-10.235,0.48826,48.987
0,-38.8,0,0,10.946,0,-9.0541,0.54729,43.336
0,-30.396,0,0,8.5751,0,-11.425,0.42876,54.683
-1.5868e-14,-29.828,0,0,8.4148,0,-11.585,0.42074,55.45
0,-28.914,0,0,8.157,0,-11.843,0.40785,56.684
-1.5868e-14,-45.816,0,0,12.925,0,-7.0749,0.64626,33.862
-1.5868e-14,-34.166,0,0,9.6387,0,-10.361,0.48194,49.592
0,-37.751,0,0,10.65,0,-9.35,0.5325,44.752
0,-31.751,0,0,8.9574,0,-11.043,0.44787,52.853
-1.5868e-14,-30.13,0,0,8.5,0,-11.5,0.425,55.042
-1.5868e-14,-26.03,0,0,7.3433,0,-12.657,0.36716,60.579
-1.5868e-14,-32.623,0,0,9.2033,0,-10.797,0.46016,51.676
0,-36.265,0,0,10.231,0,-9.7692,0.51154,46.758
0,-37.063,0,0,10.456,0,-9.5442,0.52279,45.681
-1.5868e-14,-36.241,0,0,10.224,0,-9.7761,0.5112,46.791
0,-32.673,0,0,9.2175,0,-10.782,0.46088,51.608
0,-30.929,0,0,8.7255,0,-11.274,0.43628,53.963
-1.5868e-14,-35.898,0,0,10.127,0,-9.8729,0.50635,47.255
-1.5868e-14,-32.495,0,0,9.1672,0,-10.833,0.45836,51.849
-1.5868e-14,-56.872,0,0,16.044,0,-3.9557,0.80222,18.933
-1.5868e-14,-30.473,0,0,8.5968,0,-11.403,0.42984,54.579
-1.5868e-14,-35.88,0,0,10.122,0,-9.8779,0.50611,47.278
0,-27.892,0,0,7.8686,0,-12.131,0.39343,58.064
-1.5868e-14,-34.063,0,0,9.6095,0,-10.391,0.48047,49.732
0,-32.944,0,0,9.2938,0,-10.706,0.46469,51.243
0,-36.792,0,0,10.379,0,-9.6207,0.51897,46.047
0,-25.716,0,0,7.2549,0,-12.745,0.36275,61.002
0,-46.092,0,0,13.003,0,-6.9969,0.65015,33.489
-1.5868e-14,-27.882,0,0,7.8658,0,-12.134,0.39329,58.078
0,-40.851,0,0,11.525,0,-8.4754,0.57623,40.566
0,-33.714,0,0,9.511,0,-10.489,0.47555,50.203
0,-38.724,0,0,10.924,0,-9.0756,0.54622,43.439
0,-29.855,0,0,8.4224,0,-11.578,0.42112,55.414
-1.5868e-14,-39.579,0,0,11.166,0,-8.8344,0.55828,42.284
0,-24.259,0,0,6.8436,0,-13.156,0.34218,62.97
0,-31.83,0,0,8.9797,0,-11.02,0.44898,52.746
0,-31.613,0,0,8.9184,0,-11.082,0.44592,53.04
0,-30.204,0,0,8.5208,0,-11.479,0.42604,54.943
1.5868e-14,-29.979,0,0,8.4575,0,-11.543,0.42287,55.246
0,-44.167,0,0,12.46,0,-7.54,0.623,36.089
0,-34.923,0,0,9.8522,0,-10.148,0.49261,48.57
