% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of Non-Biomass Electricity,Rebound effect on electricity,CO2 Reduction (megatonnes)
7.1935,-225.37,37.794,2.0861,59.224,1.8897,-9.0147,0.8798,968.38
-13.168,-338.69,-189.81,-3.8187,51.292,-9.4903,-13.548,0.81936,1455.3
-19.035,-228.22,-116.99,-5.5201,59.025,-5.8493,-9.1287,0.87828,980.63
0.98519,-180.62,-29.223,0.28571,62.356,-1.4611,-7.2249,0.90367,776.12
-3.6771,-211.04,-84.944,-1.0664,60.227,-4.2472,-8.4415,0.88745,906.81
-0.39279,-236.58,-28.185,-0.11391,58.439,-1.4093,-9.4632,0.87382,1016.6
-2.5991,-197.64,-33.436,-0.75373,61.165,-1.6718,-7.9058,0.89459,849.26
-28.158,-220.81,-83.79,-8.1658,59.543,-4.1895,-8.8325,0.88223,948.81
-9.9025,-225.17,10.144,-2.8717,59.238,0.50721,-9.0069,0.87991,967.54
-5.3314,-190.3,-40.11,-1.5461,61.679,-2.0055,-7.6121,0.8985,817.71
8.741,-331.32,8.5963,2.5349,51.808,0.42981,-13.253,0.8233,1423.6
0.63144,-274.94,-68.474,0.18312,55.754,-3.4237,-10.998,0.85336,1181.4
-10.082,-145.96,-15.03,-2.9238,64.783,-0.7515,-5.8384,0.92215,627.17
2.4938,-228.7,-7.2638,0.7232,58.991,-0.36319,-9.148,0.87803,982.7
-3.3678,-190.74,-107.85,-0.97666,61.648,-5.3926,-7.6297,0.89827,819.61
-100.54,-486.32,-651.07,-29.158,40.958,-32.553,-19.453,0.74063,2089.7
-10.51,-251.79,-42.076,-3.0479,57.375,-2.1038,-10.071,0.86571,1081.9
-3.1237,-309.16,8.1584,-0.90589,53.359,0.40792,-12.367,0.83511,1328.4
-39.778,-234.29,-42.759,-11.536,58.599,-2.1379,-9.3717,0.87504,1006.7
16.301,-212.57,-133.07,4.7273,60.12,-6.6533,-8.503,0.88663,913.41
27.402,-299.57,-79.767,7.9464,54.03,-3.9883,-11.983,0.84023,1287.2
-2.3277,-195.54,-113.07,-0.67503,61.312,-5.6536,-7.8217,0.89571,840.23
-29.468,-291.03,-196.04,-8.5456,54.628,-9.8022,-11.641,0.84478,1250.5
-11.861,-157.04,-30.203,-3.4397,64.007,-1.5102,-6.2818,0.91624,674.8
-28.707,-228.63,-102.69,-8.325,58.996,-5.1343,-9.1452,0.87806,982.4
-9.3656,-261.38,-278.56,-2.716,56.703,-13.928,-10.455,0.8606,1123.1
23.577,-275.4,-64.445,6.8373,55.722,-3.2222,-11.016,0.85312,1183.4
31.727,-277.01,105.95,9.2007,55.609,5.2977,-11.08,0.85226,1190.3
10.921,-356.56,-23.28,3.1672,50.041,-1.164,-14.262,0.80984,1532.1
-10.67,-269.6,7.0654,-3.0942,56.128,0.35327,-10.784,0.85621,1158.4
11.637,-233.11,-55.68,3.3747,58.682,-2.784,-9.3243,0.87568,1001.6
-2.9192,-164.21,-76.029,-0.84657,63.505,-3.8014,-6.5684,0.91242,705.6
5.5014,-162.63,67.409,1.5954,63.616,3.3704,-6.5052,0.91326,698.81
-15.368,-251.18,-99.855,-4.4567,57.418,-4.9927,-10.047,0.86604,1079.3
-21.308,-228.61,-54.832,-6.1793,58.997,-2.7416,-9.1443,0.87808,982.3
1.8642,-249.32,-99.262,0.54061,57.548,-4.9631,-9.9728,0.86703,1071.3
18.62,-210.13,110.95,5.3998,60.291,5.5477,-8.4051,0.88793,902.9
4.3869,-163.43,-50.506,1.2722,63.56,-2.5253,-6.537,0.91284,702.22
3.9603,-250.48,-56.791,1.1485,57.467,-2.8395,-10.019,0.86641,1076.3
-12.891,-176.68,-111.42,-3.7385,62.632,-5.5711,-7.0673,0.90577,759.19
1.0878,-218.67,56.93,0.31547,59.693,2.8465,-8.7467,0.88338,939.59
-5.0644,-206.77,-0.83012,-1.4687,60.526,-0.041506,-8.271,0.88972,888.49
2.6308,-226.31,-119.76,0.76292,59.158,-5.9881,-9.0526,0.8793,972.45
-3.9293,-222.95,-84.238,-1.1395,59.393,-4.2119,-8.9182,0.88109,958.01
-16.815,-345.65,96.816,-4.8764,50.804,4.8408,-13.826,0.81565,1485.2
-5.2873,-267.69,-8.0974,-1.5333,56.262,-0.40487,-10.707,0.85723,1150.2
-24.263,-229.8,17.271,-7.0363,58.914,0.86354,-9.1921,0.87744,987.43
-14.818,-235.59,-131.61,-4.2973,58.508,-6.5807,-9.4238,0.87435,1012.3
8.6157,-205.35,-66.51,2.4985,60.626,-3.3255,-8.2139,0.89048,882.36
16.06,-281.38,-65.852,4.6574,55.303,-3.2926,-11.255,0.84993,1209.1
-25.527,-330.34,-111.03,-7.4029,51.876,-5.5516,-13.214,0.82382,1419.4
2.4836,-191.56,-20.69,0.72024,61.591,-1.0345,-7.6625,0.89783,823.13
-11.999,-188.38,-10.642,-3.4797,61.813,-0.5321,-7.5352,0.89953,809.45
-6.7055,-230.82,-28.003,-1.9446,58.843,-1.4002,-9.2327,0.8769,991.8
8.2525,-175.34,-41.126,2.3932,62.726,-2.0563,-7.0136,0.90649,753.41
-27.18,-179.58,-36.204,-7.8823,62.429,-1.8102,-7.1832,0.90422,771.64
-6.8367,-235.31,5.5637,-1.9826,58.528,0.27818,-9.4124,0.8745,1011.1
-3.0869,-246.01,-44.332,-0.8952,57.779,-2.2166,-9.8405,0.86879,1057.1
5.3569,-241.08,-37.887,1.5535,58.124,-1.8944,-9.6433,0.87142,1035.9
-24.184,-221.04,-31.18,-7.0134,59.527,-1.559,-8.8418,0.88211,949.8
-4.3621,-175.96,-30.07,-1.265,62.683,-1.5035,-7.0384,0.90615,756.08
-17.488,-256.75,-16.154,-5.0715,57.028,-0.80768,-10.27,0.86307,1103.2
3.0672,-322.76,-30.792,0.8895,52.407,-1.5396,-12.91,0.82786,1386.9
-3.2808,-177.92,10.235,-0.95145,62.546,0.51174,-7.1166,0.90511,764.48
-1.1705,-181.51,-3.9564,-0.33946,62.294,-0.19782,-7.2606,0.90319,779.95
-15.737,-217.96,-77.042,-4.5639,59.743,-3.8521,-8.7184,0.88375,936.55
3.8222,-321.5,-163.36,1.1084,52.495,-8.1681,-12.86,0.82853,1381.5
4.1516,-311.78,-112.49,1.204,53.176,-5.6247,-12.471,0.83372,1339.7
-7.4841,-264.81,70.431,-2.1704,56.463,3.5216,-10.593,0.85877,1137.9
16.131,-232.38,-68.864,4.678,58.733,-3.4432,-9.2952,0.87606,998.51
-34.626,-264.33,-51.055,-10.042,56.497,-2.5528,-10.573,0.85903,1135.8
7.9052,-214.79,-54.23,2.2925,59.965,-2.7115,-8.5916,0.88545,922.93
-6.1001,-187.16,-19.215,-1.769,61.899,-0.96077,-7.4862,0.90018,804.19
14.525,-208.92,81.045,4.2123,60.376,4.0522,-8.3566,0.88858,897.69
-22.646,-172.19,-82.816,-6.5675,62.947,-4.1408,-6.8875,0.90817,739.87
2.6279,-160.33,-35.291,0.76208,63.777,-1.7646,-6.4132,0.91449,688.92
-17.024,-192.31,-88.73,-4.937,61.538,-4.4365,-7.6923,0.89744,826.33
11.197,-278.47,-26.495,3.2472,55.507,-1.3248,-11.139,0.85148,1196.6
-10.215,-218.76,-97.746,-2.9623,59.687,-4.8873,-8.7505,0.88333,940
3.2739,-269.56,6.4441,0.94944,56.131,0.32221,-10.782,0.85623,1158.3
-15.446,-177.32,-30.97,-4.4792,62.587,-1.5485,-7.0929,0.90543,761.94
-27.97,-219.48,-104.97,-8.1112,59.636,-5.2486,-8.7791,0.88294,943.08
-18.785,-307.48,57.216,-5.4478,53.476,2.8608,-12.299,0.83601,1321.2
6.1542,-204.47,-53.727,1.7847,60.687,-2.6864,-8.1789,0.89095,878.6
-19.286,-354.41,-128.17,-5.593,50.191,-6.4083,-14.176,0.81098,1522.9
-1.6787,-166.99,-7.3379,-0.48682,63.311,-0.36689,-6.6797,0.91094,717.54
-5.5291,-282.01,-124.95,-1.6034,55.259,-6.2474,-11.28,0.84959,1211.8
-34.441,-301.64,-139.47,-9.9878,53.885,-6.9735,-12.066,0.83912,1296.1
37.641,-356.93,74.596,10.916,50.015,3.7298,-14.277,0.80964,1533.7
2.034,-290.8,-82.707,0.58987,54.644,-4.1353,-11.632,0.84491,1249.5
-15.105,-275.25,46.221,-4.3804,55.732,2.3111,-11.01,0.8532,1182.7
-15.274,-203.6,-121.53,-4.4293,60.748,-6.0767,-8.1438,0.89142,874.83
5.8315,-207.61,17.714,1.6911,60.467,0.88572,-8.3044,0.88927,892.08
-0.83959,-194.04,-25.108,-0.24348,61.417,-1.2554,-7.7616,0.89651,833.77
-2.0455,-195.04,-81.526,-0.5932,61.347,-4.0763,-7.8017,0.89598,838.08
18.4,-305.45,-132.65,5.3359,53.618,-6.6325,-12.218,0.83709,1312.5
-12.867,-297.46,-42.931,-3.7313,54.178,-2.1466,-11.898,0.84135,1278.2
-9.4146,-332.99,20.112,-2.7302,51.691,1.0056,-13.32,0.8224,1430.8
-15.002,-198.86,-33.737,-4.3507,61.08,-1.6869,-7.9545,0.89394,854.49
1.4481,-247.41,-44.253,0.41995,57.681,-2.2127,-9.8964,0.86805,1063.1
-13.239,-303.13,-119.08,-3.8393,53.781,-5.9542,-12.125,0.83833,1302.5
-0.098239,-198.82,-45.879,-0.028489,61.083,-2.294,-7.9527,0.89396,854.3
11.526,-285.81,-44.491,3.3425,54.993,-2.2245,-11.432,0.84757,1228.1
6.3273,-180.21,14.516,1.8349,62.386,0.72582,-7.2082,0.90389,774.33
-23.803,-196.5,-29.509,-6.903,61.245,-1.4755,-7.8601,0.8952,844.35
12.958,-221.81,-48.884,3.7579,59.473,-2.4442,-8.8726,0.8817,953.11
-44.262,-256.75,-201.68,-12.836,57.028,-10.084,-10.27,0.86307,1103.2
11.14,-206.04,-10.615,3.2307,60.577,-0.53077,-8.2416,0.89011,885.33
-2.7287,-325.1,-47.914,-0.79132,52.243,-2.3957,-13.004,0.82661,1396.9
3.637,-204.61,-8.0759,1.0547,60.677,-0.4038,-8.1844,0.89087,879.19
9.7127,-217.71,-64.243,2.8167,59.76,-3.2121,-8.7084,0.88389,935.48
-1.47,-234.09,41.726,-0.4263,58.614,2.0863,-9.3635,0.87515,1005.8
-25.87,-163.97,-121.07,-7.5024,63.522,-6.0537,-6.5588,0.91255,704.56
5.8233,-385.86,131.16,1.6887,47.99,6.558,-15.434,0.79421,1658
-63.052,-323.32,-334.29,-18.285,52.368,-16.714,-12.933,0.82756,1389.3
1.6707,-205.66,-95.061,0.4845,60.604,-4.753,-8.2262,0.89032,883.68
17.428,-183.1,-4.5817,5.0543,62.183,-0.22908,-7.324,0.90235,786.77
6.5475,-242.63,-134.5,1.8988,58.016,-6.7248,-9.7054,0.87059,1042.6
-11.08,-225.88,65.344,-3.2132,59.188,3.2672,-9.0353,0.87953,970.59
-24.49,-219.87,-118.81,-7.1022,59.609,-5.9407,-8.7946,0.88274,944.74
-15.89,-205.67,-21.619,-4.6082,60.603,-1.081,-8.227,0.89031,883.76
8.7345,-297.05,0.66438,2.533,54.207,0.033219,-11.882,0.84158,1276.4
-3.7867,-182.36,9.6975,-1.0982,62.235,0.48487,-7.2944,0.90274,783.58
-4.7299,-198.34,42.027,-1.3717,61.116,2.1014,-7.9337,0.89422,852.26
-3.9047,-165.64,5.5669,-1.1324,63.405,0.27834,-6.6255,0.91166,711.73
0.18357,-215.75,131.95,0.053236,59.897,6.5973,-8.6301,0.88493,927.07
-12.312,-173.11,-1.2961,-3.5703,62.882,-0.064803,-6.9243,0.90768,743.82
9.2239,-211.33,-37.653,2.6749,60.207,-1.8827,-8.4533,0.88729,908.07
8.1464,-198.39,37.821,2.3625,61.112,1.8911,-7.9357,0.89419,852.48
2.6769,-182.68,19.323,0.77631,62.212,0.96614,-7.3074,0.90257,784.97
-21.416,-258.56,-181.82,-6.2105,56.9,-9.0912,-10.343,0.8621,1111
50.042,-171.82,119.5,14.512,62.973,5.975,-6.8727,0.90836,738.28
-22.564,-205.58,-58.329,-6.5435,60.609,-2.9164,-8.2233,0.89036,883.36
10.872,-158.15,-39.346,3.153,63.929,-1.9673,-6.3262,0.91565,679.58
20.517,-149.54,0.49041,5.9501,64.533,0.024521,-5.9814,0.92025,642.54
25.541,-280.32,52.757,7.4068,55.378,2.6378,-11.213,0.8505,1204.5
-1.5581,-202.86,2.926,-0.45184,60.8,0.1463,-8.1142,0.89181,871.65
-5.7292,-155.55,-20.309,-1.6615,64.111,-1.0155,-6.222,0.91704,668.39
-9.7281,-311.27,-173.57,-2.8212,53.211,-8.6785,-12.451,0.83399,1337.5
7.3724,-170.61,39.152,2.138,63.057,1.9576,-6.8243,0.90901,733.09
-22.465,-238.77,-38.433,-6.515,58.286,-1.9216,-9.5506,0.87266,1026
5.8321,-192.65,99.142,1.6913,61.515,4.9571,-7.7059,0.89725,827.79
34.433,-253.68,-87.383,9.9855,57.243,-4.3692,-10.147,0.86471,1090
1.9221,-198.56,-13.604,0.55741,61.101,-0.6802,-7.9423,0.8941,853.18
-6.4086,-179.98,-1.5842,-1.8585,62.401,-0.079212,-7.1993,0.90401,773.37
11.479,-376.79,-257.09,3.3289,48.625,-12.854,-15.071,0.79905,1619
-4.493,-295.87,-152.58,-1.303,54.289,-7.6288,-11.835,0.8422,1271.3
0.52276,-175.61,-32.454,0.1516,62.707,-1.6227,-7.0245,0.90634,754.59
3.9802,-195.22,13.203,1.1543,61.334,0.66017,-7.8089,0.89588,838.85
2.3114,-177.52,-37.493,0.67031,62.574,-1.8747,-7.1006,0.90533,762.77
3.1582,-194.5,89.168,0.91589,61.385,4.4584,-7.7802,0.89626,835.77
1.2364,-258.78,82.63,0.35855,56.886,4.1315,-10.351,0.86199,1111.9
-10.346,-340.21,-87.782,-3.0004,51.185,-4.3891,-13.608,0.81856,1461.8
-2.1791,-315.46,-105.99,-0.63193,52.918,-5.2993,-12.619,0.83175,1355.5
8.4145,-277.01,-93.266,2.4402,55.61,-4.6633,-11.08,0.85226,1190.3
5.3238,-171.87,-47.441,1.5439,62.969,-2.3721,-6.8748,0.90834,738.51
-3.4146,-218.94,-41.688,-0.99022,59.674,-2.0844,-8.7574,0.88323,940.75
-15.018,-163.91,-100.76,-4.3551,63.527,-5.0382,-6.5562,0.91258,704.29
2.156,-250.79,-79.592,0.62524,57.445,-3.9796,-10.031,0.86625,1077.6
11.013,-207.67,-18.661,3.1938,60.463,-0.93304,-8.3069,0.88924,892.34
-3.0011,-224.5,-27.228,-0.87032,59.285,-1.3614,-8.9801,0.88026,964.67
4.3182,-258.85,-133.02,1.2523,56.88,-6.6511,-10.354,0.86194,1112.3
12.052,-212.15,38.232,3.4952,60.149,1.9116,-8.4861,0.88685,911.59
-19.168,-360.96,-236.45,-5.5586,49.733,-11.822,-14.439,0.80749,1551
-2.4626,-172.72,-22.993,-0.71415,62.909,-1.1497,-6.9089,0.90788,742.17
-15.159,-341.54,-84.725,-4.3962,51.092,-4.2362,-13.662,0.81785,1467.6
-5.4461,-202.28,-86.82,-1.5794,60.841,-4.341,-8.0911,0.89212,869.17
-13.198,-246.52,-182.42,-3.8275,57.744,-9.1211,-9.8606,0.86852,1059.3
-25.034,-359.04,-17.039,-7.2598,49.867,-0.85193,-14.362,0.80851,1542.8
-9.5972,-235.71,-35.443,-2.7832,58.5,-1.7722,-9.4285,0.87429,1012.8
17.113,-345,50.488,4.9626,50.85,2.5244,-13.8,0.816,1482.4
4.4787,-254.26,-94.895,1.2988,57.202,-4.7447,-10.17,0.8644,1092.5
0.0021397,-249.77,-42.975,0.00062053,57.516,-2.1488,-9.9907,0.86679,1073.2
-28.329,-281.37,-142.57,-8.2153,55.304,-7.1283,-11.255,0.84994,1209
-4.1176,-196.38,10.176,-1.1941,61.253,0.5088,-7.8553,0.89526,843.83
-4.2418,-183.7,-18.683,-1.2301,62.141,-0.93415,-7.3479,0.90203,789.33
-23.993,-250.4,-147.12,-6.9579,57.472,-7.356,-10.016,0.86645,1075.9
0.77217,-258.9,-78.965,0.22393,56.877,-3.9483,-10.356,0.86192,1112.5
18.113,-153.63,60.179,5.2529,64.246,3.0089,-6.145,0.91807,660.11
-4.9264,-208.68,-42.385,-1.4287,60.392,-2.1193,-8.3473,0.8887,896.68
-28.962,-373.63,-117.51,-8.3991,48.846,-5.8753,-14.945,0.80073,1605.4
0.042845,-194.41,-37.315,0.012425,61.392,-1.8657,-7.7762,0.89632,835.34
-13.748,-172.5,25.417,-3.9868,62.925,1.2708,-6.9001,0.908,741.22
-10.314,-191.91,-124.93,-2.991,61.567,-6.2466,-7.6762,0.89765,824.6
-3.7089,-277.73,-60.714,-1.0756,55.559,-3.0357,-11.109,0.85188,1193.4
1.067,-214.96,-31.249,0.30944,59.953,-1.5625,-8.5985,0.88535,923.67
-11.988,-197.25,-61.14,-3.4765,61.193,-3.057,-7.8899,0.8948,847.56
12.729,-300.04,-61.176,3.6913,53.997,-3.0588,-12.002,0.83998,1289.2
7.2361,-209.84,-45.577,2.0985,60.311,-2.2789,-8.3936,0.88809,901.66
-29.999,-353.64,-16.064,-8.6998,50.245,-0.80322,-14.146,0.81139,1519.6
5.9634,-346.81,-208.46,1.7294,50.724,-10.423,-13.872,0.81504,1490.2
10.251,-203.65,-52.227,2.9729,60.744,-2.6114,-8.1461,0.89139,875.07
-1.679,-156.78,-48.664,-0.4869,64.025,-2.4332,-6.2713,0.91638,673.68
0.23092,-174.84,38.15,0.066967,62.761,1.9075,-6.9935,0.90675,751.26
7.4429,-203.9,-65.114,2.1585,60.727,-3.2557,-8.1559,0.89125,876.13
-1.1573,-196.49,8.4043,-0.33563,61.245,0.42022,-7.8598,0.8952,844.31
-13.74,-228.92,-194.65,-3.9846,58.976,-9.7324,-9.1567,0.87791,983.63
7.0709,-189.21,-46.54,2.0506,61.755,-2.327,-7.5683,0.89909,813.01
-7.6941,-227.16,4.2599,-2.2313,59.098,0.213,-9.0866,0.87885,976.1
-16.92,-170.01,-37.483,-4.9069,63.099,-1.8741,-6.8005,0.90933,730.53
9.8275,-188.36,-28.59,2.85,61.815,-1.4295,-7.5344,0.89954,809.36
-2.8102,-291.99,-66.864,-0.81495,54.56,-3.3432,-11.68,0.84427,1254.7
-25.345,-326.54,-203.37,-7.35,52.142,-10.168,-13.062,0.82584,1403.1
19.813,-194.17,16.916,5.7457,61.408,0.84581,-7.767,0.89644,834.35
55.273,-236.61,221.3,16.029,58.437,11.065,-9.4644,0.87381,1016.7
12.631,-176.02,-23.989,3.6629,62.679,-1.1995,-7.0408,0.90612,756.34
-27.129,-437.22,-201.15,-7.8673,44.395,-10.057,-17.489,0.76682,1878.7
-2.0037,-276.32,-30.113,-0.58108,55.657,-1.5056,-11.053,0.85263,1187.3
-9.5011,-275.25,68.282,-2.7553,55.732,3.4141,-11.01,0.8532,1182.7
9.8919,-232.78,-84.029,2.8687,58.705,-4.2014,-9.3113,0.87585,1000.2
-1.3677,-233.52,-42.416,-0.39663,58.654,-2.1208,-9.3408,0.87546,1003.4
19.301,-249.86,-20.712,5.5972,57.51,-1.0356,-9.9945,0.86674,1073.6
22.834,-281.56,-410.24,6.622,55.291,-20.512,-11.262,0.84983,1209.8
-16.855,-378.1,-278.68,-4.8879,48.533,-13.934,-15.124,0.79835,1624.6
23.475,-248.6,10.975,6.8077,57.598,0.54874,-9.9441,0.86741,1068.2
8.7596,-173.85,-42.207,2.5403,62.831,-2.1103,-6.954,0.90728,747.01
15.075,-233.46,12.487,4.3717,58.657,0.62433,-9.3386,0.87549,1003.2
9.673,-276.15,-53.768,2.8052,55.67,-2.6884,-11.046,0.85272,1186.6
24.795,-311.99,16.486,7.1906,53.161,0.82431,-12.479,0.83361,1340.6
-3.6146,-222.95,10.83,-1.0482,59.393,0.54151,-8.918,0.88109,957.99
5.152,-153.64,22.083,1.4941,64.245,1.1041,-6.1457,0.91806,660.19
-11.462,-204.37,-43.792,-3.3241,60.694,-2.1896,-8.1749,0.891,878.17
-14.211,-221.3,-61.314,-4.1212,59.509,-3.0657,-8.852,0.88197,950.9
-31.361,-251.11,-190.3,-9.0947,57.423,-9.5148,-10.044,0.86608,1079
14.758,-174.76,-70.535,4.2799,62.767,-3.5267,-6.9905,0.90679,750.93
-3.1483,-235.88,-71.513,-0.913,58.488,-3.5757,-9.4353,0.8742,1013.6
-14.97,-385.11,-130.02,-4.3413,48.042,-6.5012,-15.404,0.79461,1654.8
-32.436,-474.37,-202.76,-9.4066,41.794,-10.138,-18.975,0.747,2038.3
-20.293,-220.86,-70.849,-5.8849,59.54,-3.5425,-8.8345,0.88221,949.02
2.2907,-257.53,-38.534,0.66431,56.973,-1.9267,-10.301,0.86265,1106.6
4.1549,-207.76,-5.7314,1.2049,60.457,-0.28657,-8.3103,0.8892,892.71
14.076,-230.66,0.63673,4.0821,58.854,0.031836,-9.2265,0.87698,991.13
-0.44904,-177.95,1.3357,-0.13022,62.544,0.066783,-7.1179,0.90509,764.62
23.123,-209.91,-0.20524,6.7058,60.306,-0.010262,-8.3963,0.88805,901.95
-19.037,-286.65,-138.87,-5.5208,54.935,-6.9435,-11.466,0.84712,1231.7
1.2292,-231.22,65.999,0.35647,58.814,3.3,-9.249,0.87668,993.55
-5.2974,-205.18,-2.1105,-1.5362,60.637,-0.10552,-8.2073,0.89057,881.65
14.366,-289.08,-287.24,4.1663,54.765,-14.362,-11.563,0.84582,1242.1
-6.8286,-233.81,-48.417,-1.9803,58.634,-2.4209,-9.3523,0.8753,1004.6
-23.537,-258.83,-123.38,-6.8258,56.882,-6.1688,-10.353,0.86196,1112.2
10.887,-251.95,9.0384,3.1573,57.363,0.45192,-10.078,0.86562,1082.6
8.3865,-183.26,-58.333,2.4321,62.172,-2.9167,-7.3303,0.90226,787.43
-24.305,-257.73,-28.19,-7.0485,56.959,-1.4095,-10.309,0.86255,1107.4
17.189,-184.42,177.44,4.9848,62.091,8.872,-7.3766,0.90164,792.41
-2.6261,-283.96,4.0852,-0.76157,55.123,0.20426,-11.358,0.84855,1220.1
10.504,-184.51,-30.406,3.0461,62.085,-1.5203,-7.3802,0.9016,792.8
-16.317,-303.8,18.455,-4.732,53.734,0.92275,-12.152,0.83797,1305.4
-6.5804,-188.94,-77.455,-1.9083,61.774,-3.8728,-7.5577,0.89923,811.86
12.212,-225.88,3.7562,3.5414,59.188,0.18781,-9.0353,0.87953,970.59
-5.0303,-195.01,-52.412,-1.4588,61.35,-2.6206,-7.8002,0.896,837.92
-0.16939,-168.96,-49.309,-0.049124,63.173,-2.4654,-6.7584,0.90989,726
6.8228,-178.46,-80.855,1.9786,62.508,-4.0427,-7.1383,0.90482,766.82
-14.062,-198.16,-61.537,-4.078,61.129,-3.0769,-7.9264,0.89431,851.47
-12.677,-245.42,-70.626,-3.6762,57.821,-3.5313,-9.8166,0.86911,1054.5
-4.2026,-238.91,-14.388,-1.2187,58.276,-0.71941,-9.5563,0.87258,1026.6
-6.489,-192.35,-111.08,-1.8818,61.536,-5.5538,-7.6938,0.89742,826.49
-2.6448,-177.71,-69.39,-0.76699,62.561,-3.4695,-7.1082,0.90522,763.58
8.8069,-197.82,-95.958,2.554,61.152,-4.7979,-7.9129,0.89449,850.03
-25.278,-185.42,-86.871,-7.3305,62.021,-4.3436,-7.4168,0.90111,796.73
-25.293,-185.75,-145.38,-7.3349,61.998,-7.2692,-7.4299,0.90094,798.13
-29.613,-313.03,-93.712,-8.5878,53.088,-4.6856,-12.521,0.83305,1345
-17.216,-263.02,-17.269,-4.9925,56.589,-0.86347,-10.521,0.85972,1130.2
5.9192,-243.64,35.357,1.7166,57.945,1.7678,-9.7458,0.87006,1046.9
23.138,-248.25,18.471,6.7099,57.623,0.92354,-9.9298,0.8676,1066.7
9.9787,-176.65,-4.7057,2.8938,62.635,-0.23528,-7.0658,0.90579,759.03
7.2714,-175.45,62.048,2.1087,62.719,3.1024,-7.0179,0.90643,753.88
1.4476,-206.78,-59.253,0.4198,60.526,-2.9627,-8.2711,0.88972,888.5
-3.1779,-282.69,-37.812,-0.9216,55.212,-1.8906,-11.307,0.84923,1214.7
-12.406,-193.94,6.7594,-3.5977,61.424,0.33797,-7.7578,0.89656,833.36
4.3692,-188.28,-96.755,1.2671,61.82,-4.8377,-7.5312,0.89958,809.02
-38.791,-291.99,-221.76,-11.249,54.561,-11.088,-11.68,0.84427,1254.7
21.791,-211.86,-1.9625,6.3192,60.17,-0.098124,-8.4745,0.88701,910.35
-8.7486,-179.52,-56.887,-2.5371,62.433,-2.8444,-7.181,0.90425,771.4
9.1852,-191.51,-63.86,2.6637,61.594,-3.193,-7.6604,0.89786,822.89
27.457,-239.99,32.337,7.9624,58.201,1.6169,-9.5996,0.87201,1031.2
-38.844,-356.71,-417.52,-11.265,50.031,-20.876,-14.268,0.80976,1532.7
-16.109,-201.06,-7.5298,-4.6716,60.926,-0.37649,-8.0423,0.89277,863.92
25.152,-322.56,-102.87,7.2941,52.421,-5.1436,-12.902,0.82797,1386
27.55,-263.12,6.6615,7.9896,56.582,0.33307,-10.525,0.85967,1130.6
17.182,-221.41,-10.297,4.9828,59.501,-0.51486,-8.8563,0.88192,951.37
15.055,-179.6,-17.714,4.366,62.428,-0.88568,-7.184,0.90421,771.72
-27.501,-207.03,-58.846,-7.9753,60.508,-2.9423,-8.2811,0.88959,889.57
-8.828,-156.49,-66.971,-2.5601,64.046,-3.3486,-6.2595,0.91654,672.41
4.0381,-203.29,-134.16,1.171,60.77,-6.7078,-8.1315,0.89158,873.5
7.0808,-182.84,-113.73,2.0534,62.202,-5.6865,-7.3134,0.90249,785.63
-16.538,-234.33,-52.453,-4.7959,58.597,-2.6227,-9.3731,0.87503,1006.9
-22.651,-163.85,-14.145,-6.5688,63.531,-0.70726,-6.554,0.91261,704.04
23.811,-241.81,-94.888,6.9052,58.073,-4.7444,-9.6725,0.87103,1039
12.48,-185.95,1.5816,3.6192,61.983,0.079082,-7.438,0.90083,799.01
-7.1563,-209.64,-44.671,-2.0753,60.325,-2.2335,-8.3857,0.88819,900.81
13.871,-174.55,-8.2206,4.0227,62.782,-0.41103,-6.982,0.90691,750.02
-29.87,-247.74,1.3688,-8.6623,57.658,0.068439,-9.9095,0.86787,1064.5
20.909,-206.12,1.3985,6.0636,60.571,0.069923,-8.245,0.89007,885.69
-14.718,-254.4,-3.9371,-4.2681,57.192,-0.19685,-10.176,0.86432,1093.1
-7.968,-276.57,42.279,-2.3107,55.64,2.114,-11.063,0.8525,1188.4
-10.143,-280.06,8.6204,-2.9414,55.396,0.43102,-11.202,0.85064,1203.4
12.76,-137.55,-43.552,3.7004,65.371,-2.1776,-5.5021,0.92664,591.05
-10.547,-185.45,-186.43,-3.0586,62.018,-9.3214,-7.418,0.90109,796.86
-0.34604,-176.13,-125.87,-0.10035,62.671,-6.2933,-7.0452,0.90606,756.82
-10.33,-280.08,-102.94,-2.9956,55.395,-5.1471,-11.203,0.85063,1203.5
-2.4071,-178.41,-3.4351,-0.69806,62.512,-0.17176,-7.1363,0.90485,766.6
3.5345,-252.67,-78.582,1.025,57.313,-3.9291,-10.107,0.86524,1085.7
-11.382,-179.01,55.893,-3.3009,62.469,2.7946,-7.1603,0.90453,769.18
14.591,-218.42,33.386,4.2313,59.711,1.6693,-8.7368,0.88351,938.53
5.6519,-232.68,63.166,1.6391,58.712,3.1583,-9.3072,0.8759,999.8
14.992,-195.25,28.66,4.3478,61.333,1.433,-7.8099,0.89587,838.96
-7.1665,-209.08,-162.94,-2.0783,60.364,-8.147,-8.3632,0.88849,898.39
11.15,-203.82,-56.164,3.2335,60.733,-2.8082,-8.1527,0.8913,875.78
-4.6997,-224.3,-38.944,-1.3629,59.299,-1.9472,-8.9719,0.88037,963.79
