% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of non-biomass electricity,Rebound effect on electricity,CO2 Reduction (tonnes)
0,-117.51,0,0,33.151,0,-31.849,0.51001,152.44
1.5868e-14,-91.054,0,0,25.687,0,-39.313,0.39519,188.16
0,-111.35,0,0,31.414,0,-33.586,0.48329,160.75
0,-126.01,0,0,35.549,0,-29.451,0.5469,140.96
0,-93.863,0,0,26.48,0,-38.52,0.40738,184.37
0,-111.52,0,0,31.462,0,-33.538,0.48402,160.53
0,-108.84,0,0,30.704,0,-34.296,0.47238,164.15
0,-109.5,0,0,30.891,0,-34.109,0.47524,163.26
-1.5868e-14,-140.73,0,0,39.701,0,-25.299,0.61079,121.09
0,-88.307,0,0,24.912,0,-40.088,0.38327,191.87
0,-92.522,0,0,26.102,0,-38.898,0.40156,186.18
0,-105.27,0,0,29.699,0,-35.301,0.4569,168.96
-1.5868e-14,-102.1,0,0,28.804,0,-36.196,0.44314,173.24
0,-128.19,0,0,36.165,0,-28.835,0.55638,138.01
0,-97.197,0,0,27.42,0,-37.58,0.42185,179.87
0,-115.53,0,0,32.591,0,-32.409,0.5014,155.12
1.5868e-14,-122.54,0,0,34.568,0,-30.432,0.53182,145.65
-1.5868e-14,-90.625,0,0,25.566,0,-39.434,0.39333,188.74
-1.5868e-14,-127.1,0,0,35.856,0,-29.144,0.55163,139.49
-1.5868e-14,-100.53,0,0,28.361,0,-36.639,0.43632,175.37
-1.5868e-14,-103.63,0,0,29.235,0,-35.765,0.44977,171.18
0,-130.74,0,0,36.883,0,-28.117,0.56743,134.58
0,-108.67,0,0,30.658,0,-34.342,0.47166,164.37
0,-91.511,0,0,25.816,0,-39.184,0.39717,187.54
0,-102.94,0,0,29.04,0,-35.96,0.44676,172.12
0,-104.48,0,0,29.476,0,-35.524,0.45348,170.03
0,-216.64,0,0,61.116,0,-3.8842,0.94024,18.591
