% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of non-biomass electricity,Rebound effect on electricity,CO2 Reduction (tonnes)
0,-99.431,0,0,28.051,0,-26.949,0.51001,128.99
1.5868e-14,-77.045,0,0,21.735,0,-33.265,0.39519,159.21
0,-94.222,0,0,26.581,0,-28.419,0.48329,136.02
0,-106.62,0,0,30.08,0,-24.92,0.5469,119.28
0,-79.422,0,0,22.406,0,-32.594,0.40738,156
0,-94.365,0,0,26.621,0,-28.379,0.48402,135.83
0,-92.094,0,0,25.981,0,-29.019,0.47238,138.9
0,-92.653,0,0,26.138,0,-28.862,0.47524,138.14
-1.5868e-14,-119.08,0,0,33.594,0,-21.406,0.61079,102.46
0,-74.721,0,0,21.08,0,-33.92,0.38327,162.35
0,-78.288,0,0,22.086,0,-32.914,0.40156,157.54
0,-89.077,0,0,25.13,0,-29.87,0.4569,142.97
-1.5868e-14,-86.394,0,0,24.373,0,-30.627,0.44314,146.59
0,-108.47,0,0,30.601,0,-24.399,0.55638,116.78
0,-82.243,0,0,23.202,0,-31.798,0.42185,152.2
0,-97.753,0,0,27.577,0,-27.423,0.5014,131.25
1.5868e-14,-103.68,0,0,29.25,0,-25.75,0.53182,123.25
-1.5868e-14,-76.683,0,0,21.633,0,-33.367,0.39333,159.7
-1.5868e-14,-107.55,0,0,30.34,0,-24.66,0.55163,118.03
-1.5868e-14,-85.064,0,0,23.998,0,-31.002,0.43632,148.39
-1.5868e-14,-87.686,0,0,24.737,0,-30.263,0.44977,144.85
0,-110.63,0,0,31.209,0,-23.791,0.56743,113.87
0,-91.955,0,0,25.941,0,-29.059,0.47166,139.08
0,-77.433,0,0,21.845,0,-33.155,0.39717,158.69
0,-87.101,0,0,24.572,0,-30.428,0.44676,145.64
0,-88.409,0,0,24.941,0,-30.059,0.45348,143.87
0,-183.31,0,0,51.713,0,-3.2866,0.94024,15.731
0,-72.246,0,0,20.381,0,-34.619,0.37057,165.69
-1.5868e-14,-98.764,0,0,27.863,0,-27.137,0.50659,129.89
-1.5868e-14,-111.81,0,0,31.542,0,-23.458,0.57349,112.28
-1.5868e-14,-70.806,0,0,19.975,0,-35.025,0.36318,167.64
0,-96.63,0,0,27.26,0,-27.74,0.49564,132.77
1.5868e-14,-106.78,0,0,30.125,0,-24.875,0.54773,119.06
0,-95.19,0,0,26.854,0,-28.146,0.48826,134.71
0,-106.7,0,0,30.101,0,-24.899,0.54729,119.17
0,-83.59,0,0,23.582,0,-31.418,0.42876,150.38
-1.5868e-14,-82.027,0,0,23.141,0,-31.859,0.42074,152.49
0,-79.514,0,0,22.432,0,-32.568,0.40785,155.88
-1.5868e-14,-125.99,0,0,35.544,0,-19.456,0.64626,93.122
-1.5868e-14,-93.958,0,0,26.507,0,-28.493,0.48194,136.38
0,-103.82,0,0,29.287,0,-25.713,0.5325,123.07
0,-87.316,0,0,24.633,0,-30.367,0.44787,145.35
-1.5868e-14,-82.858,0,0,23.375,0,-31.625,0.425,151.37
-1.5868e-14,-71.582,0,0,20.194,0,-34.806,0.36716,166.59
-1.5868e-14,-89.713,0,0,25.309,0,-29.691,0.46016,142.11
0,-99.729,0,0,28.135,0,-26.865,0.51154,128.59
0,-101.92,0,0,28.754,0,-26.246,0.52279,125.62
-1.5868e-14,-99.662,0,0,28.116,0,-26.884,0.5112,128.68
0,-89.852,0,0,25.348,0,-29.652,0.46088,141.92
0,-85.056,0,0,23.995,0,-31.005,0.43628,148.4
-1.5868e-14,-98.718,0,0,27.85,0,-27.15,0.50635,129.95
-1.5868e-14,-89.362,0,0,25.21,0,-29.79,0.45836,142.58
-1.5868e-14,-156.4,0,0,44.122,0,-10.878,0.80222,52.066
-1.5868e-14,-83.801,0,0,23.641,0,-31.359,0.42984,150.09
-1.5868e-14,-98.67,0,0,27.836,0,-27.164,0.50611,130.02
0,-76.703,0,0,21.639,0,-33.361,0.39343,159.68
-1.5868e-14,-93.673,0,0,26.426,0,-28.574,0.48047,136.76
0,-90.595,0,0,25.558,0,-29.442,0.46469,140.92
0,-101.18,0,0,28.543,0,-26.457,0.51897,126.63
0,-70.72,0,0,19.951,0,-35.049,0.36275,167.75
0,-126.75,0,0,35.758,0,-19.242,0.65015,92.096
-1.5868e-14,-76.676,0,0,21.631,0,-33.369,0.39329,159.71
0,-112.34,0,0,31.693,0,-23.307,0.57623,111.56
0,-92.713,0,0,26.155,0,-28.845,0.47555,138.06
0,-106.49,0,0,30.042,0,-24.958,0.54622,119.46
0,-82.101,0,0,23.162,0,-31.838,0.42112,152.39
-1.5868e-14,-108.84,0,0,30.706,0,-24.294,0.55828,116.28
0,-66.711,0,0,18.82,0,-36.18,0.34218,173.17
0,-87.533,0,0,24.694,0,-30.306,0.44898,145.05
0,-86.936,0,0,24.525,0,-30.475,0.44592,145.86
0,-83.06,0,0,23.432,0,-31.568,0.42604,151.09
1.5868e-14,-82.443,0,0,23.258,0,-31.742,0.42287,151.93
0,-121.46,0,0,34.265,0,-20.735,0.623,99.244
0,-96.039,0,0,27.094,0,-27.906,0.49261,133.57
0,-127.9,0,0,36.082,0,-18.918,0.65603,90.549
1.5868e-14,-113.61,0,0,32.051,0,-22.949,0.58275,109.84
1.5868e-14,-104.78,0,0,29.559,0,-25.441,0.53743,121.77
0,-86.989,0,0,24.541,0,-30.459,0.44619,145.79
0,-138.09,0,0,38.957,0,-16.043,0.7083,76.788
-1.5868e-14,-87.982,0,0,24.821,0,-30.179,0.45129,144.45
0,-89.401,0,0,25.221,0,-29.779,0.45856,142.53
-1.5868e-14,-100.51,0,0,28.355,0,-26.645,0.51554,127.53
-1.5868e-14,-106.51,0,0,30.049,0,-24.951,0.54634,119.42
-1.5868e-14,-70.894,0,0,20,0,-35,0.36364,167.52
0,-85.416,0,0,24.097,0,-30.903,0.43812,147.91
-1.5868e-14,-91.716,0,0,25.874,0,-29.126,0.47044,139.41
0,-97.542,0,0,27.518,0,-27.482,0.50032,131.54
0,-90.894,0,0,25.642,0,-29.358,0.46622,140.52
0,-88.942,0,0,25.092,0,-29.908,0.45621,143.15
-1.5868e-14,-68.187,0,0,19.236,0,-35.764,0.34975,171.17
-1.5868e-14,-114.12,0,0,32.195,0,-22.805,0.58536,109.15
0,-96.55,0,0,27.238,0,-27.762,0.49524,132.88
0,-86.492,0,0,24.4,0,-30.6,0.44364,146.46
-1.5868e-14,-129.19,0,0,36.445,0,-18.555,0.66264,88.808
-1.5868e-14,-104.58,0,0,29.503,0,-25.497,0.53642,122.04
0,-89.582,0,0,25.272,0,-29.728,0.45949,142.29
1.5868e-14,-111.09,0,0,31.339,0,-23.661,0.56979,113.25
0,-85.454,0,0,24.107,0,-30.893,0.43832,147.86
0,-104.56,0,0,29.497,0,-25.503,0.53632,122.06
0,-71.079,0,0,20.052,0,-34.948,0.36458,167.27
0,-70.151,0,0,19.79,0,-35.21,0.35983,168.52
0,-89.079,0,0,25.13,0,-29.87,0.45691,142.97
0,-78.351,0,0,22.104,0,-32.896,0.40189,157.45
0,-103.44,0,0,29.182,0,-25.818,0.53058,123.57
0,-106.29,0,0,29.987,0,-25.013,0.54521,119.72
