% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of non-biomass electricity,Rebound effect on electricity,CO2 Reduction (tonnes)
0,-144.63,0,0,40.801,0,-39.199,0.51001,187.62
1.5868e-14,-112.07,0,0,31.615,0,-48.385,0.39519,231.58
0,-137.05,0,0,38.663,0,-41.337,0.48329,197.85
0,-155.09,0,0,43.752,0,-36.248,0.5469,173.49
0,-115.52,0,0,32.59,0,-47.41,0.40738,226.92
0,-137.26,0,0,38.722,0,-41.278,0.48402,197.57
0,-133.95,0,0,37.79,0,-42.21,0.47238,202.03
0,-134.77,0,0,38.02,0,-41.98,0.47524,200.93
-1.5868e-14,-173.21,0,0,48.863,0,-31.137,0.61079,149.03
0,-108.69,0,0,30.661,0,-49.339,0.38327,236.15
0,-113.87,0,0,32.125,0,-47.875,0.40156,229.14
0,-129.57,0,0,36.552,0,-43.448,0.4569,207.95
-1.5868e-14,-125.66,0,0,35.451,0,-44.549,0.44314,213.22
0,-157.78,0,0,44.51,0,-35.49,0.55638,169.86
0,-119.63,0,0,33.748,0,-46.252,0.42185,221.38
0,-142.19,0,0,40.112,0,-39.888,0.5014,190.91
1.5868e-14,-150.81,0,0,42.546,0,-37.454,0.53182,179.27
-1.5868e-14,-111.54,0,0,31.466,0,-48.534,0.39333,232.3
-1.5868e-14,-156.43,0,0,44.13,0,-35.87,0.55163,171.68
-1.5868e-14,-123.73,0,0,34.906,0,-45.094,0.43632,215.84
-1.5868e-14,-127.54,0,0,35.982,0,-44.018,0.44977,210.69
0,-160.91,0,0,45.395,0,-34.605,0.56743,165.63
0,-133.75,0,0,37.733,0,-42.267,0.47166,202.3
0,-112.63,0,0,31.774,0,-48.226,0.39717,230.82
0,-126.69,0,0,35.741,0,-44.259,0.44676,211.84
0,-128.6,0,0,36.278,0,-43.722,0.45348,209.27
0,-266.63,0,0,75.22,0,-4.7805,0.94024,22.881
0,-105.09,0,0,29.646,0,-50.354,0.37057,241.01
-1.5868e-14,-143.66,0,0,40.527,0,-39.473,0.50659,188.93
-1.5868e-14,-162.63,0,0,45.879,0,-34.121,0.57349,163.31
-1.5868e-14,-102.99,0,0,29.055,0,-50.945,0.36318,243.84
