% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of non-biomass electricity,Rebound effect on electricity,CO2 Reduction (tonnes)
0,-54.235,0,0,15.3,0,-14.7,0.51001,70.357
1.5868e-14,-42.025,0,0,11.856,0,-18.144,0.39519,86.844
0,-51.394,0,0,14.499,0,-15.501,0.48329,74.193
0,-58.158,0,0,16.407,0,-13.593,0.5469,65.06
0,-43.321,0,0,12.221,0,-17.779,0.40738,85.093
0,-51.472,0,0,14.521,0,-15.479,0.48402,74.088
0,-50.233,0,0,14.171,0,-15.829,0.47238,75.761
0,-50.538,0,0,14.257,0,-15.743,0.47524,75.349
-1.5868e-14,-64.952,0,0,18.324,0,-11.676,0.61079,55.886
0,-40.757,0,0,11.498,0,-18.502,0.38327,88.556
0,-42.703,0,0,12.047,0,-17.953,0.40156,85.929
0,-48.587,0,0,13.707,0,-16.293,0.4569,77.983
-1.5868e-14,-47.124,0,0,13.294,0,-16.706,0.44314,79.959
0,-59.166,0,0,16.691,0,-13.309,0.55638,63.699
0,-44.86,0,0,12.655,0,-17.345,0.42185,83.016
0,-53.32,0,0,15.042,0,-14.958,0.5014,71.593
1.5868e-14,-56.555,0,0,15.955,0,-14.045,0.53182,67.225
-1.5868e-14,-41.827,0,0,11.8,0,-18.2,0.39333,87.111
-1.5868e-14,-58.661,0,0,16.549,0,-13.451,0.55163,64.381
-1.5868e-14,-46.399,0,0,13.09,0,-16.91,0.43632,80.938
-1.5868e-14,-47.829,0,0,13.493,0,-16.507,0.44977,79.007
0,-60.341,0,0,17.023,0,-12.977,0.56743,62.112
0,-50.157,0,0,14.15,0,-15.85,0.47166,75.863
0,-42.236,0,0,11.915,0,-18.085,0.39717,86.559
0,-47.509,0,0,13.403,0,-16.597,0.44676,79.438
0,-48.223,0,0,13.604,0,-16.396,0.45348,78.475
0,-99.987,0,0,28.207,0,-1.7927,0.94024,8.5803
0,-39.407,0,0,11.117,0,-18.883,0.37057,90.379
-1.5868e-14,-53.871,0,0,15.198,0,-14.802,0.50659,70.848
-1.5868e-14,-60.985,0,0,17.205,0,-12.795,0.57349,61.243
-1.5868e-14,-38.621,0,0,10.896,0,-19.104,0.36318,91.44
0,-52.707,0,0,14.869,0,-15.131,0.49564,72.42
1.5868e-14,-58.246,0,0,16.432,0,-13.568,0.54773,64.941
0,-51.922,0,0,14.648,0,-15.352,0.48826,73.48
0,-58.2,0,0,16.419,0,-13.581,0.54729,65.004
0,-45.594,0,0,12.863,0,-17.137,0.42876,82.024
-1.5868e-14,-44.742,0,0,12.622,0,-17.378,0.42074,83.175
0,-43.371,0,0,12.235,0,-17.765,0.40785,85.026
-1.5868e-14,-68.724,0,0,19.388,0,-10.612,0.64626,50.794
-1.5868e-14,-51.25,0,0,14.458,0,-15.542,0.48194,74.388
0,-56.626,0,0,15.975,0,-14.025,0.5325,67.128
0,-47.627,0,0,13.436,0,-16.564,0.44787,79.28
-1.5868e-14,-45.195,0,0,12.75,0,-17.25,0.425,82.563
-1.5868e-14,-39.045,0,0,11.015,0,-18.985,0.36716,90.868
-1.5868e-14,-48.934,0,0,13.805,0,-16.195,0.46016,77.514
0,-54.398,0,0,15.346,0,-14.654,0.51154,70.138
0,-55.594,0,0,15.684,0,-14.316,0.52279,68.522
-1.5868e-14,-54.361,0,0,15.336,0,-14.664,0.5112,70.187
0,-49.01,0,0,13.826,0,-16.174,0.46088,77.412
0,-46.394,0,0,13.088,0,-16.912,0.43628,80.944
-1.5868e-14,-53.846,0,0,15.191,0,-14.809,0.50635,70.882
-1.5868e-14,-48.743,0,0,13.751,0,-16.249,0.45836,77.773
-1.5868e-14,-85.309,0,0,24.066,0,-5.9335,0.80222,28.399
-1.5868e-14,-45.709,0,0,12.895,0,-17.105,0.42984,81.869
-1.5868e-14,-53.82,0,0,15.183,0,-14.817,0.50611,70.918
0,-41.838,0,0,11.803,0,-18.197,0.39343,87.097
-1.5868e-14,-51.094,0,0,14.414,0,-15.586,0.48047,74.598
0,-49.416,0,0,13.941,0,-16.059,0.46469,76.865
0,-55.187,0,0,15.569,0,-14.431,0.51897,69.071
0,-38.575,0,0,10.882,0,-19.118,0.36275,91.503
0,-69.138,0,0,19.505,0,-10.495,0.65015,50.234
-1.5868e-14,-41.823,0,0,11.799,0,-18.201,0.39329,87.117
0,-61.277,0,0,17.287,0,-12.713,0.57623,60.848
0,-50.571,0,0,14.267,0,-15.733,0.47555,75.305
0,-58.086,0,0,16.387,0,-13.613,0.54622,65.158
0,-44.782,0,0,12.634,0,-17.366,0.42112,83.121
-1.5868e-14,-59.368,0,0,16.748,0,-13.252,0.55828,63.426
0,-36.388,0,0,10.265,0,-19.735,0.34218,94.455
0,-47.745,0,0,13.47,0,-16.53,0.44898,79.12
0,-47.419,0,0,13.378,0,-16.622,0.44592,79.56
0,-45.306,0,0,12.781,0,-17.219,0.42604,82.414
1.5868e-14,-44.969,0,0,12.686,0,-17.314,0.42287,82.869
0,-66.25,0,0,18.69,0,-11.31,0.623,54.133
0,-52.385,0,0,14.778,0,-15.222,0.49261,72.855
0,-69.763,0,0,19.681,0,-10.319,0.65603,49.391
1.5868e-14,-61.97,0,0,17.482,0,-12.518,0.58275,59.913
1.5868e-14,-57.151,0,0,16.123,0,-13.877,0.53743,66.42
0,-47.449,0,0,13.386,0,-16.614,0.44619,79.52
0,-75.322,0,0,21.249,0,-8.7509,0.7083,41.884
-1.5868e-14,-47.99,0,0,13.539,0,-16.461,0.45129,78.789
0,-48.764,0,0,13.757,0,-16.243,0.45856,77.744
-1.5868e-14,-54.823,0,0,15.466,0,-14.534,0.51554,69.564
-1.5868e-14,-58.098,0,0,16.39,0,-13.61,0.54634,65.141
-1.5868e-14,-38.669,0,0,10.909,0,-19.091,0.36364,91.375
0,-46.59,0,0,13.144,0,-16.856,0.43812,80.679
-1.5868e-14,-50.027,0,0,14.113,0,-15.887,0.47044,76.039
0,-53.205,0,0,15.01,0,-14.99,0.50032,71.748
0,-49.578,0,0,13.987,0,-16.013,0.46622,76.645
0,-48.514,0,0,13.686,0,-16.314,0.45621,78.082
-1.5868e-14,-37.193,0,0,10.493,0,-19.507,0.34975,93.368
-1.5868e-14,-62.248,0,0,17.561,0,-12.439,0.58536,59.538
0,-52.664,0,0,14.857,0,-15.143,0.49524,72.479
0,-47.177,0,0,13.309,0,-16.691,0.44364,79.887
-1.5868e-14,-70.466,0,0,19.879,0,-10.121,0.66264,48.441
-1.5868e-14,-57.043,0,0,16.093,0,-13.907,0.53642,66.565
0,-48.863,0,0,13.785,0,-16.215,0.45949,77.611
1.5868e-14,-60.592,0,0,17.094,0,-12.906,0.56979,61.773
0,-46.611,0,0,13.15,0,-16.85,0.43832,80.651
0,-57.032,0,0,16.089,0,-13.911,0.53632,66.58
0,-38.77,0,0,10.937,0,-19.063,0.36458,91.239
0,-38.264,0,0,10.795,0,-19.205,0.35983,91.922
0,-48.588,0,0,13.707,0,-16.293,0.45691,77.981
0,-42.737,0,0,12.057,0,-17.943,0.40189,85.882
0,-56.422,0,0,15.917,0,-14.083,0.53058,67.404
0,-57.978,0,0,16.356,0,-13.644,0.54521,65.303
-1.5868e-14,-49.614,0,0,13.997,0,-16.003,0.46656,76.596
0,-70.341,0,0,19.844,0,-10.156,0.66147,48.609
0,-56.977,0,0,16.074,0,-13.926,0.5358,66.654
-1.5868e-14,-49.883,0,0,14.072,0,-15.928,0.46908,76.234
0,-70.711,0,0,19.948,0,-10.052,0.66494,48.11
-1.5868e-14,-49.025,0,0,13.831,0,-16.169,0.46102,77.391
0,-52.373,0,0,14.775,0,-15.225,0.4925,72.871
0,-44.854,0,0,12.654,0,-17.346,0.4218,83.024
-1.5868e-14,-42.343,0,0,11.946,0,-18.054,0.39818,86.414
-1.5868e-14,-45.362,0,0,12.797,0,-17.203,0.42657,82.338
0,-57.3,0,0,16.165,0,-13.835,0.53883,66.219
0,-62.698,0,0,17.688,0,-12.312,0.58959,58.93
0,-45.891,0,0,12.946,0,-17.054,0.43155,81.624
0,-65.759,0,0,18.551,0,-11.449,0.61838,54.797
0,-48.215,0,0,13.602,0,-16.398,0.4534,78.486
0,-45.95,0,0,12.963,0,-17.037,0.4321,81.543
0,-43.888,0,0,12.381,0,-17.619,0.41271,84.328
-1.5868e-14,-54.132,0,0,15.271,0,-14.729,0.50904,70.496
0,-44.077,0,0,12.435,0,-17.565,0.41449,84.073
0,-49.459,0,0,13.953,0,-16.047,0.4651,76.806
0,-54.871,0,0,15.48,0,-14.52,0.51599,69.498
0,-51.745,0,0,14.598,0,-15.402,0.4866,73.719
0,-81.095,0,0,22.878,0,-7.1222,0.76259,34.089
-1.5868e-14,-44.428,0,0,12.534,0,-17.466,0.41779,83.599
-1.5868e-14,-84.342,0,0,23.794,0,-6.2061,0.79313,29.704
1.5868e-14,-53.406,0,0,15.066,0,-14.934,0.50222,71.476
0,-41.888,0,0,11.817,0,-18.183,0.3939,87.029
0,-62.209,0,0,17.55,0,-12.45,0.585,59.589
-1.5868e-14,-35.133,0,0,9.9115,0,-20.088,0.33038,96.149
0,-44.29,0,0,12.495,0,-17.505,0.41649,83.785
-1.5868e-14,-49.383,0,0,13.931,0,-16.069,0.46438,76.909
0,-86.983,0,0,24.539,0,-5.4612,0.81796,26.139
0,-39.43,0,0,11.124,0,-18.876,0.37078,90.348
0,-56.446,0,0,15.924,0,-14.076,0.53081,67.371
0,-47.218,0,0,13.321,0,-16.679,0.44403,79.832
0,-50.781,0,0,14.326,0,-15.674,0.47753,75.02
0,-45.987,0,0,12.973,0,-17.027,0.43245,81.494
0,-47.421,0,0,13.378,0,-16.622,0.44593,79.558
0,-54.071,0,0,15.254,0,-14.746,0.50847,70.578
-1.5868e-14,-45.902,0,0,12.949,0,-17.051,0.43165,81.609
-1.5868e-14,-70.728,0,0,19.953,0,-10.047,0.6651,48.088
-1.5868e-14,-50.803,0,0,14.332,0,-15.668,0.47774,74.991
-1.5868e-14,-56.41,0,0,15.914,0,-14.086,0.53046,67.421
-1.5868e-14,-57.614,0,0,16.253,0,-13.747,0.54178,65.795
0,-54.014,0,0,15.238,0,-14.762,0.50793,70.656
0,-51.969,0,0,14.661,0,-15.339,0.4887,73.417
1.5868e-14,-58.71,0,0,16.563,0,-13.437,0.55209,64.315
0,-55.09,0,0,15.541,0,-14.459,0.51805,69.203
1.5868e-14,-51.776,0,0,14.607,0,-15.393,0.48689,73.677
-1.5868e-14,-50.872,0,0,14.352,0,-15.648,0.47839,74.898
0,-47.38,0,0,13.367,0,-16.633,0.44555,79.613
0,-58.504,0,0,16.505,0,-13.495,0.55015,64.593
1.5868e-14,-47.514,0,0,13.404,0,-16.596,0.44681,79.432
0,-49.985,0,0,14.101,0,-15.899,0.47005,76.095
1.5868e-14,-58.564,0,0,16.521,0,-13.479,0.55071,64.512
0,-53.746,0,0,15.162,0,-14.838,0.50541,71.018
0,-74.457,0,0,21.005,0,-8.9949,0.70017,43.052
0,-53.332,0,0,15.045,0,-14.955,0.50151,71.577
1.5868e-14,-48.928,0,0,13.803,0,-16.197,0.46011,77.523
1.5868e-14,-51.069,0,0,14.407,0,-15.593,0.48024,74.632
0,-42.697,0,0,12.045,0,-17.955,0.40151,85.936
0,-82.707,0,0,23.333,0,-6.6674,0.77775,31.912
0,-45.563,0,0,12.854,0,-17.146,0.42846,82.067
-1.5868e-14,-51.797,0,0,14.612,0,-15.388,0.48708,73.649
0,-64.147,0,0,18.097,0,-11.903,0.60322,56.973
0,-41.772,0,0,11.784,0,-18.216,0.39281,87.185
0,-47.93,0,0,13.521,0,-16.479,0.45072,78.871
0,-59.223,0,0,16.708,0,-13.292,0.55692,63.621
0,-42.057,0,0,11.865,0,-18.135,0.3955,86.8
-1.5868e-14,-77.459,0,0,21.852,0,-8.148,0.7284,38.999
0,-50.567,0,0,14.266,0,-15.734,0.47552,75.31
-1.5868e-14,-54.765,0,0,15.45,0,-14.55,0.51499,69.642
1.5868e-14,-37.139,0,0,10.477,0,-19.523,0.34925,93.441
0,-38.41,0,0,10.836,0,-19.164,0.3612,91.725
0,-39.65,0,0,11.186,0,-18.814,0.37286,90.051
0,-46.96,0,0,13.248,0,-16.752,0.44159,80.181
0,-54.318,0,0,15.324,0,-14.676,0.51079,70.245
-1.5868e-14,-47.442,0,0,13.384,0,-16.616,0.44613,79.53
0,-50.855,0,0,14.347,0,-15.653,0.47822,74.921
-1.5868e-14,-63.483,0,0,17.909,0,-12.091,0.59698,57.869
0,-50.049,0,0,14.119,0,-15.881,0.47064,76.01
0,-60.061,0,0,16.944,0,-13.056,0.5648,62.49
-1.5868e-14,-72.273,0,0,20.389,0,-9.611,0.67963,46.001
0,-40.055,0,0,11.3,0,-18.7,0.37666,89.504
1.5868e-14,-40.877,0,0,11.532,0,-18.468,0.3844,88.394
0,-57.497,0,0,16.221,0,-13.779,0.54069,65.952
1.5868e-14,-54.223,0,0,15.297,0,-14.703,0.5099,70.373
-1.5868e-14,-86.665,0,0,24.449,0,-5.5509,0.81497,26.568
