% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of non-biomass electricity,Rebound effect on electricity,CO2 Reduction (tonnes)
0,-72.314,0,0,20.4,0,-19.6,0.51001,93.809
1.5868e-14,-56.033,0,0,15.808,0,-24.192,0.39519,115.79
0,-68.525,0,0,19.332,0,-20.668,0.48329,98.924
0,-77.544,0,0,21.876,0,-18.124,0.5469,86.747
0,-57.762,0,0,16.295,0,-23.705,0.40738,113.46
0,-68.629,0,0,19.361,0,-20.639,0.48402,98.785
0,-66.977,0,0,18.895,0,-21.105,0.47238,101.01
0,-67.384,0,0,19.01,0,-20.99,0.47524,100.47
-1.5868e-14,-86.603,0,0,24.432,0,-15.568,0.61079,74.515
0,-54.343,0,0,15.331,0,-24.669,0.38327,118.07
0,-56.937,0,0,16.062,0,-23.938,0.40156,114.57
0,-64.783,0,0,18.276,0,-21.724,0.4569,103.98
-1.5868e-14,-62.832,0,0,17.726,0,-22.274,0.44314,106.61
0,-78.888,0,0,22.255,0,-17.745,0.55638,84.932
0,-59.813,0,0,16.874,0,-23.126,0.42185,110.69
0,-71.093,0,0,20.056,0,-19.944,0.5014,95.457
1.5868e-14,-75.406,0,0,21.273,0,-18.727,0.53182,89.633
-1.5868e-14,-55.769,0,0,15.733,0,-24.267,0.39333,116.15
-1.5868e-14,-78.215,0,0,22.065,0,-17.935,0.55163,85.841
-1.5868e-14,-61.865,0,0,17.453,0,-22.547,0.43632,107.92
-1.5868e-14,-63.772,0,0,17.991,0,-22.009,0.44977,105.34
0,-80.455,0,0,22.697,0,-17.303,0.56743,82.816
0,-66.876,0,0,18.866,0,-21.134,0.47166,101.15
0,-56.315,0,0,15.887,0,-24.113,0.39717,115.41
0,-63.346,0,0,17.871,0,-22.129,0.44676,105.92
0,-64.298,0,0,18.139,0,-21.861,0.45348,104.63
0,-133.32,0,0,37.61,0,-2.3902,0.94024,11.44
0,-52.543,0,0,14.823,0,-25.177,0.37057,120.51
-1.5868e-14,-71.829,0,0,20.264,0,-19.736,0.50659,94.464
-1.5868e-14,-81.313,0,0,22.939,0,-17.061,0.57349,81.657
-1.5868e-14,-51.495,0,0,14.527,0,-25.473,0.36318,121.92
0,-70.276,0,0,19.826,0,-20.174,0.49564,96.56
1.5868e-14,-77.662,0,0,21.909,0,-18.091,0.54773,86.588
0,-69.229,0,0,19.53,0,-20.47,0.48826,97.974
0,-77.6,0,0,21.892,0,-18.108,0.54729,86.671
0,-60.793,0,0,17.15,0,-22.85,0.42876,109.37
-1.5868e-14,-59.656,0,0,16.83,0,-23.17,0.42074,110.9
0,-57.828,0,0,16.314,0,-23.686,0.40785,113.37
-1.5868e-14,-91.632,0,0,25.85,0,-14.15,0.64626,67.725
-1.5868e-14,-68.333,0,0,19.277,0,-20.723,0.48194,99.184
0,-75.502,0,0,21.3,0,-18.7,0.5325,89.504
0,-63.503,0,0,17.915,0,-22.085,0.44787,105.71
-1.5868e-14,-60.26,0,0,17,0,-23,0.425,110.08
-1.5868e-14,-52.059,0,0,14.687,0,-25.313,0.36716,121.16
-1.5868e-14,-65.246,0,0,18.407,0,-21.593,0.46016,103.35
0,-72.53,0,0,20.462,0,-19.538,0.51154,93.517
0,-74.126,0,0,20.912,0,-19.088,0.52279,91.362
-1.5868e-14,-72.482,0,0,20.448,0,-19.552,0.5112,93.582
0,-65.347,0,0,18.435,0,-21.565,0.46088,103.22
0,-61.859,0,0,17.451,0,-22.549,0.43628,107.93
-1.5868e-14,-71.795,0,0,20.254,0,-19.746,0.50635,94.509
-1.5868e-14,-64.99,0,0,18.334,0,-21.666,0.45836,103.7
-1.5868e-14,-113.74,0,0,32.089,0,-7.9113,0.80222,37.866
-1.5868e-14,-60.946,0,0,17.194,0,-22.806,0.42984,109.16
-1.5868e-14,-71.76,0,0,20.244,0,-19.756,0.50611,94.557
0,-55.784,0,0,15.737,0,-24.263,0.39343,116.13
-1.5868e-14,-68.125,0,0,19.219,0,-20.781,0.48047,99.464
0,-65.888,0,0,18.588,0,-21.412,0.46469,102.49
0,-73.583,0,0,20.759,0,-19.241,0.51897,92.095
0,-51.433,0,0,14.51,0,-25.49,0.36275,122
0,-92.184,0,0,26.006,0,-13.994,0.65015,66.979
-1.5868e-14,-55.764,0,0,15.732,0,-24.268,0.39329,116.16
0,-81.703,0,0,23.049,0,-16.951,0.57623,81.131
0,-67.428,0,0,19.022,0,-20.978,0.47555,100.41
0,-77.447,0,0,21.849,0,-18.151,0.54622,86.877
0,-59.71,0,0,16.845,0,-23.155,0.42112,110.83
