% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of non-biomass electricity,Rebound effect on electricity,CO2 Reduction (tonnes)
0,-126.55,0,0,35.701,0,-34.299,0.51001,164.17
1.5868e-14,-98.058,0,0,27.663,0,-42.337,0.39519,202.64
0,-119.92,0,0,33.831,0,-36.169,0.48329,173.12
0,-135.7,0,0,38.283,0,-31.717,0.5469,151.81
0,-101.08,0,0,28.517,0,-41.483,0.40738,198.55
0,-120.1,0,0,33.882,0,-36.118,0.48402,172.87
0,-117.21,0,0,33.066,0,-36.934,0.47238,176.78
0,-117.92,0,0,33.267,0,-36.733,0.47524,175.81
-1.5868e-14,-151.56,0,0,42.755,0,-27.245,0.61079,130.4
0,-95.099,0,0,26.829,0,-43.171,0.38327,206.63
0,-99.639,0,0,28.109,0,-41.891,0.40156,200.5
0,-113.37,0,0,31.983,0,-38.017,0.4569,181.96
-1.5868e-14,-109.96,0,0,31.02,0,-38.98,0.44314,186.57
0,-138.05,0,0,38.946,0,-31.054,0.55638,148.63
0,-104.67,0,0,29.529,0,-40.471,0.42185,193.7
0,-124.41,0,0,35.098,0,-34.902,0.5014,167.05
1.5868e-14,-131.96,0,0,37.228,0,-32.772,0.53182,156.86
-1.5868e-14,-97.596,0,0,27.533,0,-42.467,0.39333,203.26
-1.5868e-14,-136.88,0,0,38.614,0,-31.386,0.55163,150.22
-1.5868e-14,-108.26,0,0,30.542,0,-39.458,0.43632,188.86
-1.5868e-14,-111.6,0,0,31.484,0,-38.516,0.44977,184.35
0,-140.8,0,0,39.72,0,-30.28,0.56743,144.93
0,-117.03,0,0,33.016,0,-36.984,0.47166,177.01
0,-98.551,0,0,27.802,0,-42.198,0.39717,201.97
0,-110.86,0,0,31.273,0,-38.727,0.44676,185.36
0,-112.52,0,0,31.743,0,-38.257,0.45348,183.11
0,-233.3,0,0,65.817,0,-4.1829,0.94024,20.021
0,-91.95,0,0,25.94,0,-44.06,0.37057,210.88
-1.5868e-14,-125.7,0,0,35.461,0,-34.539,0.50659,165.31
-1.5868e-14,-142.3,0,0,40.144,0,-29.856,0.57349,142.9
-1.5868e-14,-90.117,0,0,25.423,0,-44.577,0.36318,213.36
0,-122.98,0,0,34.695,0,-35.305,0.49564,168.98
1.5868e-14,-135.91,0,0,38.341,0,-31.659,0.54773,151.53
0,-121.15,0,0,34.178,0,-35.822,0.48826,171.45
0,-135.8,0,0,38.311,0,-31.689,0.54729,151.67
0,-106.39,0,0,30.013,0,-39.987,0.42876,191.39
-1.5868e-14,-104.4,0,0,29.452,0,-40.548,0.42074,194.08
0,-101.2,0,0,28.549,0,-41.451,0.40785,198.39
-1.5868e-14,-160.36,0,0,45.238,0,-24.762,0.64626,118.52
-1.5868e-14,-119.58,0,0,33.736,0,-36.264,0.48194,173.57
0,-132.13,0,0,37.275,0,-32.725,0.5325,156.63
0,-111.13,0,0,31.351,0,-38.649,0.44787,184.99
-1.5868e-14,-105.46,0,0,29.75,0,-40.25,0.425,192.65
-1.5868e-14,-91.104,0,0,25.701,0,-44.299,0.36716,212.03
-1.5868e-14,-114.18,0,0,32.211,0,-37.789,0.46016,180.87
0,-126.93,0,0,35.808,0,-34.192,0.51154,163.65
0,-129.72,0,0,36.595,0,-33.405,0.52279,159.88
-1.5868e-14,-126.84,0,0,35.784,0,-34.216,0.5112,163.77
0,-114.36,0,0,32.261,0,-37.739,0.46088,180.63
