% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of non-biomass electricity,Rebound effect on electricity,CO2 Reduction (tonnes)
0,-153.67,0,0,43.351,0,-41.649,0.51001,199.34
1.5868e-14,-119.07,0,0,33.591,0,-51.409,0.39519,246.06
0,-145.62,0,0,41.08,0,-43.92,0.48329,210.21
0,-164.78,0,0,46.487,0,-38.513,0.5469,184.34
0,-122.74,0,0,34.627,0,-50.373,0.40738,241.1
0,-145.84,0,0,41.142,0,-43.858,0.48402,209.92
0,-142.33,0,0,40.152,0,-44.848,0.47238,214.66
0,-143.19,0,0,40.396,0,-44.604,0.47524,213.49
-1.5868e-14,-184.03,0,0,51.917,0,-33.083,0.61079,158.34
0,-115.48,0,0,32.578,0,-52.422,0.38327,250.91
0,-120.99,0,0,34.133,0,-50.867,0.40156,243.47
0,-137.66,0,0,38.837,0,-46.163,0.4569,220.95
-1.5868e-14,-133.52,0,0,37.667,0,-47.333,0.44314,226.55
0,-167.64,0,0,47.292,0,-37.708,0.55638,180.48
0,-127.1,0,0,35.857,0,-49.143,0.42185,235.21
0,-151.07,0,0,42.619,0,-42.381,0.5014,202.85
1.5868e-14,-160.24,0,0,45.205,0,-39.795,0.53182,190.47
-1.5868e-14,-118.51,0,0,33.433,0,-51.567,0.39333,246.82
-1.5868e-14,-166.21,0,0,46.889,0,-38.111,0.55163,182.41
-1.5868e-14,-131.46,0,0,37.087,0,-47.913,0.43632,229.32
-1.5868e-14,-135.52,0,0,38.23,0,-46.77,0.44977,223.85
0,-170.97,0,0,48.232,0,-36.768,0.56743,175.98
0,-142.11,0,0,40.091,0,-44.909,0.47166,214.95
0,-119.67,0,0,33.76,0,-51.24,0.39717,245.25
0,-134.61,0,0,37.975,0,-47.025,0.44676,225.08
0,-136.63,0,0,38.546,0,-46.454,0.45348,222.34
0,-283.3,0,0,79.921,0,-5.0793,0.94024,24.311
