% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of non-biomass electricity,Rebound effect on electricity,CO2 Reduction (tonnes)
0,-171.74,0,0,48.451,0,-46.549,0.51001,222.8
1.5868e-14,-133.08,0,0,37.543,0,-57.457,0.39519,275.01
0,-162.75,0,0,45.913,0,-49.087,0.48329,234.95
0,-184.17,0,0,51.956,0,-43.044,0.5469,206.02
0,-137.18,0,0,38.701,0,-56.299,0.40738,269.46
0,-162.99,0,0,45.982,0,-49.018,0.48402,234.61
0,-159.07,0,0,44.876,0,-50.124,0.47238,239.91
0,-160.04,0,0,45.148,0,-49.852,0.47524,238.61
-1.5868e-14,-205.68,0,0,58.025,0,-36.975,0.61079,176.97
0,-129.06,0,0,36.41,0,-58.59,0.38327,280.43
0,-135.22,0,0,38.148,0,-56.852,0.40156,272.11
0,-153.86,0,0,43.406,0,-51.594,0.4569,246.95
-1.5868e-14,-149.23,0,0,42.098,0,-52.902,0.44314,253.2
0,-187.36,0,0,52.856,0,-42.144,0.55638,201.71
0,-142.06,0,0,40.076,0,-54.924,0.42185,262.88
0,-168.85,0,0,47.633,0,-47.367,0.5014,226.71
1.5868e-14,-179.09,0,0,50.523,0,-44.477,0.53182,212.88
-1.5868e-14,-132.45,0,0,37.366,0,-57.634,0.39333,275.85
-1.5868e-14,-185.76,0,0,52.405,0,-42.595,0.55163,203.87
-1.5868e-14,-146.93,0,0,41.45,0,-53.55,0.43632,256.3
-1.5868e-14,-151.46,0,0,42.728,0,-52.272,0.44977,250.19
0,-191.08,0,0,53.906,0,-41.094,0.56743,196.69
0,-158.83,0,0,44.808,0,-50.192,0.47166,240.23
0,-133.75,0,0,37.732,0,-57.268,0.39717,274.1
0,-150.45,0,0,42.443,0,-52.557,0.44676,251.56
0,-152.71,0,0,43.08,0,-51.92,0.45348,248.5
0,-316.62,0,0,89.323,0,-5.6768,0.94024,27.171
0,-124.79,0,0,35.204,0,-59.796,0.37057,286.2
-1.5868e-14,-170.59,0,0,48.126,0,-46.874,0.50659,224.35
-1.5868e-14,-193.12,0,0,54.481,0,-40.519,0.57349,193.94
-1.5868e-14,-122.3,0,0,34.502,0,-60.498,0.36318,289.56
0,-166.91,0,0,47.086,0,-47.914,0.49564,229.33
1.5868e-14,-184.45,0,0,52.034,0,-42.966,0.54773,205.65
0,-164.42,0,0,46.385,0,-48.615,0.48826,232.69
0,-184.3,0,0,51.993,0,-43.007,0.54729,205.84
0,-144.38,0,0,40.732,0,-54.268,0.42876,259.74
-1.5868e-14,-141.68,0,0,39.97,0,-55.03,0.42074,263.39
0,-137.34,0,0,38.746,0,-56.254,0.40785,269.25
-1.5868e-14,-217.62,0,0,61.394,0,-33.606,0.64626,160.85
-1.5868e-14,-162.29,0,0,45.784,0,-49.216,0.48194,235.56
0,-179.32,0,0,50.587,0,-44.413,0.5325,212.57
0,-150.82,0,0,42.548,0,-52.452,0.44787,251.05
-1.5868e-14,-143.12,0,0,40.375,0,-54.625,0.425,261.45
-1.5868e-14,-123.64,0,0,34.88,0,-60.12,0.36716,287.75
-1.5868e-14,-154.96,0,0,43.716,0,-51.284,0.46016,245.46
0,-172.26,0,0,48.596,0,-46.404,0.51154,222.1
0,-176.05,0,0,49.665,0,-45.335,0.52279,216.99
-1.5868e-14,-172.14,0,0,48.564,0,-46.436,0.5112,222.26
0,-155.2,0,0,43.783,0,-51.217,0.46088,245.14
0,-146.91,0,0,41.446,0,-53.554,0.43628,256.32
-1.5868e-14,-170.51,0,0,48.104,0,-46.896,0.50635,224.46
-1.5868e-14,-154.35,0,0,43.544,0,-51.456,0.45836,246.28
-1.5868e-14,-270.14,0,0,76.211,0,-18.789,0.80222,89.932
-1.5868e-14,-144.75,0,0,40.835,0,-54.165,0.42984,259.25
-1.5868e-14,-170.43,0,0,48.08,0,-46.92,0.50611,224.57
0,-132.49,0,0,37.376,0,-57.624,0.39343,275.81
-1.5868e-14,-161.8,0,0,45.645,0,-49.355,0.48047,236.23
0,-156.48,0,0,44.146,0,-50.854,0.46469,243.4
0,-174.76,0,0,49.302,0,-45.698,0.51897,218.73
0,-122.15,0,0,34.461,0,-60.539,0.36275,289.76
0,-218.94,0,0,61.765,0,-33.235,0.65015,159.07
-1.5868e-14,-132.44,0,0,37.363,0,-57.637,0.39329,275.87
0,-194.04,0,0,54.742,0,-40.258,0.57623,192.69
0,-160.14,0,0,45.177,0,-49.823,0.47555,238.47
0,-183.94,0,0,51.891,0,-43.109,0.54622,206.33
0,-141.81,0,0,40.006,0,-54.994,0.42112,263.22
-1.5868e-14,-188,0,0,53.037,0,-41.963,0.55828,200.85
0,-115.23,0,0,32.507,0,-62.493,0.34218,299.11
0,-151.19,0,0,42.654,0,-52.346,0.44898,250.55
0,-150.16,0,0,42.362,0,-52.638,0.44592,251.94
