% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-90.59,3.1412e-14,0,52.134,0,0,-42.866,0.54878,1.7255e+07
-98.566,3.1412e-14,0,56.725,0,0,-38.275,0.5971,1.5407e+07
-128.39,1.5706e-14,0,73.889,0,0,-21.111,0.77778,8.4982e+06
-110.88,3.1412e-14,0,63.812,0,0,-31.188,0.67171,1.2555e+07
-111.03,1.5706e-14,0,63.899,1.1869e-14,0,-31.101,0.67262,1.252e+07
-116.68,1.5706e-14,0,67.148,1.1869e-14,0,-27.852,0.70682,1.1212e+07
-95.81,3.1412e-14,0,55.139,0,0,-39.861,0.58041,1.6046e+07
-110.88,1.5706e-14,0,63.812,0,0,-31.188,0.6717,1.2555e+07
-104.55,1.5706e-14,0,60.171,0,0,-34.829,0.63338,1.402e+07
-118.74,3.1412e-14,0,68.338,0,0,-26.662,0.71934,1.0733e+07
-109.09,0,0,62.783,0,0,-32.217,0.66087,1.2969e+07
-115.39,1.5706e-14,0,66.409,0,0,-28.591,0.69904,1.1509e+07
-108.24,3.1412e-14,0,62.294,0,0,-32.706,0.65572,1.3166e+07
-115.12,3.1412e-14,0,66.249,0,0,-28.751,0.69736,1.1574e+07
-107.79,1.5706e-14,0,62.03,1.1869e-14,0,-32.97,0.65295,1.3272e+07
-105.56,3.1412e-14,0,60.751,0,0,-34.249,0.63948,1.3787e+07
-112.9,1.5706e-14,0,64.975,0,0,-30.025,0.68395,1.2086e+07
-102.59,3.1412e-14,0,59.041,0,0,-35.959,0.62148,1.4475e+07
-91.354,4.7118e-14,0,52.574,0,0,-42.426,0.55341,1.7078e+07
-110.96,3.1412e-14,0,63.857,0,0,-31.143,0.67218,1.2537e+07
-89.368,1.5706e-14,0,51.431,0,0,-43.569,0.54138,1.7538e+07
-99.691,1.5706e-14,0,57.372,1.1869e-14,0,-37.628,0.60392,1.5147e+07
-110.81,3.1412e-14,0,63.769,0,0,-31.231,0.67125,1.2572e+07
-111.76,1.5706e-14,0,64.317,0,0,-30.683,0.67702,1.2351e+07
-107.66,1.5706e-14,0,61.961,0,0,-33.039,0.65222,1.33e+07
-109.17,3.1412e-14,0,62.828,0,0,-32.172,0.66135,1.2951e+07
-91.434,1.5706e-14,0,52.62,1.1869e-14,0,-42.38,0.5539,1.706e+07
-103.53,1.5706e-14,0,59.581,0,0,-35.419,0.62717,1.4258e+07
-96.823,3.1412e-14,0,55.722,0,0,-39.278,0.58655,1.5811e+07
-112.2,1.5706e-14,0,64.571,0,0,-30.429,0.67969,1.2249e+07
-113.73,1.5706e-14,0,65.453,0,0,-29.547,0.68897,1.1894e+07
-99.687,1.5706e-14,0,57.37,0,0,-37.63,0.60389,1.5148e+07
-123.05,1.5706e-14,0,70.817,0,0,-24.183,0.74545,9.7346e+06
-102.98,1.5706e-14,0,59.265,1.1869e-14,0,-35.735,0.62384,1.4385e+07
-116.49,3.1412e-14,0,67.039,0,0,-27.961,0.70567,1.1256e+07
-108.51,1.5706e-14,0,62.449,0,0,-32.551,0.65736,1.3103e+07
-120.06,1.5706e-14,0,69.092,0,0,-25.908,0.72728,1.0429e+07
-116.91,3.1412e-14,0,67.283,0,0,-27.717,0.70824,1.1157e+07
-113.01,1.5706e-14,0,65.038,0,0,-29.962,0.68461,1.2061e+07
-103.02,3.1412e-14,0,59.289,0,0,-35.711,0.62409,1.4375e+07
-109.03,1.5706e-14,0,62.749,0,0,-32.251,0.66052,1.2982e+07
-112.94,1.5706e-14,0,64.998,0,0,-30.002,0.68419,1.2077e+07
-119.81,1.5706e-14,0,68.952,0,0,-26.048,0.72581,1.0486e+07
-110.62,0,0,63.662,0,0,-31.338,0.67013,1.2615e+07
-101.89,1.5706e-14,0,58.636,0,0,-36.364,0.61722,1.4638e+07
-94.572,1.5706e-14,0,54.426,0,0,-40.574,0.5729,1.6333e+07
-101.18,1.5706e-14,0,58.229,0,0,-36.771,0.61294,1.4802e+07
-95.361,1.5706e-14,0,54.88,1.1869e-14,0,-40.12,0.57769,1.615e+07
-134.87,1.5706e-14,0,77.616,0,0,-17.384,0.81701,6.9978e+06
-101.76,3.1412e-14,0,58.561,1.1869e-14,0,-36.439,0.61643,1.4668e+07
-99.493,1.5706e-14,0,57.258,0,0,-37.742,0.60272,1.5193e+07
-99.286,1.5706e-14,0,57.139,0,0,-37.861,0.60146,1.5241e+07
-106.04,1.5706e-14,0,61.024,1.1869e-14,0,-33.976,0.64236,1.3677e+07
-99.691,1.5706e-14,0,57.372,0,0,-37.628,0.60392,1.5147e+07
-119.12,0,0,68.553,0,0,-26.447,0.72161,1.0646e+07
-110.15,3.1412e-14,0,63.392,0,0,-31.608,0.66728,1.2724e+07
-104.3,3.1412e-14,0,60.022,0,0,-34.978,0.63181,1.408e+07
-101.66,1.5706e-14,0,58.503,0,0,-36.497,0.61582,1.4692e+07
-100.08,0,0,57.596,0,0,-37.404,0.60627,1.5057e+07
-113.61,3.1412e-14,0,65.381,0,0,-29.619,0.68822,1.1923e+07
-105.6,1.5706e-14,0,60.774,1.1869e-14,0,-34.226,0.63972,1.3778e+07
-113.82,1.5706e-14,0,65.505,1.1869e-14,0,-29.495,0.68952,1.1873e+07
-119.2,4.7118e-14,0,68.6,0,0,-26.4,0.72211,1.0627e+07
-136.55,3.1412e-14,0,78.582,0,0,-16.418,0.82718,6.6088e+06
-123.27,3.1412e-14,0,70.943,0,0,-24.057,0.74677,9.684e+06
-109.32,1.5706e-14,0,62.916,0,0,-32.084,0.66227,1.2915e+07
-118.88,0,0,68.418,0,0,-26.582,0.72019,1.0701e+07
-111.69,1.5706e-14,0,64.28,0,0,-30.72,0.67663,1.2366e+07
-107.18,1.5706e-14,0,61.685,0,0,-33.315,0.64931,1.3411e+07
-115.88,1.5706e-14,0,66.688,0,0,-28.312,0.70198,1.1397e+07
-110.27,1.5706e-14,0,63.46,0,0,-31.54,0.668,1.2696e+07
-88.904,1.5706e-14,0,51.164,0,0,-43.836,0.53857,1.7646e+07
-114.4,1.5706e-14,0,65.835,1.1869e-14,0,-29.165,0.693,1.174e+07
-127.98,4.7118e-14,0,73.65,0,0,-21.35,0.77526,8.5943e+06
-133.22,1.5706e-14,0,76.671,0,0,-18.329,0.80706,7.3783e+06
-105.83,1.5706e-14,0,60.907,0,0,-34.093,0.64113,1.3724e+07
-112.22,1.5706e-14,0,64.583,1.1869e-14,0,-30.417,0.67982,1.2244e+07
-111.87,1.5706e-14,0,64.381,0,0,-30.619,0.6777,1.2325e+07
-88.229,1.5706e-14,0,50.776,1.1869e-14,0,-44.224,0.53448,1.7802e+07
-102.64,1.5706e-14,0,59.068,1.1869e-14,0,-35.932,0.62177,1.4464e+07
-110.08,3.1412e-14,0,63.349,0,0,-31.651,0.66683,1.2741e+07
