% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-76.286,3.1412e-14,0,43.903,0,0,-36.097,0.54878,1.4531e+07
-83.003,3.1412e-14,0,47.768,0,0,-32.232,0.5971,1.2975e+07
-108.12,1.5706e-14,0,62.222,0,0,-17.778,0.77778,7.1564e+06
-93.374,3.1412e-14,0,53.736,0,0,-26.264,0.67171,1.0572e+07
-93.501,1.5706e-14,0,53.81,1.1869e-14,0,-26.19,0.67262,1.0543e+07
-98.255,1.5706e-14,0,56.546,1.1869e-14,0,-23.454,0.70682,9.4415e+06
-80.682,3.1412e-14,0,46.433,0,0,-33.567,0.58041,1.3512e+07
-93.373,1.5706e-14,0,53.736,0,0,-26.264,0.6717,1.0572e+07
-88.046,1.5706e-14,0,50.67,0,0,-29.33,0.63338,1.1807e+07
-99.996,3.1412e-14,0,57.547,0,0,-22.453,0.71934,9.0382e+06
-91.868,0,0,52.87,0,0,-27.13,0.66087,1.0921e+07
-97.173,1.5706e-14,0,55.923,0,0,-24.077,0.69904,9.692e+06
-91.152,3.1412e-14,0,52.458,0,0,-27.542,0.65572,1.1087e+07
-96.939,3.1412e-14,0,55.788,0,0,-24.212,0.69736,9.7463e+06
-90.767,1.5706e-14,0,52.236,1.1869e-14,0,-27.764,0.65295,1.1176e+07
-88.894,3.1412e-14,0,51.159,0,0,-28.841,0.63948,1.161e+07
-95.076,1.5706e-14,0,54.716,0,0,-25.284,0.68395,1.0178e+07
-86.392,3.1412e-14,0,49.719,0,0,-30.281,0.62148,1.219e+07
-76.93,4.7118e-14,0,44.273,0,0,-35.727,0.55341,1.4382e+07
-93.439,3.1412e-14,0,53.774,0,0,-26.226,0.67218,1.0557e+07
-75.258,1.5706e-14,0,43.311,0,0,-36.689,0.54138,1.4769e+07
-83.95,1.5706e-14,0,48.313,1.1869e-14,0,-31.687,0.60392,1.2755e+07
-93.31,3.1412e-14,0,53.7,0,0,-26.3,0.67125,1.0587e+07
-94.112,1.5706e-14,0,54.162,0,0,-25.838,0.67702,1.0401e+07
-90.664,1.5706e-14,0,52.177,0,0,-27.823,0.65222,1.12e+07
-91.934,3.1412e-14,0,52.908,0,0,-27.092,0.66135,1.0906e+07
-76.997,1.5706e-14,0,44.312,1.1869e-14,0,-35.688,0.5539,1.4366e+07
-87.183,1.5706e-14,0,50.174,0,0,-29.826,0.62717,1.2006e+07
-81.536,3.1412e-14,0,46.924,0,0,-33.076,0.58655,1.3315e+07
-94.484,1.5706e-14,0,54.375,0,0,-25.625,0.67969,1.0315e+07
-95.774,1.5706e-14,0,55.118,0,0,-24.882,0.68897,1.0016e+07
-83.947,1.5706e-14,0,48.311,0,0,-31.689,0.60389,1.2756e+07
-103.62,1.5706e-14,0,59.636,0,0,-20.364,0.74545,8.1975e+06
-86.72,1.5706e-14,0,49.907,1.1869e-14,0,-30.093,0.62384,1.2114e+07
-98.095,3.1412e-14,0,56.454,0,0,-23.546,0.70567,9.4785e+06
