% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-33.375,3.1412e-14,0,19.207,0,0,-15.793,0.54878,6.3572e+06
-36.314,3.1412e-14,0,20.899,0,0,-14.101,0.5971,5.6764e+06
-47.302,1.5706e-14,0,27.222,0,0,-7.7778,0.77778,3.1309e+06
-40.851,3.1412e-14,0,23.51,0,0,-11.49,0.67171,4.6254e+06
-40.906,1.5706e-14,0,23.542,1.1869e-14,0,-11.458,0.67262,4.6125e+06
-42.986,1.5706e-14,0,24.739,1.1869e-14,0,-10.261,0.70682,4.1307e+06
-35.299,3.1412e-14,0,20.314,0,0,-14.686,0.58041,5.9117e+06
-40.851,1.5706e-14,0,23.51,0,0,-11.49,0.6717,4.6254e+06
-38.52,1.5706e-14,0,22.168,0,0,-12.832,0.63338,5.1653e+06
-43.748,3.1412e-14,0,25.177,0,0,-9.823,0.71934,3.9542e+06
-40.192,0,0,23.131,0,0,-11.869,0.66087,4.778e+06
-42.513,1.5706e-14,0,24.466,0,0,-10.534,0.69904,4.2402e+06
-39.879,3.1412e-14,0,22.95,0,0,-12.05,0.65572,4.8506e+06
-42.411,3.1412e-14,0,24.407,0,0,-10.593,0.69736,4.264e+06
-39.71,1.5706e-14,0,22.853,1.1869e-14,0,-12.147,0.65295,4.8896e+06
-38.891,3.1412e-14,0,22.382,0,0,-12.618,0.63948,5.0794e+06
-41.596,1.5706e-14,0,23.938,0,0,-11.062,0.68395,4.4529e+06
-37.797,3.1412e-14,0,21.752,0,0,-13.248,0.62148,5.333e+06
-33.657,4.7118e-14,0,19.369,0,0,-15.631,0.55341,6.292e+06
-40.88,3.1412e-14,0,23.526,0,0,-11.474,0.67218,4.6187e+06
-32.925,1.5706e-14,0,18.948,0,0,-16.052,0.54138,6.4615e+06
-36.728,1.5706e-14,0,21.137,1.1869e-14,0,-13.863,0.60392,5.5804e+06
-40.823,3.1412e-14,0,23.494,0,0,-11.506,0.67125,4.6318e+06
-41.174,1.5706e-14,0,23.696,0,0,-11.304,0.67702,4.5505e+06
-39.666,1.5706e-14,0,22.828,0,0,-12.172,0.65222,4.9e+06
-40.221,3.1412e-14,0,23.147,0,0,-11.853,0.66135,4.7713e+06
-33.686,1.5706e-14,0,19.386,1.1869e-14,0,-15.614,0.5539,6.2852e+06
-38.143,1.5706e-14,0,21.951,0,0,-13.049,0.62717,5.2528e+06
-35.672,3.1412e-14,0,20.529,0,0,-14.471,0.58655,5.8252e+06
-41.337,1.5706e-14,0,23.789,0,0,-11.211,0.67969,4.5128e+06
-41.901,1.5706e-14,0,24.114,0,0,-10.886,0.68897,4.3821e+06
-36.727,1.5706e-14,0,21.136,0,0,-13.864,0.60389,5.5808e+06
-45.336,1.5706e-14,0,26.091,0,0,-8.9094,0.74545,3.5864e+06
-37.94,1.5706e-14,0,21.834,1.1869e-14,0,-13.166,0.62384,5.2998e+06
-42.916,3.1412e-14,0,24.698,0,0,-10.302,0.70567,4.1468e+06
-39.978,1.5706e-14,0,23.007,0,0,-11.993,0.65736,4.8275e+06
-44.231,1.5706e-14,0,25.455,0,0,-9.5451,0.72728,3.8423e+06
-43.073,3.1412e-14,0,24.788,0,0,-10.212,0.70824,4.1106e+06
-41.636,1.5706e-14,0,23.961,0,0,-11.039,0.68461,4.4435e+06
-37.955,3.1412e-14,0,21.843,0,0,-13.157,0.62409,5.2962e+06
-40.171,1.5706e-14,0,23.118,0,0,-11.882,0.66052,4.783e+06
-41.61,1.5706e-14,0,23.947,0,0,-11.053,0.68419,4.4495e+06
-44.141,1.5706e-14,0,25.403,0,0,-9.5968,0.72581,3.8631e+06
-40.755,0,0,23.454,0,0,-11.546,0.67013,4.6476e+06
-37.537,1.5706e-14,0,21.603,0,0,-13.397,0.61722,5.393e+06
-34.842,1.5706e-14,0,20.052,0,0,-14.948,0.5729,6.0174e+06
-37.277,1.5706e-14,0,21.453,0,0,-13.547,0.61294,5.4534e+06
-35.133,1.5706e-14,0,20.219,1.1869e-14,0,-14.781,0.57769,5.95e+06
-49.688,1.5706e-14,0,28.595,0,0,-6.4046,0.81701,2.5782e+06
-37.489,3.1412e-14,0,21.575,1.1869e-14,0,-13.425,0.61643,5.4041e+06
-36.655,1.5706e-14,0,21.095,0,0,-13.905,0.60272,5.5973e+06
-36.579,1.5706e-14,0,21.051,0,0,-13.949,0.60146,5.615e+06
-39.066,1.5706e-14,0,22.483,1.1869e-14,0,-12.517,0.64236,5.0388e+06
-36.728,1.5706e-14,0,21.137,0,0,-13.863,0.60392,5.5804e+06
-43.886,0,0,25.256,0,0,-9.7437,0.72161,3.9223e+06
-40.582,3.1412e-14,0,23.355,0,0,-11.645,0.66728,4.6877e+06
-38.425,3.1412e-14,0,22.113,0,0,-12.887,0.63181,5.1875e+06
-37.452,1.5706e-14,0,21.554,0,0,-13.446,0.61582,5.4127e+06
-36.872,0,0,21.22,0,0,-13.78,0.60627,5.5473e+06
-41.855,3.1412e-14,0,24.088,0,0,-10.912,0.68822,4.3927e+06
-38.906,1.5706e-14,0,22.39,1.1869e-14,0,-12.61,0.63972,5.076e+06
-41.935,1.5706e-14,0,24.133,1.1869e-14,0,-10.867,0.68952,4.3743e+06
-43.916,4.7118e-14,0,25.274,0,0,-9.7263,0.72211,3.9153e+06
-50.307,3.1412e-14,0,28.951,0,0,-6.0486,0.82718,2.4348e+06
-45.416,3.1412e-14,0,26.137,0,0,-8.8631,0.74677,3.5678e+06
-40.277,1.5706e-14,0,23.179,0,0,-11.821,0.66227,4.7583e+06
-43.799,0,0,25.207,0,0,-9.7934,0.72019,3.9423e+06
