% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-66.75,3.1412e-14,0,38.415,0,0,-31.585,0.54878,1.2714e+07
-72.628,3.1412e-14,0,41.797,0,0,-28.203,0.5971,1.1353e+07
-94.604,1.5706e-14,0,54.444,0,0,-15.556,0.77778,6.2618e+06
-81.702,3.1412e-14,0,47.019,0,0,-22.981,0.67171,9.2507e+06
-81.813,1.5706e-14,0,47.083,1.1869e-14,0,-22.917,0.67262,9.225e+06
-85.973,1.5706e-14,0,49.477,1.1869e-14,0,-20.523,0.70682,8.2613e+06
-70.597,3.1412e-14,0,40.629,0,0,-29.371,0.58041,1.1823e+07
-81.701,1.5706e-14,0,47.019,0,0,-22.981,0.6717,9.2508e+06
-77.04,1.5706e-14,0,44.337,0,0,-25.663,0.63338,1.0331e+07
-87.496,3.1412e-14,0,50.354,0,0,-19.646,0.71934,7.9084e+06
-80.384,0,0,46.261,0,0,-23.739,0.66087,9.556e+06
-85.027,1.5706e-14,0,48.933,0,0,-21.067,0.69904,8.4805e+06
-79.758,3.1412e-14,0,45.901,0,0,-24.099,0.65572,9.7011e+06
-84.822,3.1412e-14,0,48.815,0,0,-21.185,0.69736,8.528e+06
-79.421,1.5706e-14,0,45.707,1.1869e-14,0,-24.293,0.65295,9.7792e+06
-77.782,3.1412e-14,0,44.764,0,0,-25.236,0.63948,1.0159e+07
-83.191,1.5706e-14,0,47.877,0,0,-22.123,0.68395,8.9057e+06
-75.593,3.1412e-14,0,43.504,0,0,-26.496,0.62148,1.0666e+07
-67.314,4.7118e-14,0,38.739,0,0,-31.261,0.55341,1.2584e+07
-81.759,3.1412e-14,0,47.052,0,0,-22.948,0.67218,9.2375e+06
-65.85,1.5706e-14,0,37.897,0,0,-32.103,0.54138,1.2923e+07
-73.457,1.5706e-14,0,42.274,1.1869e-14,0,-27.726,0.60392,1.1161e+07
-81.647,3.1412e-14,0,46.988,0,0,-23.012,0.67125,9.2636e+06
-82.348,1.5706e-14,0,47.391,0,0,-22.609,0.67702,9.101e+06
-79.331,1.5706e-14,0,45.655,0,0,-24.345,0.65222,9.7999e+06
-80.442,3.1412e-14,0,46.294,0,0,-23.706,0.66135,9.5426e+06
-67.372,1.5706e-14,0,38.773,1.1869e-14,0,-31.227,0.5539,1.257e+07
-76.285,1.5706e-14,0,43.902,0,0,-26.098,0.62717,1.0506e+07
-71.344,3.1412e-14,0,41.058,0,0,-28.942,0.58655,1.165e+07
-82.673,1.5706e-14,0,47.579,0,0,-22.421,0.67969,9.0257e+06
-83.802,1.5706e-14,0,48.228,0,0,-21.772,0.68897,8.7641e+06
-73.453,1.5706e-14,0,42.272,0,0,-27.728,0.60389,1.1162e+07
-90.671,1.5706e-14,0,52.181,0,0,-17.819,0.74545,7.1729e+06
-75.88,1.5706e-14,0,43.669,1.1869e-14,0,-26.331,0.62384,1.06e+07
-85.833,3.1412e-14,0,49.397,0,0,-20.603,0.70567,8.2937e+06
-79.957,1.5706e-14,0,46.015,0,0,-23.985,0.65736,9.6551e+06
-88.462,1.5706e-14,0,50.91,0,0,-19.09,0.72728,7.6847e+06
-86.145,3.1412e-14,0,49.577,0,0,-20.423,0.70824,8.2213e+06
-83.272,1.5706e-14,0,47.923,0,0,-22.077,0.68461,8.887e+06
-75.91,3.1412e-14,0,43.686,0,0,-26.314,0.62409,1.0592e+07
-80.341,1.5706e-14,0,46.236,0,0,-23.764,0.66052,9.5659e+06
-83.22,1.5706e-14,0,47.893,0,0,-22.107,0.68419,8.8989e+06
-88.282,1.5706e-14,0,50.806,0,0,-19.194,0.72581,7.7263e+06
-81.51,0,0,46.909,0,0,-23.091,0.67013,9.2953e+06
-75.075,1.5706e-14,0,43.206,0,0,-26.794,0.61722,1.0786e+07
-69.684,1.5706e-14,0,40.103,0,0,-29.897,0.5729,1.2035e+07
-74.553,1.5706e-14,0,42.905,0,0,-27.095,0.61294,1.0907e+07
-70.266,1.5706e-14,0,40.438,1.1869e-14,0,-29.562,0.57769,1.19e+07
-99.376,1.5706e-14,0,57.191,0,0,-12.809,0.81701,5.1563e+06
-74.979,3.1412e-14,0,43.15,1.1869e-14,0,-26.85,0.61643,1.0808e+07
-73.311,1.5706e-14,0,42.19,0,0,-27.81,0.60272,1.1195e+07
-73.158,1.5706e-14,0,42.103,0,0,-27.897,0.60146,1.123e+07
-78.133,1.5706e-14,0,44.965,1.1869e-14,0,-25.035,0.64236,1.0078e+07
-73.457,1.5706e-14,0,42.274,0,0,-27.726,0.60392,1.1161e+07
-87.772,0,0,50.513,0,0,-19.487,0.72161,7.8446e+06
-81.164,3.1412e-14,0,46.71,0,0,-23.29,0.66728,9.3753e+06
-76.849,3.1412e-14,0,44.227,0,0,-25.773,0.63181,1.0375e+07
-74.905,1.5706e-14,0,43.108,0,0,-26.892,0.61582,1.0825e+07
-73.743,0,0,42.439,0,0,-27.561,0.60627,1.1095e+07
-83.71,3.1412e-14,0,48.175,0,0,-21.825,0.68822,8.7854e+06
-77.812,1.5706e-14,0,44.781,1.1869e-14,0,-25.219,0.63972,1.0152e+07
-83.869,1.5706e-14,0,48.267,1.1869e-14,0,-21.733,0.68952,8.7486e+06
-87.832,4.7118e-14,0,50.547,0,0,-19.453,0.72211,7.8306e+06
-100.61,3.1412e-14,0,57.903,0,0,-12.097,0.82718,4.8696e+06
-90.832,3.1412e-14,0,52.274,0,0,-17.726,0.74677,7.1356e+06
-80.554,1.5706e-14,0,46.359,0,0,-23.641,0.66227,9.5166e+06
-87.599,0,0,50.413,0,0,-19.587,0.72019,7.8846e+06
-82.301,1.5706e-14,0,47.364,0,0,-22.636,0.67663,9.112e+06
-78.978,1.5706e-14,0,45.452,0,0,-24.548,0.64931,9.8817e+06
-85.385,1.5706e-14,0,49.139,0,0,-20.861,0.70198,8.3976e+06
-81.252,1.5706e-14,0,46.76,0,0,-23.24,0.668,9.3551e+06
-65.508,1.5706e-14,0,37.7,0,0,-32.3,0.53857,1.3002e+07
-84.292,1.5706e-14,0,48.51,1.1869e-14,0,-21.49,0.693,8.6508e+06
-94.298,4.7118e-14,0,54.269,0,0,-15.731,0.77526,6.3326e+06
-98.166,1.5706e-14,0,56.494,0,0,-13.506,0.80706,5.4366e+06
-77.983,1.5706e-14,0,44.879,0,0,-25.121,0.64113,1.0112e+07
-82.689,1.5706e-14,0,47.587,1.1869e-14,0,-22.413,0.67982,9.0221e+06
-82.431,1.5706e-14,0,47.439,0,0,-22.561,0.6777,9.0818e+06
-65.011,1.5706e-14,0,37.414,1.1869e-14,0,-32.586,0.53448,1.3117e+07
-75.628,1.5706e-14,0,43.524,1.1869e-14,0,-26.476,0.62177,1.0658e+07
-81.109,3.1412e-14,0,46.678,0,0,-23.322,0.66683,9.3882e+06
-73.42,0,0,42.253,0,0,-27.747,0.60362,1.1169e+07
-79.899,1.5706e-14,0,45.982,1.1869e-14,0,-24.018,0.65688,9.6685e+06
-97.182,1.5706e-14,0,55.928,0,0,-14.072,0.79897,5.6646e+06
-90.024,3.1412e-14,0,51.809,1.1869e-14,0,-18.191,0.74012,7.3228e+06
-72.235,1.5706e-14,0,41.571,0,0,-28.429,0.59387,1.1444e+07
-74.115,4.7118e-14,0,42.653,0,0,-27.347,0.60933,1.1008e+07
-72.194,6.2824e-14,0,41.548,0,0,-28.452,0.59354,1.1453e+07
-80.332,1.5706e-14,0,46.231,1.1869e-14,0,-23.769,0.66044,9.5681e+06
-91.016,3.1412e-14,0,52.38,1.1869e-14,0,-17.62,0.74828,7.0929e+06
-71.759,1.5706e-14,0,41.297,1.1869e-14,0,-28.703,0.58996,1.1554e+07
-92.805,1.5706e-14,0,53.41,0,0,-16.59,0.76299,6.6784e+06
-68.925,1.5706e-14,0,39.666,0,0,-30.334,0.56666,1.2211e+07
-81.484,3.1412e-14,0,46.894,0,0,-23.106,0.66991,9.3012e+06
-96.948,1.5706e-14,0,55.794,0,0,-14.206,0.79705,5.7187e+06
-75.954,1.5706e-14,0,43.712,0,0,-26.288,0.62445,1.0582e+07
-79.236,1.5706e-14,0,45.6,1.1869e-14,0,-24.4,0.65143,9.8221e+06
-77.892,3.1412e-14,0,44.827,0,0,-25.173,0.64038,1.0133e+07
-70.727,1.5706e-14,0,40.703,0,0,-29.297,0.58147,1.1793e+07
-67.062,0,0,38.594,0,0,-31.406,0.55135,1.2642e+07
-80.694,3.1412e-14,0,46.44,0,0,-23.56,0.66342,9.4841e+06
-78.095,4.7118e-14,0,44.943,0,0,-25.057,0.64205,1.0086e+07
-78.892,3.1412e-14,0,45.402,0,0,-24.598,0.6486,9.9018e+06
-84.725,1.5706e-14,0,48.759,0,0,-21.241,0.69656,8.5504e+06
-91.785,1.5706e-14,0,52.822,0,0,-17.178,0.7546,6.9149e+06
-70.752,1.5706e-14,0,40.718,0,0,-29.282,0.58168,1.1787e+07
-68.816,1.5706e-14,0,39.604,0,0,-30.396,0.56576,1.2236e+07
-100.87,3.1412e-14,0,58.053,1.1869e-14,0,-11.947,0.82932,4.8093e+06
-82.366,1.5706e-14,0,47.402,1.1869e-14,0,-22.598,0.67717,9.0969e+06
-84.785,3.1412e-14,0,48.794,1.1869e-14,0,-21.206,0.69706,8.5364e+06
-94.65,3.1412e-14,0,54.471,0,0,-15.529,0.77815,6.2512e+06
-96.088,3.1412e-14,0,55.298,0,0,-14.702,0.78998,5.918e+06
-78.229,0,0,45.021,0,0,-24.979,0.64315,1.0055e+07
-80.633,1.5706e-14,0,46.404,0,0,-23.596,0.66292,9.4984e+06
-72.547,4.7118e-14,0,41.751,0,0,-28.249,0.59644,1.1372e+07
-76.368,3.1412e-14,0,43.95,0,0,-26.05,0.62786,1.0486e+07
-64.623,0,0,37.19,0,0,-32.81,0.53129,1.3207e+07
-82.819,3.1412e-14,0,47.662,0,0,-22.338,0.68089,8.9919e+06
-63.593,1.5706e-14,0,36.598,1.1869e-14,0,-33.402,0.52283,1.3446e+07
-80.63,0,0,46.403,0,0,-23.597,0.6629,9.499e+06
-81.655,0,0,46.992,0,0,-23.008,0.67132,9.2616e+06
-75.723,3.1412e-14,0,43.579,0,0,-26.421,0.62255,1.0636e+07
-70.075,3.1412e-14,0,40.328,0,0,-29.672,0.57612,1.1944e+07
-69.93,0,0,40.245,0,0,-29.755,0.57493,1.1978e+07
-83.209,1.5706e-14,0,47.887,0,0,-22.113,0.68409,8.9017e+06
-63.049,3.1412e-14,0,36.285,0,0,-33.715,0.51835,1.3572e+07
-73.554,1.5706e-14,0,42.33,1.1869e-14,0,-27.67,0.60472,1.1138e+07
-66.138,1.5706e-14,0,38.062,0,0,-31.938,0.54375,1.2856e+07
-82.014,3.1412e-14,0,47.199,0,0,-22.801,0.67427,9.1785e+06
-82.143,1.5706e-14,0,47.273,1.1869e-14,0,-22.727,0.67534,9.1485e+06
-67.785,1.5706e-14,0,39.01,0,0,-30.99,0.55729,1.2475e+07
-96.794,1.5706e-14,0,55.705,0,0,-14.295,0.79579,5.7543e+06
-75.701,1.5706e-14,0,43.566,0,0,-26.434,0.62237,1.0641e+07
-97.325,0,0,56.011,0,0,-13.989,0.80015,5.6314e+06
-76.105,1.5706e-14,0,43.798,0,0,-26.202,0.62569,1.0547e+07
-78.307,3.1412e-14,0,45.066,0,0,-24.934,0.6438,1.0037e+07
-101.72,1.5706e-14,0,58.542,1.1869e-14,0,-11.458,0.83631,4.6126e+06
-88.7,1.5706e-14,0,51.047,0,0,-18.953,0.72924,7.6295e+06
-99.753,3.1412e-14,0,57.408,0,0,-12.592,0.82011,5.0689e+06
-81.626,1.5706e-14,0,46.976,0,0,-23.024,0.67108,9.2683e+06
-79.541,3.1412e-14,0,45.776,0,0,-24.224,0.65394,9.7514e+06
-83.205,1.5706e-14,0,47.884,0,0,-22.116,0.68406,8.9025e+06
-81.076,3.1412e-14,0,46.659,0,0,-23.341,0.66656,9.3958e+06
-79.568,3.1412e-14,0,45.791,1.1869e-14,0,-24.209,0.65416,9.7452e+06
-73.961,1.5706e-14,0,42.565,0,0,-27.435,0.60807,1.1044e+07
-87.92,1.5706e-14,0,50.598,0,0,-19.402,0.72283,7.8102e+06
-78.295,3.1412e-14,0,45.059,0,0,-24.941,0.6437,1.004e+07
-71.298,0,0,41.032,0,0,-28.968,0.58617,1.1661e+07
-84.392,1.5706e-14,0,48.568,0,0,-21.432,0.69382,8.6275e+06
-94.11,3.1412e-14,0,54.16,0,0,-15.84,0.77372,6.3762e+06
-69.187,3.1412e-14,0,39.817,0,0,-30.183,0.56882,1.215e+07
-79.507,3.1412e-14,0,45.757,0,0,-24.243,0.65366,9.7591e+06
-66.878,0,0,38.488,0,0,-31.512,0.54983,1.2685e+07
-74.827,0,0,43.063,0,0,-26.937,0.61519,1.0843e+07
-78.018,1.5706e-14,0,44.899,0,0,-25.101,0.64142,1.0104e+07
-88.476,1.5706e-14,0,50.918,0,0,-19.082,0.7274,7.6815e+06
-76.698,1.5706e-14,0,44.14,0,0,-25.86,0.63057,1.041e+07
-87.294,0,0,50.238,0,0,-19.762,0.71768,7.9552e+06
-93.399,3.1412e-14,0,53.751,0,0,-16.249,0.76787,6.5409e+06
-72.599,1.5706e-14,0,41.781,1.1869e-14,0,-28.219,0.59687,1.136e+07
-102.28,1.5706e-14,0,58.863,0,0,-11.137,0.84089,4.4833e+06
-98.278,3.1412e-14,0,56.559,0,0,-13.441,0.80799,5.4106e+06
-74.38,0,0,42.806,0,0,-27.194,0.61151,1.0947e+07
-75.854,0,0,43.654,0,0,-26.346,0.62363,1.0606e+07
-79.196,1.5706e-14,0,45.578,0,0,-24.422,0.65111,9.8312e+06
-82.074,1.5706e-14,0,47.233,0,0,-22.767,0.67476,9.1646e+06
-81.863,3.1412e-14,0,47.112,0,0,-22.888,0.67303,9.2134e+06
-70.722,1.5706e-14,0,40.701,1.1869e-14,0,-29.299,0.58144,1.1794e+07
-81.574,1.5706e-14,0,46.946,0,0,-23.054,0.67065,9.2804e+06
-73.54,3.1412e-14,0,42.323,0,0,-27.677,0.60461,1.1141e+07
-98.64,3.1412e-14,0,56.767,2.3739e-14,0,-13.233,0.81096,5.3267e+06
-68.696,0,0,39.534,0,0,-30.466,0.56478,1.2264e+07
-76.717,1.5706e-14,0,44.151,1.1869e-14,0,-25.849,0.63073,1.0405e+07
-82.437,3.1412e-14,0,47.442,0,0,-22.558,0.67775,9.0805e+06
-81.254,3.1412e-14,0,46.762,1.1869e-14,0,-23.238,0.66802,9.3545e+06
-88.809,3.1412e-14,0,51.11,0,0,-18.89,0.73014,7.6041e+06
-62.953,1.5706e-14,0,36.229,0,0,-33.771,0.51756,1.3594e+07
-77.009,3.1412e-14,0,44.319,0,0,-25.681,0.63312,1.0338e+07
-85.674,1.5706e-14,0,49.305,1.1869e-14,0,-20.695,0.70436,8.3305e+06
-74.215,3.1412e-14,0,42.711,1.1869e-14,0,-27.289,0.61015,1.0985e+07
