% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-19.072,3.1412e-14,0,10.976,0,0,-9.0243,0.54878,3.6327e+06
-20.751,3.1412e-14,0,11.942,0,0,-8.0579,0.5971,3.2437e+06
-27.03,1.5706e-14,0,15.556,0,0,-4.4444,0.77778,1.7891e+06
-23.343,3.1412e-14,0,13.434,0,0,-6.5659,0.67171,2.6431e+06
-23.375,1.5706e-14,0,13.452,1.1869e-14,0,-6.5476,0.67262,2.6357e+06
-24.564,1.5706e-14,0,14.136,1.1869e-14,0,-5.8636,0.70682,2.3604e+06
-20.171,3.1412e-14,0,11.608,0,0,-8.3918,0.58041,3.3781e+06
-23.343,1.5706e-14,0,13.434,0,0,-6.5659,0.6717,2.6431e+06
-22.011,1.5706e-14,0,12.668,0,0,-7.3324,0.63338,2.9516e+06
-24.999,3.1412e-14,0,14.387,0,0,-5.6131,0.71934,2.2595e+06
-22.967,0,0,13.217,0,0,-6.7826,0.66087,2.7303e+06
-24.293,1.5706e-14,0,13.981,0,0,-6.0192,0.69904,2.423e+06
-22.788,3.1412e-14,0,13.114,0,0,-6.8856,0.65572,2.7718e+06
-24.235,3.1412e-14,0,13.947,0,0,-6.0529,0.69736,2.4366e+06
-22.692,1.5706e-14,0,13.059,1.1869e-14,0,-6.941,0.65295,2.7941e+06
-22.224,3.1412e-14,0,12.79,0,0,-7.2104,0.63948,2.9025e+06
-23.769,1.5706e-14,0,13.679,0,0,-6.321,0.68395,2.5445e+06
-21.598,3.1412e-14,0,12.43,0,0,-7.5703,0.62148,3.0474e+06
-19.232,4.7118e-14,0,11.068,0,0,-8.9317,0.55341,3.5954e+06
-23.36,3.1412e-14,0,13.444,0,0,-6.5565,0.67218,2.6393e+06
-18.814,1.5706e-14,0,10.828,0,0,-9.1723,0.54138,3.6923e+06
-20.988,1.5706e-14,0,12.078,1.1869e-14,0,-7.9216,0.60392,3.1888e+06
-23.328,3.1412e-14,0,13.425,0,0,-6.575,0.67125,2.6467e+06
-23.528,1.5706e-14,0,13.54,0,0,-6.4596,0.67702,2.6003e+06
-22.666,1.5706e-14,0,13.044,0,0,-6.9557,0.65222,2.8e+06
-22.983,3.1412e-14,0,13.227,0,0,-6.7731,0.66135,2.7265e+06
-19.249,1.5706e-14,0,11.078,1.1869e-14,0,-8.9221,0.5539,3.5915e+06
-21.796,1.5706e-14,0,12.543,0,0,-7.4565,0.62717,3.0016e+06
-20.384,3.1412e-14,0,11.731,0,0,-8.2691,0.58655,3.3287e+06
-23.621,1.5706e-14,0,13.594,0,0,-6.4061,0.67969,2.5788e+06
-23.944,1.5706e-14,0,13.779,0,0,-6.2205,0.68897,2.504e+06
