% Change in the Price of gasoline,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of gasoline,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of Non-Biomass Electricity,Rebound effect on electricity,CO2 Reduction (megatonnes)
-47.123,-1006.7,-242.22,-13.666,216.2,-12.111,-18.225,0.93643,4325.9
125.8,-846.48,20.326,36.481,227.42,1.0163,-15.324,0.94655,3637.2
21.977,-1296.9,-276,6.3732,195.89,-13.8,-23.478,0.9181,5572.8
2.9627,-993.7,-322.46,0.85919,217.12,-16.123,-17.989,0.93725,4269.8
-21.811,-758.29,-265.68,-6.3251,233.6,-13.284,-13.727,0.95212,3258.3
15.943,-702.68,-68.856,4.6235,237.49,-3.4428,-12.721,0.95563,3019.3
-20.515,-869.33,-116.21,-5.9493,225.82,-5.8106,-15.737,0.9451,3735.4
-55.918,-1308.7,-756.59,-16.216,195.07,-37.829,-23.692,0.91736,5623.5
-71.37,-654.24,-241.28,-20.697,240.88,-12.064,-11.844,0.95869,2811.2
-9.3132,-772.48,32.351,-2.7008,232.6,1.6176,-13.984,0.95122,3319.3
0.062963,-749.57,-331.93,0.018259,234.21,-16.597,-13.569,0.95267,3220.8
-19.004,-860.75,-346.87,-5.5111,226.42,-17.344,-15.582,0.94565,3698.5
-54.672,-1165.6,-405.62,-15.855,205.08,-20.281,-21.101,0.92639,5008.6
-24.126,-696.33,-72.132,-6.9964,237.93,-3.6066,-12.606,0.95603,2992.1
-1.9299,-777.28,302.16,-0.55968,232.27,15.108,-14.071,0.95092,3339.9
-17.911,-795.61,-169.04,-5.1943,230.98,-8.4519,-14.403,0.94976,3418.7
92.045,-858.35,-93.038,26.693,226.59,-4.6519,-15.539,0.9458,3688.2
-81.619,-897.8,-437.55,-23.67,223.83,-21.877,-16.253,0.94331,3857.7
50.812,-866.85,-2.4122,14.736,226,-0.12061,-15.693,0.94526,3724.8
11.68,-1034.6,-134.49,3.3871,214.25,-6.7245,-18.729,0.93467,4445.6
55.024,-919.1,-281.28,15.957,222.34,-14.064,-16.638,0.94196,3949.3
85.999,-720.08,53.068,24.94,236.27,2.6534,-13.036,0.95453,3094.1
18.583,-633.68,32.27,5.389,242.32,1.6135,-11.471,0.95998,2722.8
-18.865,-937.55,-631.09,-5.4707,221.05,-31.554,-16.972,0.9408,4028.5
-8.4247,-696,-227.44,-2.4432,237.96,-11.372,-12.6,0.95605,2990.6
-213.22,-845.8,-578.95,-61.832,227.47,-28.947,-15.312,0.94659,3634.3
77.723,-880.87,-284.11,22.54,225.02,-14.206,-15.946,0.94437,3785
17.871,-930.78,-105,5.1826,221.52,-5.2498,-16.85,0.94122,3999.5
-2.2225,-632.07,-90.142,-0.64451,242.43,-4.5071,-11.442,0.96009,2716
-8.4591,-890.84,-338.02,-2.4531,224.32,-16.901,-16.127,0.94375,3827.8
-27.124,-915.21,52.522,-7.8659,222.61,2.6261,-16.568,0.94221,3932.6
7.0104,-721.49,49.163,2.033,236.17,2.4582,-13.061,0.95444,3100.2
-110.69,-809.65,-243.24,-32.099,230,-12.162,-14.657,0.94887,3479
-2.3072,-735.66,209.32,-0.66909,235.18,10.466,-13.318,0.95354,3161.1
32.555,-1433.5,-440.2,9.441,186.33,-22.01,-25.951,0.90948,6159.6
-2.086,-811.8,-266.89,-0.60495,229.85,-13.344,-14.696,0.94874,3488.2
31.404,-1102.6,-47.914,9.1071,209.5,-2.3957,-19.96,0.93038,4737.6
-22.735,-1205.3,-514.94,-6.593,202.3,-25.747,-21.82,0.92389,5179.2
-75.776,-663.03,-197.86,-21.975,240.26,-9.8931,-12.003,0.95813,2849
77.755,-670.35,16.104,22.549,239.75,0.8052,-12.135,0.95767,2880.4
10.825,-829.86,-139.1,3.1391,228.59,-6.9548,-15.023,0.9476,3565.8
93.408,-610.53,117.26,27.088,243.94,5.8628,-11.052,0.96145,2623.4
