% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-42.911,3.1412e-14,0,24.695,0,0,-20.305,0.54878,8.1736e+06
-46.689,3.1412e-14,0,26.87,0,0,-18.13,0.5971,7.2983e+06
-60.817,1.5706e-14,0,35,0,0,-10,0.77778,4.0255e+06
-52.523,3.1412e-14,0,30.227,0,0,-14.773,0.67171,5.9469e+06
-52.594,1.5706e-14,0,30.268,1.1869e-14,0,-14.732,0.67262,5.9304e+06
-55.268,1.5706e-14,0,31.807,1.1869e-14,0,-13.193,0.70682,5.3108e+06
-45.384,3.1412e-14,0,26.118,0,0,-18.882,0.58041,7.6007e+06
-52.522,1.5706e-14,0,30.227,0,0,-14.773,0.6717,5.947e+06
-49.526,1.5706e-14,0,28.502,0,0,-16.498,0.63338,6.6412e+06
-56.248,3.1412e-14,0,32.37,0,0,-12.63,0.71934,5.084e+06
-51.675,0,0,29.739,0,0,-15.261,0.66087,6.1432e+06
-54.66,1.5706e-14,0,31.457,0,0,-13.543,0.69904,5.4517e+06
-51.273,3.1412e-14,0,29.507,0,0,-15.493,0.65572,6.2364e+06
-54.528,3.1412e-14,0,31.381,0,0,-13.619,0.69736,5.4823e+06
-51.056,1.5706e-14,0,29.383,1.1869e-14,0,-15.617,0.65295,6.2866e+06
-50.003,3.1412e-14,0,28.777,0,0,-16.223,0.63948,6.5306e+06
-53.48,1.5706e-14,0,30.778,0,0,-14.222,0.68395,5.7251e+06
-48.596,3.1412e-14,0,27.967,0,0,-17.033,0.62148,6.8567e+06
-43.273,4.7118e-14,0,24.904,0,0,-20.096,0.55341,8.0897e+06
-52.559,3.1412e-14,0,30.248,0,0,-14.752,0.67218,5.9384e+06
-42.332,1.5706e-14,0,24.362,0,0,-20.638,0.54138,8.3076e+06
-47.222,1.5706e-14,0,27.176,1.1869e-14,0,-17.824,0.60392,7.1748e+06
-52.487,3.1412e-14,0,30.206,0,0,-14.794,0.67125,5.9551e+06
-52.938,1.5706e-14,0,30.466,0,0,-14.534,0.67702,5.8506e+06
-50.999,1.5706e-14,0,29.35,0,0,-15.65,0.65222,6.3e+06
-51.713,3.1412e-14,0,29.761,0,0,-15.239,0.66135,6.1346e+06
-43.311,1.5706e-14,0,24.925,1.1869e-14,0,-20.075,0.5539,8.081e+06
-49.04,1.5706e-14,0,28.223,0,0,-16.777,0.62717,6.7536e+06
-45.864,3.1412e-14,0,26.395,0,0,-18.605,0.58655,7.4895e+06
-53.147,1.5706e-14,0,30.586,0,0,-14.414,0.67969,5.8022e+06
-53.873,1.5706e-14,0,31.004,0,0,-13.996,0.68897,5.6341e+06
-47.22,1.5706e-14,0,27.175,0,0,-17.825,0.60389,7.1753e+06
-58.289,1.5706e-14,0,33.545,0,0,-11.455,0.74545,4.6111e+06
-48.78,1.5706e-14,0,28.073,1.1869e-14,0,-16.927,0.62384,6.814e+06
-55.178,3.1412e-14,0,31.755,0,0,-13.245,0.70567,5.3317e+06
-51.401,1.5706e-14,0,29.581,0,0,-15.419,0.65736,6.2068e+06
-56.868,1.5706e-14,0,32.728,0,0,-12.272,0.72728,4.9402e+06
-55.379,3.1412e-14,0,31.871,0,0,-13.129,0.70824,5.2851e+06
-53.532,1.5706e-14,0,30.808,0,0,-14.192,0.68461,5.7131e+06
-48.8,3.1412e-14,0,28.084,0,0,-16.916,0.62409,6.8094e+06
-51.648,1.5706e-14,0,29.723,0,0,-15.277,0.66052,6.1495e+06
-53.499,1.5706e-14,0,30.789,0,0,-14.211,0.68419,5.7207e+06
-56.753,1.5706e-14,0,32.661,0,0,-12.339,0.72581,4.9669e+06
-52.399,0,0,30.156,0,0,-14.844,0.67013,5.9755e+06
-48.262,1.5706e-14,0,27.775,0,0,-17.225,0.61722,6.9339e+06
-44.797,1.5706e-14,0,25.781,0,0,-19.219,0.5729,7.7366e+06
-47.927,1.5706e-14,0,27.582,0,0,-17.418,0.61294,7.0115e+06
-45.171,1.5706e-14,0,25.996,1.1869e-14,0,-19.004,0.57769,7.65e+06
-63.884,1.5706e-14,0,36.765,0,0,-8.2345,0.81701,3.3148e+06
-48.201,3.1412e-14,0,27.739,1.1869e-14,0,-17.261,0.61643,6.9481e+06
-47.128,1.5706e-14,0,27.122,0,0,-17.878,0.60272,7.1965e+06
-47.03,1.5706e-14,0,27.066,0,0,-17.934,0.60146,7.2193e+06
-50.228,1.5706e-14,0,28.906,1.1869e-14,0,-16.094,0.64236,6.4784e+06
-47.222,1.5706e-14,0,27.176,0,0,-17.824,0.60392,7.1748e+06
-56.425,0,0,32.472,0,0,-12.528,0.72161,5.043e+06
-52.177,3.1412e-14,0,30.028,0,0,-14.972,0.66728,6.027e+06
-49.403,3.1412e-14,0,28.431,0,0,-16.569,0.63181,6.6696e+06
-48.153,1.5706e-14,0,27.712,0,0,-17.288,0.61582,6.9592e+06
-47.406,0,0,27.282,0,0,-17.718,0.60627,7.1322e+06
-53.814,3.1412e-14,0,30.97,0,0,-14.03,0.68822,5.6478e+06
-50.022,1.5706e-14,0,28.788,1.1869e-14,0,-16.212,0.63972,6.5263e+06
-53.916,1.5706e-14,0,31.029,1.1869e-14,0,-13.971,0.68952,5.6241e+06
-56.463,4.7118e-14,0,32.495,0,0,-12.505,0.72211,5.0339e+06
-64.68,3.1412e-14,0,37.223,0,0,-7.7767,0.82718,3.1305e+06
-58.392,3.1412e-14,0,33.605,0,0,-11.395,0.74677,4.5872e+06
-51.785,1.5706e-14,0,29.802,0,0,-15.198,0.66227,6.1178e+06
-56.314,0,0,32.408,0,0,-12.592,0.72019,5.0687e+06
-52.908,1.5706e-14,0,30.448,0,0,-14.552,0.67663,5.8577e+06
-50.772,1.5706e-14,0,29.219,0,0,-15.781,0.64931,6.3525e+06
-54.89,1.5706e-14,0,31.589,0,0,-13.411,0.70198,5.3984e+06
-52.233,1.5706e-14,0,30.06,0,0,-14.94,0.668,6.014e+06
-42.113,1.5706e-14,0,24.236,0,0,-20.764,0.53857,8.3586e+06
-54.187,1.5706e-14,0,31.185,1.1869e-14,0,-13.815,0.693,5.5612e+06
