% Change in the Price of gasoline,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of gasoline,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of Non-Biomass Electricity,Rebound effect on electricity,CO2 Reduction (megatonnes)
0.14372,-3.1715,-0.75915,0.041678,0.48486,-0.037958,-0.22045,0.68813,13.628
-0.16343,-1.622,-0.34653,-0.047394,0.59332,-0.017327,-0.11275,0.8405,6.9697
-0.063654,-2.2696,0.62545,-0.01846,0.54799,0.031273,-0.15776,0.77682,9.7522
-0.034674,-1.6506,-0.25964,-0.010055,0.59132,-0.012982,-0.11473,0.83769,7.0923
-0.076836,-2.3452,-0.30926,-0.022282,0.5427,-0.015463,-0.16301,0.76939,10.077
-0.4652,-2.3242,-1.4637,-0.13491,0.54416,-0.073184,-0.16156,0.77145,9.9871
0.1613,-1.8967,-0.24936,0.046778,0.57409,-0.012468,-0.13184,0.81349,8.1499
-0.091845,-1.9168,-0.98943,-0.026635,0.57269,-0.049471,-0.13323,0.81152,8.2362
0.19939,-1.8886,-0.48982,0.057822,0.57466,-0.024491,-0.13127,0.81429,8.1151
-0.046788,-2.114,-0.2406,-0.013568,0.55888,-0.01203,-0.14694,0.79212,9.0835
0.12868,-2.808,-0.5282,0.037317,0.5103,-0.02641,-0.19518,0.72388,12.066
-0.058472,-2.7117,-0.19929,-0.016957,0.51704,-0.0099645,-0.18849,0.73335,11.652
-0.21313,-1.4031,-0.53771,-0.061808,0.60865,-0.026886,-0.097527,0.86203,6.0289
0.04068,-1.9052,-0.077549,0.011797,0.5735,-0.0038774,-0.13243,0.81265,8.1866
-0.010875,-2.2167,-1.173,-0.0031538,0.55169,-0.05865,-0.15408,0.78202,9.5248
0.010796,-1.7463,0.18031,0.003131,0.58462,0.0090155,-0.12138,0.82828,7.5036
-0.38222,-4.1133,-3.1319,-0.11085,0.41893,-0.15659,-0.28591,0.59552,17.674
-0.091321,-1.4984,-0.99915,-0.026483,0.60197,-0.049957,-0.10415,0.85265,6.4387
