% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-81.054,3.1412e-14,0,46.647,0,0,-38.353,0.54878,1.5439e+07
-88.191,3.1412e-14,0,50.754,0,0,-34.246,0.5971,1.3786e+07
-114.88,1.5706e-14,0,66.111,0,0,-18.889,0.77778,7.6036e+06
-99.209,3.1412e-14,0,57.095,0,0,-27.905,0.67171,1.1233e+07
-99.344,1.5706e-14,0,57.173,1.1869e-14,0,-27.827,0.67262,1.1202e+07
-104.4,1.5706e-14,0,60.08,1.1869e-14,0,-24.92,0.70682,1.0032e+07
-85.725,3.1412e-14,0,49.335,0,0,-35.665,0.58041,1.4357e+07
-99.209,1.5706e-14,0,57.095,0,0,-27.905,0.6717,1.1233e+07
-93.549,1.5706e-14,0,53.837,0,0,-31.163,0.63338,1.2544e+07
-106.25,3.1412e-14,0,61.144,0,0,-23.856,0.71934,9.603e+06
-97.609,0,0,56.174,0,0,-28.826,0.66087,1.1604e+07
-103.25,1.5706e-14,0,59.419,0,0,-25.581,0.69904,1.0298e+07
-96.849,3.1412e-14,0,55.736,0,0,-29.264,0.65572,1.178e+07
-103,3.1412e-14,0,59.275,0,0,-25.725,0.69736,1.0355e+07
-96.439,1.5706e-14,0,55.501,1.1869e-14,0,-29.499,0.65295,1.1875e+07
-94.45,3.1412e-14,0,54.356,0,0,-30.644,0.63948,1.2336e+07
-101.02,1.5706e-14,0,58.136,0,0,-26.864,0.68395,1.0814e+07
-91.792,3.1412e-14,0,52.826,0,0,-32.174,0.62148,1.2951e+07
-81.738,4.7118e-14,0,47.04,0,0,-37.96,0.55341,1.5281e+07
-99.279,3.1412e-14,0,57.135,0,0,-27.865,0.67218,1.1217e+07
-79.961,1.5706e-14,0,46.018,0,0,-38.982,0.54138,1.5692e+07
-89.197,1.5706e-14,0,51.333,1.1869e-14,0,-33.667,0.60392,1.3552e+07
-99.142,3.1412e-14,0,57.056,0,0,-27.944,0.67125,1.1249e+07
-99.994,1.5706e-14,0,57.547,0,0,-27.453,0.67702,1.1051e+07
-96.331,1.5706e-14,0,55.438,0,0,-29.562,0.65222,1.19e+07
-97.679,3.1412e-14,0,56.214,0,0,-28.786,0.66135,1.1587e+07
-81.809,1.5706e-14,0,47.081,1.1869e-14,0,-37.919,0.5539,1.5264e+07
-92.632,1.5706e-14,0,53.31,0,0,-31.69,0.62717,1.2757e+07
-86.632,3.1412e-14,0,49.856,0,0,-35.144,0.58655,1.4147e+07
-100.39,1.5706e-14,0,57.774,0,0,-27.226,0.67969,1.096e+07
-101.76,1.5706e-14,0,58.563,0,0,-26.437,0.68897,1.0642e+07
-89.193,1.5706e-14,0,51.331,0,0,-33.669,0.60389,1.3553e+07
-110.1,1.5706e-14,0,63.363,0,0,-21.637,0.74545,8.7099e+06
-92.14,1.5706e-14,0,53.026,1.1869e-14,0,-31.974,0.62384,1.2871e+07
-104.23,3.1412e-14,0,59.982,0,0,-25.018,0.70567,1.0071e+07
-97.09,1.5706e-14,0,55.875,0,0,-29.125,0.65736,1.1724e+07
-107.42,1.5706e-14,0,61.819,0,0,-23.181,0.72728,9.3314e+06
-104.61,3.1412e-14,0,60.2,0,0,-24.8,0.70824,9.983e+06
-101.12,1.5706e-14,0,58.192,0,0,-26.808,0.68461,1.0791e+07
-92.177,3.1412e-14,0,53.048,0,0,-31.952,0.62409,1.2862e+07
-97.557,1.5706e-14,0,56.144,0,0,-28.856,0.66052,1.1616e+07
-101.05,1.5706e-14,0,58.156,0,0,-26.844,0.68419,1.0806e+07
-107.2,1.5706e-14,0,61.694,0,0,-23.306,0.72581,9.3819e+06
-98.976,0,0,56.961,0,0,-28.039,0.67013,1.1287e+07
-91.162,1.5706e-14,0,52.464,0,0,-32.536,0.61722,1.3097e+07
-84.617,1.5706e-14,0,48.697,0,0,-36.303,0.5729,1.4614e+07
-90.529,1.5706e-14,0,52.1,0,0,-32.9,0.61294,1.3244e+07
