% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-28.607,3.1412e-14,0,16.464,0,0,-13.536,0.54878,5.449e+06
-31.126,3.1412e-14,0,17.913,0,0,-12.087,0.5971,4.8655e+06
-40.544,1.5706e-14,0,23.333,0,0,-6.6667,0.77778,2.6836e+06
-35.015,3.1412e-14,0,20.151,0,0,-9.8488,0.67171,3.9646e+06
-35.063,1.5706e-14,0,20.179,1.1869e-14,0,-9.8214,0.67262,3.9536e+06
-36.845,1.5706e-14,0,21.205,1.1869e-14,0,-8.7954,0.70682,3.5406e+06
-30.256,3.1412e-14,0,17.412,0,0,-12.588,0.58041,5.0671e+06
-35.015,1.5706e-14,0,20.151,0,0,-9.8489,0.6717,3.9646e+06
-33.017,1.5706e-14,0,19.001,0,0,-10.999,0.63338,4.4274e+06
-37.498,3.1412e-14,0,21.58,0,0,-8.4197,0.71934,3.3893e+06
-34.45,0,0,19.826,0,0,-10.174,0.66087,4.0954e+06
-36.44,1.5706e-14,0,20.971,0,0,-9.0288,0.69904,3.6345e+06
-34.182,3.1412e-14,0,19.672,0,0,-10.328,0.65572,4.1576e+06
-36.352,3.1412e-14,0,20.921,0,0,-9.0793,0.69736,3.6548e+06
-34.037,1.5706e-14,0,19.589,1.1869e-14,0,-10.411,0.65295,4.1911e+06
-33.335,3.1412e-14,0,19.184,0,0,-10.816,0.63948,4.3537e+06
-35.653,1.5706e-14,0,20.519,0,0,-9.4815,0.68395,3.8167e+06
-32.397,3.1412e-14,0,18.645,0,0,-11.355,0.62148,4.5711e+06
-28.849,4.7118e-14,0,16.602,0,0,-13.398,0.55341,5.3931e+06
-35.04,3.1412e-14,0,20.165,0,0,-9.8347,0.67218,3.9589e+06
-28.222,1.5706e-14,0,16.242,0,0,-13.758,0.54138,5.5384e+06
-31.481,1.5706e-14,0,18.118,1.1869e-14,0,-11.882,0.60392,4.7832e+06
-34.991,3.1412e-14,0,20.138,0,0,-9.8625,0.67125,3.9701e+06
-35.292,1.5706e-14,0,20.311,0,0,-9.6894,0.67702,3.9004e+06
-33.999,1.5706e-14,0,19.566,0,0,-10.434,0.65222,4.2e+06
-34.475,3.1412e-14,0,19.84,0,0,-10.16,0.66135,4.0897e+06
-28.874,1.5706e-14,0,16.617,1.1869e-14,0,-13.383,0.5539,5.3873e+06
-32.694,1.5706e-14,0,18.815,0,0,-11.185,0.62717,4.5024e+06
-30.576,3.1412e-14,0,17.596,0,0,-12.404,0.58655,4.993e+06
-35.431,1.5706e-14,0,20.391,0,0,-9.6092,0.67969,3.8681e+06
-35.915,1.5706e-14,0,20.669,0,0,-9.3308,0.68897,3.7561e+06
-31.48,1.5706e-14,0,18.117,0,0,-11.883,0.60389,4.7836e+06
-38.859,1.5706e-14,0,22.363,0,0,-7.6366,0.74545,3.0741e+06
-32.52,1.5706e-14,0,18.715,1.1869e-14,0,-11.285,0.62384,4.5427e+06
-36.786,3.1412e-14,0,21.17,0,0,-8.8299,0.70567,3.5544e+06
-34.267,1.5706e-14,0,19.721,0,0,-10.279,0.65736,4.1379e+06
-37.912,1.5706e-14,0,21.818,0,0,-8.1815,0.72728,3.2934e+06
-36.919,3.1412e-14,0,21.247,0,0,-8.7528,0.70824,3.5234e+06
-35.688,1.5706e-14,0,20.538,0,0,-9.4616,0.68461,3.8087e+06
-32.533,3.1412e-14,0,18.723,0,0,-11.277,0.62409,4.5396e+06
-34.432,1.5706e-14,0,19.816,0,0,-10.184,0.66052,4.0997e+06
-35.666,1.5706e-14,0,20.526,0,0,-9.4743,0.68419,3.8138e+06
-37.835,1.5706e-14,0,21.774,0,0,-8.2258,0.72581,3.3113e+06
-34.933,0,0,20.104,0,0,-9.8962,0.67013,3.9837e+06
-32.175,1.5706e-14,0,18.517,0,0,-11.483,0.61722,4.6226e+06
-29.865,1.5706e-14,0,17.187,0,0,-12.813,0.5729,5.1578e+06
-31.951,1.5706e-14,0,18.388,0,0,-11.612,0.61294,4.6743e+06
-30.114,1.5706e-14,0,17.331,1.1869e-14,0,-12.669,0.57769,5.1e+06
-42.59,1.5706e-14,0,24.51,0,0,-5.4897,0.81701,2.2098e+06
