% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-71.518,3.1412e-14,0,41.159,0,0,-33.841,0.54878,1.3623e+07
-77.815,3.1412e-14,0,44.783,0,0,-30.217,0.5971,1.2164e+07
-101.36,1.5706e-14,0,58.333,0,0,-16.667,0.77778,6.7091e+06
-87.538,3.1412e-14,0,50.378,0,0,-24.622,0.67171,9.9115e+06
-87.657,1.5706e-14,0,50.446,1.1869e-14,0,-24.554,0.67262,9.8839e+06
-92.114,1.5706e-14,0,53.011,1.1869e-14,0,-21.989,0.70682,8.8514e+06
-75.64,3.1412e-14,0,43.531,0,0,-31.469,0.58041,1.2668e+07
-87.537,1.5706e-14,0,50.378,0,0,-24.622,0.6717,9.9116e+06
-82.543,1.5706e-14,0,47.503,0,0,-27.497,0.63338,1.1069e+07
-93.746,3.1412e-14,0,53.951,0,0,-21.049,0.71934,8.4733e+06
-86.126,0,0,49.565,0,0,-25.435,0.66087,1.0239e+07
-91.1,1.5706e-14,0,52.428,0,0,-22.572,0.69904,9.0862e+06
-85.455,3.1412e-14,0,49.179,0,0,-25.821,0.65572,1.0394e+07
-90.88,3.1412e-14,0,52.302,0,0,-22.698,0.69736,9.1371e+06
-85.094,1.5706e-14,0,48.971,1.1869e-14,0,-26.029,0.65295,1.0478e+07
-83.338,3.1412e-14,0,47.961,0,0,-27.039,0.63948,1.0884e+07
-89.133,1.5706e-14,0,51.296,0,0,-23.704,0.68395,9.5418e+06
-80.993,3.1412e-14,0,46.611,0,0,-28.389,0.62148,1.1428e+07
-72.122,4.7118e-14,0,41.506,0,0,-33.494,0.55341,1.3483e+07
-87.599,3.1412e-14,0,50.413,0,0,-24.587,0.67218,9.8973e+06
-70.554,1.5706e-14,0,40.604,0,0,-34.396,0.54138,1.3846e+07
-78.704,1.5706e-14,0,45.294,1.1869e-14,0,-29.706,0.60392,1.1958e+07
-87.478,3.1412e-14,0,50.344,0,0,-24.656,0.67125,9.9252e+06
-88.23,1.5706e-14,0,50.777,0,0,-24.223,0.67702,9.751e+06
