% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-61.983,3.1412e-14,0,35.671,0,0,-29.329,0.54878,1.1806e+07
-67.44,3.1412e-14,0,38.812,0,0,-26.188,0.5971,1.0542e+07
-87.846,1.5706e-14,0,50.556,0,0,-14.444,0.77778,5.8145e+06
-75.866,3.1412e-14,0,43.661,0,0,-21.339,0.67171,8.59e+06
-75.969,1.5706e-14,0,43.72,1.1869e-14,0,-21.28,0.67262,8.5661e+06
-79.832,1.5706e-14,0,45.943,1.1869e-14,0,-19.057,0.70682,7.6712e+06
-65.554,3.1412e-14,0,37.727,0,0,-27.273,0.58041,1.0979e+07
-75.866,1.5706e-14,0,43.661,0,0,-21.339,0.6717,8.5901e+06
-71.537,1.5706e-14,0,41.17,0,0,-23.83,0.63338,9.5928e+06
-81.246,3.1412e-14,0,46.757,0,0,-18.243,0.71934,7.3435e+06
-74.642,0,0,42.957,0,0,-22.043,0.66087,8.8734e+06
-78.953,1.5706e-14,0,45.438,0,0,-19.562,0.69904,7.8747e+06
-74.061,3.1412e-14,0,42.622,0,0,-22.378,0.65572,9.0082e+06
-78.763,3.1412e-14,0,45.328,0,0,-19.672,0.69736,7.9188e+06
-73.748,1.5706e-14,0,42.442,1.1869e-14,0,-22.558,0.65295,9.0807e+06
-72.226,3.1412e-14,0,41.566,0,0,-23.434,0.63948,9.4331e+06
-77.249,1.5706e-14,0,44.457,0,0,-20.543,0.68395,8.2696e+06
-70.194,3.1412e-14,0,40.396,0,0,-24.604,0.62148,9.9041e+06
-62.506,4.7118e-14,0,35.972,0,0,-29.028,0.55341,1.1685e+07
-75.919,3.1412e-14,0,43.691,0,0,-21.309,0.67218,8.5776e+06
-61.147,1.5706e-14,0,35.19,0,0,-29.81,0.54138,1.2e+07
