% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-23.839,3.1412e-14,0,13.72,0,0,-11.28,0.54878,4.5409e+06
-25.938,3.1412e-14,0,14.928,0,0,-10.072,0.5971,4.0546e+06
-33.787,1.5706e-14,0,19.444,0,0,-5.5556,0.77778,2.2364e+06
-29.179,3.1412e-14,0,16.793,0,0,-8.2073,0.67171,3.3038e+06
-29.219,1.5706e-14,0,16.815,1.1869e-14,0,-8.1845,0.67262,3.2946e+06
-30.705,1.5706e-14,0,17.67,1.1869e-14,0,-7.3295,0.70682,2.9505e+06
-25.213,3.1412e-14,0,14.51,0,0,-10.49,0.58041,4.2226e+06
-29.179,1.5706e-14,0,16.793,0,0,-8.2074,0.6717,3.3039e+06
-27.514,1.5706e-14,0,15.834,0,0,-9.1655,0.63338,3.6895e+06
-31.249,3.1412e-14,0,17.984,0,0,-7.0164,0.71934,2.8244e+06
-28.709,0,0,16.522,0,0,-8.4782,0.66087,3.4129e+06
-30.367,1.5706e-14,0,17.476,0,0,-7.524,0.69904,3.0287e+06
-28.485,3.1412e-14,0,16.393,0,0,-8.6069,0.65572,3.4647e+06
-30.293,3.1412e-14,0,17.434,0,0,-7.5661,0.69736,3.0457e+06
-28.365,1.5706e-14,0,16.324,1.1869e-14,0,-8.6762,0.65295,3.4926e+06
-27.779,3.1412e-14,0,15.987,0,0,-9.0129,0.63948,3.6281e+06
-29.711,1.5706e-14,0,17.099,0,0,-7.9012,0.68395,3.1806e+06
-26.998,3.1412e-14,0,15.537,0,0,-9.4629,0.62148,3.8093e+06
-24.041,4.7118e-14,0,13.835,0,0,-11.165,0.55341,4.4943e+06
-29.2,3.1412e-14,0,16.804,0,0,-8.1956,0.67218,3.2991e+06
-23.518,1.5706e-14,0,13.535,0,0,-11.465,0.54138,4.6153e+06
-26.235,1.5706e-14,0,15.098,1.1869e-14,0,-9.902,0.60392,3.986e+06
-29.159,3.1412e-14,0,16.781,0,0,-8.2187,0.67125,3.3084e+06
-29.41,1.5706e-14,0,16.926,0,0,-8.0745,0.67702,3.2503e+06
-28.333,1.5706e-14,0,16.305,0,0,-8.6946,0.65222,3.5e+06
