% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-38.143,3.1412e-14,0,21.951,0,0,-18.049,0.54878,7.2654e+06
-41.502,3.1412e-14,0,23.884,0,0,-16.116,0.5971,6.4874e+06
-54.059,1.5706e-14,0,31.111,0,0,-8.8889,0.77778,3.5782e+06
-46.687,3.1412e-14,0,26.868,0,0,-13.132,0.67171,5.2861e+06
-46.75,1.5706e-14,0,26.905,1.1869e-14,0,-13.095,0.67262,5.2714e+06
-49.127,1.5706e-14,0,28.273,1.1869e-14,0,-11.727,0.70682,4.7208e+06
-40.341,3.1412e-14,0,23.216,0,0,-16.784,0.58041,6.7562e+06
-46.687,1.5706e-14,0,26.868,0,0,-13.132,0.6717,5.2862e+06
-44.023,1.5706e-14,0,25.335,0,0,-14.665,0.63338,5.9033e+06
-49.998,3.1412e-14,0,28.774,0,0,-11.226,0.71934,4.5191e+06
-45.934,0,0,26.435,0,0,-13.565,0.66087,5.4606e+06
-48.587,1.5706e-14,0,27.962,0,0,-12.038,0.69904,4.846e+06
-45.576,3.1412e-14,0,26.229,0,0,-13.771,0.65572,5.5435e+06
-48.47,3.1412e-14,0,27.894,0,0,-12.106,0.69736,4.8731e+06
-45.383,1.5706e-14,0,26.118,1.1869e-14,0,-13.882,0.65295,5.5881e+06
-44.447,3.1412e-14,0,25.579,0,0,-14.421,0.63948,5.805e+06
-47.538,1.5706e-14,0,27.358,0,0,-12.642,0.68395,5.089e+06
-43.196,3.1412e-14,0,24.859,0,0,-15.141,0.62148,6.0948e+06
-38.465,4.7118e-14,0,22.137,0,0,-17.863,0.55341,7.1908e+06
-46.719,3.1412e-14,0,26.887,0,0,-13.113,0.67218,5.2786e+06
-37.629,1.5706e-14,0,21.655,0,0,-18.345,0.54138,7.3846e+06
-41.975,1.5706e-14,0,24.157,1.1869e-14,0,-15.843,0.60392,6.3776e+06
-46.655,3.1412e-14,0,26.85,0,0,-13.15,0.67125,5.2935e+06
-47.056,1.5706e-14,0,27.081,0,0,-12.919,0.67702,5.2006e+06
-45.332,1.5706e-14,0,26.089,0,0,-13.911,0.65222,5.6e+06
-45.967,3.1412e-14,0,26.454,0,0,-13.546,0.66135,5.4529e+06
-38.499,1.5706e-14,0,22.156,1.1869e-14,0,-17.844,0.5539,7.1831e+06
-43.592,1.5706e-14,0,25.087,0,0,-14.913,0.62717,6.0032e+06
-40.768,3.1412e-14,0,23.462,0,0,-16.538,0.58655,6.6574e+06
-47.242,1.5706e-14,0,27.188,0,0,-12.812,0.67969,5.1575e+06
-47.887,1.5706e-14,0,27.559,0,0,-12.441,0.68897,5.0081e+06
-41.973,1.5706e-14,0,24.156,0,0,-15.844,0.60389,6.3781e+06
-51.812,1.5706e-14,0,29.818,0,0,-10.182,0.74545,4.0988e+06
-43.36,1.5706e-14,0,24.954,1.1869e-14,0,-15.046,0.62384,6.0569e+06
-49.047,3.1412e-14,0,28.227,0,0,-11.773,0.70567,4.7393e+06
-45.689,1.5706e-14,0,26.294,0,0,-13.706,0.65736,5.5172e+06
-50.55,1.5706e-14,0,29.091,0,0,-10.909,0.72728,4.3913e+06
-49.226,3.1412e-14,0,28.33,0,0,-11.67,0.70824,4.6979e+06
-47.584,1.5706e-14,0,27.385,0,0,-12.615,0.68461,5.0783e+06
-43.377,3.1412e-14,0,24.964,0,0,-15.036,0.62409,6.0528e+06
-45.909,1.5706e-14,0,26.421,0,0,-13.579,0.66052,5.4663e+06
-47.555,1.5706e-14,0,27.368,0,0,-12.632,0.68419,5.0851e+06
-50.447,1.5706e-14,0,29.032,0,0,-10.968,0.72581,4.415e+06
-46.577,0,0,26.805,0,0,-13.195,0.67013,5.3116e+06
-42.9,1.5706e-14,0,24.689,0,0,-15.311,0.61722,6.1634e+06
-39.82,1.5706e-14,0,22.916,0,0,-17.084,0.5729,6.877e+06
-42.602,1.5706e-14,0,24.517,0,0,-15.483,0.61294,6.2324e+06
-40.152,1.5706e-14,0,23.107,1.1869e-14,0,-16.893,0.57769,6.8e+06
-56.786,1.5706e-14,0,32.68,0,0,-7.3196,0.81701,2.9465e+06
-42.845,3.1412e-14,0,24.657,1.1869e-14,0,-15.343,0.61643,6.1761e+06
-41.892,1.5706e-14,0,24.109,0,0,-15.891,0.60272,6.3969e+06
-41.805,1.5706e-14,0,24.059,0,0,-15.941,0.60146,6.4172e+06
-44.647,1.5706e-14,0,25.694,1.1869e-14,0,-14.306,0.64236,5.7586e+06
-41.975,1.5706e-14,0,24.157,0,0,-15.843,0.60392,6.3776e+06
-50.155,0,0,28.864,0,0,-11.136,0.72161,4.4826e+06
-46.379,3.1412e-14,0,26.691,0,0,-13.309,0.66728,5.3573e+06
-43.914,3.1412e-14,0,25.272,0,0,-14.728,0.63181,5.9285e+06
-42.803,1.5706e-14,0,24.633,0,0,-15.367,0.61582,6.1859e+06
-42.139,0,0,24.251,0,0,-15.749,0.60627,6.3397e+06
-47.835,3.1412e-14,0,27.529,0,0,-12.471,0.68822,5.0202e+06
-44.464,1.5706e-14,0,25.589,1.1869e-14,0,-14.411,0.63972,5.8011e+06
-47.925,1.5706e-14,0,27.581,1.1869e-14,0,-12.419,0.68952,4.9992e+06
-50.19,4.7118e-14,0,28.884,0,0,-11.116,0.72211,4.4746e+06
-57.493,3.1412e-14,0,33.087,0,0,-6.9126,0.82718,2.7827e+06
-51.904,3.1412e-14,0,29.871,0,0,-10.129,0.74677,4.0775e+06
-46.031,1.5706e-14,0,26.491,0,0,-13.509,0.66227,5.4381e+06
-50.056,0,0,28.808,0,0,-11.192,0.72019,4.5055e+06
-47.029,1.5706e-14,0,27.065,0,0,-12.935,0.67663,5.2069e+06
-45.13,1.5706e-14,0,25.973,0,0,-14.027,0.64931,5.6467e+06
-48.791,1.5706e-14,0,28.079,0,0,-11.921,0.70198,4.7986e+06
-46.429,1.5706e-14,0,26.72,0,0,-13.28,0.668,5.3457e+06
-37.433,1.5706e-14,0,21.543,0,0,-18.457,0.53857,7.4298e+06
-48.167,1.5706e-14,0,27.72,1.1869e-14,0,-12.28,0.693,4.9433e+06
-53.885,4.7118e-14,0,31.011,0,0,-8.9894,0.77526,3.6187e+06
-56.095,1.5706e-14,0,32.282,0,0,-7.7175,0.80706,3.1066e+06
-44.562,1.5706e-14,0,25.645,0,0,-14.355,0.64113,5.7785e+06
-47.251,1.5706e-14,0,27.193,1.1869e-14,0,-12.807,0.67982,5.1555e+06
-47.103,1.5706e-14,0,27.108,0,0,-12.892,0.6777,5.1896e+06
-37.149,1.5706e-14,0,21.379,1.1869e-14,0,-18.621,0.53448,7.4957e+06
-43.216,1.5706e-14,0,24.871,1.1869e-14,0,-15.129,0.62177,6.0902e+06
-46.348,3.1412e-14,0,26.673,0,0,-13.327,0.66683,5.3647e+06
-41.954,0,0,24.145,0,0,-15.855,0.60362,6.3825e+06
-45.656,1.5706e-14,0,26.275,1.1869e-14,0,-13.725,0.65688,5.5248e+06
-55.532,1.5706e-14,0,31.959,0,0,-8.0411,0.79897,3.2369e+06
-51.442,3.1412e-14,0,29.605,1.1869e-14,0,-10.395,0.74012,4.1845e+06
-41.277,1.5706e-14,0,23.755,0,0,-16.245,0.59387,6.5394e+06
-42.351,4.7118e-14,0,24.373,0,0,-15.627,0.60933,6.2905e+06
-41.254,6.2824e-14,0,23.741,0,0,-16.259,0.59354,6.5448e+06
-45.904,1.5706e-14,0,26.418,1.1869e-14,0,-13.582,0.66044,5.4675e+06
