% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-47.679,3.1412e-14,0,27.439,0,0,-22.561,0.54878,9.0817e+06
-51.877,3.1412e-14,0,29.855,0,0,-20.145,0.5971,8.1092e+06
-67.574,1.5706e-14,0,38.889,0,0,-11.111,0.77778,4.4727e+06
-58.358,3.1412e-14,0,33.585,0,0,-16.415,0.67171,6.6077e+06
-58.438,1.5706e-14,0,33.631,1.1869e-14,0,-16.369,0.67262,6.5893e+06
-61.409,1.5706e-14,0,35.341,1.1869e-14,0,-14.659,0.70682,5.9009e+06
-50.426,3.1412e-14,0,29.02,0,0,-20.98,0.58041,8.4452e+06
-58.358,1.5706e-14,0,33.585,0,0,-16.415,0.6717,6.6077e+06
-55.029,1.5706e-14,0,31.669,0,0,-18.331,0.63338,7.3791e+06
-62.497,3.1412e-14,0,35.967,0,0,-14.033,0.71934,5.6489e+06
-57.417,0,0,33.044,0,0,-16.956,0.66087,6.8257e+06
-60.733,1.5706e-14,0,34.952,0,0,-15.048,0.69904,6.0575e+06
-56.97,3.1412e-14,0,32.786,0,0,-17.214,0.65572,6.9294e+06
-60.587,3.1412e-14,0,34.868,0,0,-15.132,0.69736,6.0914e+06
-56.729,1.5706e-14,0,32.648,1.1869e-14,0,-17.352,0.65295,6.9851e+06
-55.559,3.1412e-14,0,31.974,0,0,-18.026,0.63948,7.2562e+06
-59.422,1.5706e-14,0,34.198,0,0,-15.802,0.68395,6.3612e+06
-53.995,3.1412e-14,0,31.074,0,0,-18.926,0.62148,7.6185e+06
-48.081,4.7118e-14,0,27.671,0,0,-22.329,0.55341,8.9886e+06
-58.399,3.1412e-14,0,33.609,0,0,-16.391,0.67218,6.5982e+06
-47.036,1.5706e-14,0,27.069,0,0,-22.931,0.54138,9.2307e+06
-52.469,1.5706e-14,0,30.196,1.1869e-14,0,-19.804,0.60392,7.972e+06
-58.319,3.1412e-14,0,33.563,0,0,-16.437,0.67125,6.6168e+06
-58.82,1.5706e-14,0,33.851,0,0,-16.149,0.67702,6.5007e+06
-56.665,1.5706e-14,0,32.611,0,0,-17.389,0.65222,6.9999e+06
-57.458,3.1412e-14,0,33.067,0,0,-16.933,0.66135,6.8162e+06
-48.123,1.5706e-14,0,27.695,1.1869e-14,0,-22.305,0.5539,8.9788e+06
-54.489,1.5706e-14,0,31.359,0,0,-18.641,0.62717,7.504e+06
-50.96,3.1412e-14,0,29.327,0,0,-20.673,0.58655,8.3217e+06
-59.052,1.5706e-14,0,33.985,0,0,-16.015,0.67969,6.4469e+06
-59.859,1.5706e-14,0,34.449,0,0,-15.551,0.68897,6.2601e+06
-52.467,1.5706e-14,0,30.195,0,0,-19.805,0.60389,7.9726e+06
-64.765,1.5706e-14,0,37.272,0,0,-12.728,0.74545,5.1235e+06
-54.2,1.5706e-14,0,31.192,1.1869e-14,0,-18.808,0.62384,7.5711e+06
-61.309,3.1412e-14,0,35.283,0,0,-14.717,0.70567,5.9241e+06
-57.112,1.5706e-14,0,32.868,0,0,-17.132,0.65736,6.8965e+06
-63.187,1.5706e-14,0,36.364,0,0,-13.636,0.72728,5.4891e+06
-61.532,3.1412e-14,0,35.412,0,0,-14.588,0.70824,5.8724e+06
-59.48,1.5706e-14,0,34.231,0,0,-15.769,0.68461,6.3479e+06
-54.222,3.1412e-14,0,31.205,0,0,-18.795,0.62409,7.566e+06
-57.387,1.5706e-14,0,33.026,0,0,-16.974,0.66052,6.8328e+06
-59.443,1.5706e-14,0,34.21,0,0,-15.79,0.68419,6.3564e+06
-63.059,1.5706e-14,0,36.29,0,0,-13.71,0.72581,5.5188e+06
-58.221,0,0,33.506,0,0,-16.494,0.67013,6.6395e+06
-53.625,1.5706e-14,0,30.861,0,0,-19.139,0.61722,7.7043e+06
-49.775,1.5706e-14,0,28.645,0,0,-21.355,0.5729,8.5963e+06
-53.252,1.5706e-14,0,30.647,0,0,-19.353,0.61294,7.7906e+06
-50.19,1.5706e-14,0,28.884,1.1869e-14,0,-21.116,0.57769,8.5e+06
-70.983,1.5706e-14,0,40.851,0,0,-9.1495,0.81701,3.6831e+06
-53.556,3.1412e-14,0,30.822,1.1869e-14,0,-19.178,0.61643,7.7202e+06
-52.365,1.5706e-14,0,30.136,0,0,-19.864,0.60272,7.9962e+06
-52.256,1.5706e-14,0,30.073,0,0,-19.927,0.60146,8.0214e+06
-55.809,1.5706e-14,0,32.118,1.1869e-14,0,-17.882,0.64236,7.1983e+06
-52.469,1.5706e-14,0,30.196,0,0,-19.804,0.60392,7.972e+06
-62.694,0,0,36.08,0,0,-13.92,0.72161,5.6033e+06
-57.974,3.1412e-14,0,33.364,0,0,-16.636,0.66728,6.6967e+06
-54.892,3.1412e-14,0,31.591,0,0,-18.409,0.63181,7.4106e+06
-53.503,1.5706e-14,0,30.791,0,0,-19.209,0.61582,7.7324e+06
-52.674,0,0,30.314,0,0,-19.686,0.60627,7.9246e+06
-59.793,3.1412e-14,0,34.411,0,0,-15.589,0.68822,6.2753e+06
-55.58,1.5706e-14,0,31.986,1.1869e-14,0,-18.014,0.63972,7.2514e+06
-59.907,1.5706e-14,0,34.476,1.1869e-14,0,-15.524,0.68952,6.249e+06
-62.737,4.7118e-14,0,36.105,0,0,-13.895,0.72211,5.5933e+06
-71.867,3.1412e-14,0,41.359,0,0,-8.6408,0.82718,3.4783e+06
-64.88,3.1412e-14,0,37.338,0,0,-12.662,0.74677,5.0969e+06
-57.539,1.5706e-14,0,33.114,0,0,-16.886,0.66227,6.7976e+06
-62.571,0,0,36.009,0,0,-13.991,0.72019,5.6319e+06
-58.786,1.5706e-14,0,33.831,0,0,-16.169,0.67663,6.5086e+06
-56.413,1.5706e-14,0,32.466,0,0,-17.534,0.64931,7.0583e+06
