% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-57.215,3.1412e-14,0,32.927,0,0,-27.073,0.54878,1.0898e+07
-62.252,3.1412e-14,0,35.826,0,0,-24.174,0.5971,9.731e+06
-81.089,1.5706e-14,0,46.667,0,0,-13.333,0.77778,5.3673e+06
-70.03,3.1412e-14,0,40.302,0,0,-19.698,0.67171,7.9292e+06
-70.125,1.5706e-14,0,40.357,1.1869e-14,0,-19.643,0.67262,7.9071e+06
-73.691,1.5706e-14,0,42.409,1.1869e-14,0,-17.591,0.70682,7.0811e+06
-60.512,3.1412e-14,0,34.825,0,0,-25.175,0.58041,1.0134e+07
-70.03,1.5706e-14,0,40.302,0,0,-19.698,0.6717,7.9293e+06
-66.034,1.5706e-14,0,38.003,0,0,-21.997,0.63338,8.8549e+06
-74.997,3.1412e-14,0,43.161,0,0,-16.839,0.71934,6.7786e+06
-68.901,0,0,39.652,0,0,-20.348,0.66087,8.1909e+06
-72.88,1.5706e-14,0,41.942,0,0,-18.058,0.69904,7.269e+06
-68.364,3.1412e-14,0,39.343,0,0,-20.657,0.65572,8.3153e+06
-72.704,3.1412e-14,0,41.841,0,0,-18.159,0.69736,7.3097e+06
-68.075,1.5706e-14,0,39.177,1.1869e-14,0,-20.823,0.65295,8.3822e+06
-66.671,3.1412e-14,0,38.369,0,0,-21.631,0.63948,8.7075e+06
-71.307,1.5706e-14,0,41.037,0,0,-18.963,0.68395,7.6335e+06
-64.794,3.1412e-14,0,37.289,0,0,-22.711,0.62148,9.1422e+06
-57.697,4.7118e-14,0,33.205,0,0,-26.795,0.55341,1.0786e+07
-70.079,3.1412e-14,0,40.331,0,0,-19.669,0.67218,7.9178e+06
-56.443,1.5706e-14,0,32.483,0,0,-27.517,0.54138,1.1077e+07
-62.963,1.5706e-14,0,36.235,1.1869e-14,0,-23.765,0.60392,9.5665e+06
-69.983,3.1412e-14,0,40.275,0,0,-19.725,0.67125,7.9402e+06
-70.584,1.5706e-14,0,40.621,0,0,-19.379,0.67702,7.8008e+06
-67.998,1.5706e-14,0,39.133,0,0,-20.867,0.65222,8.3999e+06
-68.95,3.1412e-14,0,39.681,0,0,-20.319,0.66135,8.1794e+06
-57.748,1.5706e-14,0,33.234,1.1869e-14,0,-26.766,0.5539,1.0775e+07
-65.387,1.5706e-14,0,37.63,0,0,-22.37,0.62717,9.0048e+06
-61.152,3.1412e-14,0,35.193,0,0,-24.807,0.58655,9.986e+06
-70.863,1.5706e-14,0,40.782,0,0,-19.218,0.67969,7.7363e+06
-71.831,1.5706e-14,0,41.338,0,0,-18.662,0.68897,7.5121e+06
-62.96,1.5706e-14,0,36.233,0,0,-23.767,0.60389,9.5671e+06
-77.718,1.5706e-14,0,44.727,0,0,-15.273,0.74545,6.1482e+06
-65.04,1.5706e-14,0,37.43,1.1869e-14,0,-22.57,0.62384,9.0853e+06
-73.571,3.1412e-14,0,42.34,0,0,-17.66,0.70567,7.1089e+06
-68.534,1.5706e-14,0,39.441,0,0,-20.559,0.65736,8.2758e+06
-75.824,1.5706e-14,0,43.637,0,0,-16.363,0.72728,6.5869e+06
-73.839,3.1412e-14,0,42.494,0,0,-17.506,0.70824,7.0468e+06
-71.376,1.5706e-14,0,41.077,0,0,-18.923,0.68461,7.6175e+06
-65.066,3.1412e-14,0,37.446,0,0,-22.554,0.62409,9.0792e+06
-68.864,1.5706e-14,0,39.631,0,0,-20.369,0.66052,8.1994e+06
-71.332,1.5706e-14,0,41.051,0,0,-18.949,0.68419,7.6277e+06
-75.671,1.5706e-14,0,43.548,0,0,-16.452,0.72581,6.6225e+06
-69.865,0,0,40.208,0,0,-19.792,0.67013,7.9674e+06
-64.35,1.5706e-14,0,37.033,0,0,-22.967,0.61722,9.2451e+06
