% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of gasoline,Rebound effect on fuel,CO2 Reduction (tonnes)
-9.5358,3.1412e-14,0,5.4878,0,0,-4.5122,0.54878,1.8163e+06
-10.375,3.1412e-14,0,5.971,0,0,-4.029,0.5971,1.6218e+06
-13.515,1.5706e-14,0,7.7778,0,0,-2.2222,0.77778,8.9455e+05
-11.672,3.1412e-14,0,6.7171,0,0,-3.2829,0.67171,1.3215e+06
-11.688,1.5706e-14,0,6.7262,1.1869e-14,0,-3.2738,0.67262,1.3179e+06
-12.282,1.5706e-14,0,7.0682,1.1869e-14,0,-2.9318,0.70682,1.1802e+06
-10.085,3.1412e-14,0,5.8041,0,0,-4.1959,0.58041,1.689e+06
-11.672,1.5706e-14,0,6.717,0,0,-3.283,0.6717,1.3215e+06
-11.006,1.5706e-14,0,6.3338,0,0,-3.6662,0.63338,1.4758e+06
-12.499,3.1412e-14,0,7.1934,0,0,-2.8066,0.71934,1.1298e+06
-11.483,0,0,6.6087,0,0,-3.3913,0.66087,1.3651e+06
-12.147,1.5706e-14,0,6.9904,0,0,-3.0096,0.69904,1.2115e+06
-11.394,3.1412e-14,0,6.5572,0,0,-3.4428,0.65572,1.3859e+06
-12.117,3.1412e-14,0,6.9736,0,0,-3.0264,0.69736,1.2183e+06
-11.346,1.5706e-14,0,6.5295,1.1869e-14,0,-3.4705,0.65295,1.397e+06
-11.112,3.1412e-14,0,6.3948,0,0,-3.6052,0.63948,1.4512e+06
-11.884,1.5706e-14,0,6.8395,0,0,-3.1605,0.68395,1.2722e+06
-10.799,3.1412e-14,0,6.2148,0,0,-3.7852,0.62148,1.5237e+06
-9.6162,4.7118e-14,0,5.5341,0,0,-4.4659,0.55341,1.7977e+06
-11.68,3.1412e-14,0,6.7218,0,0,-3.2782,0.67218,1.3196e+06
-9.4072,1.5706e-14,0,5.4138,0,0,-4.5862,0.54138,1.8461e+06
-10.494,1.5706e-14,0,6.0392,1.1869e-14,0,-3.9608,0.60392,1.5944e+06
-11.664,3.1412e-14,0,6.7125,0,0,-3.2875,0.67125,1.3234e+06
-11.764,1.5706e-14,0,6.7702,0,0,-3.2298,0.67702,1.3001e+06
-11.333,1.5706e-14,0,6.5222,0,0,-3.4778,0.65222,1.4e+06
-11.492,3.1412e-14,0,6.6135,0,0,-3.3865,0.66135,1.3632e+06
-9.6246,1.5706e-14,0,5.539,1.1869e-14,0,-4.461,0.5539,1.7958e+06
-10.898,1.5706e-14,0,6.2717,0,0,-3.7283,0.62717,1.5008e+06
-10.192,3.1412e-14,0,5.8655,0,0,-4.1345,0.58655,1.6643e+06
-11.81,1.5706e-14,0,6.7969,0,0,-3.2031,0.67969,1.2894e+06
-11.972,1.5706e-14,0,6.8897,0,0,-3.1103,0.68897,1.252e+06
-10.493,1.5706e-14,0,6.0389,0,0,-3.9611,0.60389,1.5945e+06
-12.953,1.5706e-14,0,7.4545,0,0,-2.5455,0.74545,1.0247e+06
-10.84,1.5706e-14,0,6.2384,1.1869e-14,0,-3.7616,0.62384,1.5142e+06
-12.262,3.1412e-14,0,7.0567,0,0,-2.9433,0.70567,1.1848e+06
-11.422,1.5706e-14,0,6.5736,0,0,-3.4264,0.65736,1.3793e+06
-12.637,1.5706e-14,0,7.2728,0,0,-2.7272,0.72728,1.0978e+06
-12.306,3.1412e-14,0,7.0824,0,0,-2.9176,0.70824,1.1745e+06
-11.896,1.5706e-14,0,6.8461,0,0,-3.1539,0.68461,1.2696e+06
-10.844,3.1412e-14,0,6.2409,0,0,-3.7591,0.62409,1.5132e+06
-11.477,1.5706e-14,0,6.6052,0,0,-3.3948,0.66052,1.3666e+06
-11.889,1.5706e-14,0,6.8419,0,0,-3.1581,0.68419,1.2713e+06
-12.612,1.5706e-14,0,7.2581,0,0,-2.7419,0.72581,1.1038e+06
-11.644,0,0,6.7013,0,0,-3.2987,0.67013,1.3279e+06
-10.725,1.5706e-14,0,6.1722,0,0,-3.8278,0.61722,1.5409e+06
-9.9549,1.5706e-14,0,5.729,0,0,-4.271,0.5729,1.7193e+06
-10.65,1.5706e-14,0,6.1294,0,0,-3.8706,0.61294,1.5581e+06
-10.038,1.5706e-14,0,5.7769,1.1869e-14,0,-4.2231,0.57769,1.7e+06
-14.197,1.5706e-14,0,8.1701,0,0,-1.8299,0.81701,7.3662e+05
-10.711,3.1412e-14,0,6.1643,1.1869e-14,0,-3.8357,0.61643,1.544e+06
-10.473,1.5706e-14,0,6.0272,0,0,-3.9728,0.60272,1.5992e+06
-10.451,1.5706e-14,0,6.0146,0,0,-3.9854,0.60146,1.6043e+06
-11.162,1.5706e-14,0,6.4236,1.1869e-14,0,-3.5764,0.64236,1.4397e+06
-10.494,1.5706e-14,0,6.0392,0,0,-3.9608,0.60392,1.5944e+06
-12.539,0,0,7.2161,0,0,-2.7839,0.72161,1.1207e+06
-11.595,3.1412e-14,0,6.6728,0,0,-3.3272,0.66728,1.3393e+06
-10.978,3.1412e-14,0,6.3181,0,0,-3.6819,0.63181,1.4821e+06
-10.701,1.5706e-14,0,6.1582,0,0,-3.8418,0.61582,1.5465e+06
-10.535,0,0,6.0627,0,0,-3.9373,0.60627,1.5849e+06
-11.959,3.1412e-14,0,6.8822,0,0,-3.1178,0.68822,1.2551e+06
-11.116,1.5706e-14,0,6.3972,1.1869e-14,0,-3.6028,0.63972,1.4503e+06
-11.981,1.5706e-14,0,6.8952,1.1869e-14,0,-3.1048,0.68952,1.2498e+06
-12.547,4.7118e-14,0,7.2211,0,0,-2.7789,0.72211,1.1187e+06
-14.373,3.1412e-14,0,8.2718,0,0,-1.7282,0.82718,6.9566e+05
-12.976,3.1412e-14,0,7.4677,0,0,-2.5323,0.74677,1.0194e+06
-11.508,1.5706e-14,0,6.6227,0,0,-3.3773,0.66227,1.3595e+06
-12.514,0,0,7.2019,0,0,-2.7981,0.72019,1.1264e+06
-11.757,1.5706e-14,0,6.7663,0,0,-3.2337,0.67663,1.3017e+06
-11.283,1.5706e-14,0,6.4931,0,0,-3.5069,0.64931,1.4117e+06
-12.198,1.5706e-14,0,7.0198,0,0,-2.9802,0.70198,1.1997e+06
-11.607,1.5706e-14,0,6.68,0,0,-3.32,0.668,1.3364e+06
-9.3583,1.5706e-14,0,5.3857,0,0,-4.6143,0.53857,1.8575e+06
