% Change in the Price of gasoline,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of gasoline,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of Non-Biomass Electricity,Rebound effect on electricity,CO2 Reduction (megatonnes)
-0.085532,-1.7404,-0.3837,-0.024804,0.56335,-0.019185,-0.121,0.8234,7.4784
-0.11812,-2.1276,-1.1246,-0.034255,0.53625,-0.056232,-0.14792,0.78412,9.142
0.19368,-1.5989,-0.019935,0.056168,0.57326,-0.00099677,-0.11116,0.83777,6.8702
0.0025125,-2.5765,-0.90841,0.00072864,0.50483,-0.045421,-0.17913,0.73857,11.071
0.20734,-1.6484,-0.12953,0.060129,0.5698,-0.0064767,-0.1146,0.83274,7.083
-0.096415,-1.3955,-0.26641,-0.02796,0.5875,-0.013321,-0.097018,0.85841,5.9962
0.09863,-1.6569,-0.16849,0.028603,0.5692,-0.0084245,-0.1152,0.83187,7.1197
0.019821,-2.8101,-0.24713,0.005748,0.48848,-0.012356,-0.19537,0.71486,12.075
-0.023079,-2.6495,-0.23146,-0.006693,0.49972,-0.011573,-0.1842,0.73116,11.385
0.1384,-4.0324,-0.67141,0.040136,0.40291,-0.033571,-0.28035,0.59084,17.327
0.399,-2.0256,0.91787,0.11571,0.54339,0.045893,-0.14083,0.79446,8.704
-0.25048,-1.7249,-0.80948,-0.072638,0.56444,-0.040474,-0.11992,0.82498,7.4118
-0.021722,-2.2745,-1.3693,-0.0062995,0.52597,-0.068467,-0.15813,0.76921,9.7733
-0.073267,-1.5026,0.46731,-0.021247,0.58,0.023365,-0.10447,0.84753,6.4566
0.069798,-2.3801,0.60158,0.020241,0.51857,0.030079,-0.16548,0.75849,10.227
0.059224,-2.1187,-0.44835,0.017175,0.53688,-0.022417,-0.1473,0.78502,9.1038
-0.067161,-2.1124,-0.23025,-0.019477,0.53732,-0.011513,-0.14686,0.78566,9.0767
0.33249,-5.1919,-0.67019,0.096421,0.32175,-0.033509,-0.36096,0.47319,22.309
0.41237,-2.0165,1.2277,0.11959,0.54403,0.061383,-0.1402,0.79539,8.6649
