Year,Country,Crop,Percent_Price_Change,Percent_Quantity_Change,Welfare_Transfer_to_Producer,Welfare_lost_by_Consumer,Welfare_lost_by_Producer,Percent_Change_in_Producer_Surplus,Percent_Change_in_Consumer_Surplus
1,Argentina,corn,0.801870433392041,-0.280654651687215,1666729798.43939,1599448568.1,2995227994.19481,-0.431365131715118,-0.482542269860757
1,Australia,corn,1.02167867293358,-0.332045568703414,58770490.6026707,30269815.4893225,71272610.8370861,-0.00523955623116346,-0.553836877711255
1,Brazil,corn,0.60856100433496,-0.15214025108374,6507290513.27191,1842380243.71855,9173372797.05925,0.0385642319896661,-0.281133846167657
1,Canada,corn,2.40017465496387,-0.552040170641691,1072403732.34912,2274949047.03418,-Inf,-0.387460290846382,-0.799331991281275
1,China,corn,2.97749535908235,-0.297749535908235,144452129464.397,97229895533.1311,71508734157.0946,0.887558775710711,-0.506844285682901
1,Egypt,corn,-0.425360384941282,0.142495728955329,-1315426337.50002,136879889.198899,-320291929.949525,-0.29686060572141,0.30529649068117
1,India,corn,-0.319054410515284,0.0797636026288211,-1353328462.20136,89206708.5839326,-159130328.818032,-0.232879174488088,0.16588943756197
1,Indonesia,corn,0.18410238943373,-0.0725363414368897,975983396.075469,67154454.8103197,1552636629.34429,0.0487420332613427,-0.13981116204473
1,Mexico,corn,-0.0033550830572087,0.000452936212723277,-18317866.5161378,10899.8289289849,593580156.790946,-0.00243459149951466,0.000906077576659398
1,Pakistan,corn,0.726942258422769,-0.28350748078488,379171354.26407,150211254.583431,532060375.075364,-0.0467266624108227,-0.48663846990877
1,Russia,corn,1.61657907815199,-0.460725037273316,799149233.900181,1331242569.41414,-Inf,-0.444898863478018,-0.709182514576134
1,South Africa,corn,-0.0522740059852919,0.00993206113720541,-133289017.203977,1609608.03962898,289337003.220286,-0.0332639207369562,0.0199627681128441
1,Thailand,corn,0.674206330409703,-0.0809047596491642,633310359.46806,66367961.7016505,277992143.39502,0.436251412849732,-0.15526393916444
1,Ukraine,corn,1.58729445960218,-0.555553060860761,1475618578.59472,3320074712.69472,-Inf,-0.589839946614954,-0.802466918289762
1,United States,corn,1.10313466902209,-0.189187595737288,40514022151.2647,12141228808.8095,27468681445.6389,0.391465722083266,-0.342583245093721
1,Vietnam,corn,0.901063251189263,-0.144170120190282,1319683504.4316,174062453.057709,457810713.382668,0.544192785807382,-0.267555216824884
1,Argentina,soybean,2.44047523206273,-0.0610118808015684,21980035819.0596,16869635597.4748,-Inf,0.640064523801726,-0.118301312004192
1,Brazil,soybean,1.07298913922217,-0.0429195655688867,30901980560.7453,8132371798.55938,21478418847.8782,0.510215747965194,-0.0839970420291514
1,Canada,soybean,1.72644141848279,-0.431610354620696,1264287240.87794,2129232884.03159,-Inf,-0.399057312175576,-0.67693321102559
1,China,soybean,1.44173459492409,-0.0360433648731022,9747686220.69745,5218730471.08885,-Inf,0.332204149684833,-0.070787605594829
1,India,soybean,-0.337390870889726,0.0253043153167294,-1159631217.65116,78355375.511826,105181215.832777,-0.267869701209056,0.0512489390071075
1,Japan,soybean,1.34247594756232,-0.100685696067174,311793317.744329,143070972.25727,279150445.570007,0.339253149390697,-0.191233782741816
1,United States,soybean,0.403807033099478,-0.132852513889728,11605318471.3633,3342720003.61752,-Inf,-0.176379678887851,-0.248055237332636
1,China,sugarcane,0.074555594829892,-0.0584292196681863,3105284790.59668,107798143.936926,4889455223.65488,0.00503666203852095,-0.113444465625339
2,Argentina,corn,0.810600054270707,-0.283710018994748,1661405339.21608,1634463157.36484,3004748599.99225,-0.436185344078567,-0.486928663111495
2,Australia,corn,0.649246740278315,-0.211005190590452,48464938.9772392,12223643.4567127,49672398.296275,0.116887473817584,-0.377487190724792
2,Brazil,corn,0.476530328188447,-0.119132582047112,5525281052.05354,1129671363.94962,7859734288.65553,0.0668325033010485,-0.224072591989012
2,Canada,corn,2.43902398042657,-0.560975515498112,1031352449.99847,2349189893.48087,-Inf,-0.411652936531903,-0.807257502007851
2,China,corn,3.01832211804227,-0.301832211804227,144493751865.112,99914565726.8475,72404248473.1855,0.877982613400132,-0.512561739525823
2,Egypt,corn,-0.499501934697042,0.167333148123509,-1588770170.27449,188755629.803482,-432472390.766374,-0.368073493681912,0.362666678707942
2,India,corn,-0.742777862748413,0.185694465687103,-3576336285.48096,483488239.082075,-901774040.87297,-0.666994719929915,0.405871365961025
2,Indonesia,corn,0.141326265342372,-0.0556825485448945,768193805.045382,39573252.1597217,1383129720.55917,0.0411706046656173,-0.108264550877335
2,Mexico,corn,-0.286699806377116,0.0387044738609108,-1673878535.56654,79591727.2071395,44850724.6933746,-0.230404029171377,0.0789069840186716
