Year,Country,Crop,Percent_Price_Change,Percent_Quantity_Change,Welfare_Transfer_to_Producer,Welfare_lost_by_Consumer,Welfare_lost_by_Producer,Change_in_Producer_Surplus,Change_in_Consumer_Surplus,Percent_Change_in_Producer_Surplus,Percent_Change_in_Consumer_Surplus,Producer_Surplus_Original,Consumer_Surplus_Original
6,India,soybean,-0.459816091954023,0.0344862068965517,-1625843039.60644,145536013.181966,-633018355.506,-992824684.100443,1480307026.42448,-0.382574336281817,0.0701617122592152,21098502000,21098502000
6,Japan,soybean,0.249595505617978,-0.0187196629213482,83273286.4238521,4945520.69343433,39628283.2192,43645003.2046521,-88218807.1172862,0.150095763616635,-0.0370889000628077,2378577066.66667,2378577066.66667
6,United States,soybean,0.153133462282398,-0.050380909090909,5438323803.491,480720282.738156,6278448558.1818,-840124754.690796,-5919044086.22916,-0.0327221860193232,-0.0982235821809919,60260926702.1277,60260926702.1277
7,Argentina,corn,0.0269935238095238,-0.00944773333333338,125480846.518783,1812512.63663401,134292406.53601,-8811560.01722717,-127293359.155416,-0.00286112526128463,-0.0188062070015288,6768688611.42857,6768688611.42857
7,Australia,corn,-0.0241769369369374,0.00785750450450458,-2553377.15572009,16950.5452791669,-1402207.84157898,-1151169.31414111,2536426.61044091,-0.0124473758417902,0.0157767493860475,160769912,160769912
7,Brazil,corn,-0.0567789552238807,0.0141947388059701,-865189139.146569,16037837.9813205,-564921912.285384,-300267226.861185,849151301.165241,-0.0255949697617543,0.0285909682217098,29699984085.2,29699984085.2
7,Canada,corn,0.970058536585365,-0.223113463414634,1288592264.15724,371605272.094014,766150202.44464,522442061.712605,-1660197536.25126,0.298033182391956,-0.396447309272395,4187687739.13043,4187687739.13043
7,China,corn,0.612408695652174,-0.0612408695652174,52502250166.9037,4113204762.48972,13432875110.0095,39069375056.8942,-56615454929.3934,0.438152265152897,-0.118731295025331,476836834950,476836834950
7,Egypt,corn,-0.368652991452991,0.123498752136752,-1115186565.94727,102816091.183827,-557793337.190035,-557393228.757239,1012370474.76345,-0.246294062151225,0.262249446052839,3860334082.68657,3860334082.68657
7,India,corn,-0.0299123913043476,0.00747809782608688,-115180437.414219,784097.876258296,-52426291.7183976,-62754145.6958218,114396339.537962,-0.018402601076934,0.0150121175992704,7620266680,7620266680
7,Indonesia,corn,-0.0495818991097923,0.0195352682492581,-299225322.651752,4870822.36986519,-196475829.176266,-102749493.475486,294354500.281885,-0.020321471941763,0.0394521632040866,7461048428.68021,7461048428.68021
7,Mexico,corn,-0.00827391549295797,0.0011169785915493,-45227785.6058643,66288.057359214,-16023382.7419756,-29204402.8638887,45161497.5485077,-0.00601510968984962,0.00223520482427276,20204634965.9259,20204634965.9259
7,Pakistan,corn,0.160565671641791,-0.0626206119402984,124647695.773856,7328381.03607296,91282040.0667208,33365655.7071353,-131976076.809929,0.0457239117902419,-0.121319882840819,1087835511.53846,1087835511.53846
7,Russia,corn,0.751075630252101,-0.214056554621849,861049076.824026,287362855.657507,765203513.688902,95845563.1351244,-1148411932.48153,0.0662428464074805,-0.382292900667121,3004010617.19298,3004010617.19298
7,South Africa,corn,0.315753191489362,-0.0599931063829787,708990167.416379,58727844.8701544,371985756.3,337004411.116379,-767718012.286533,0.156335076477413,-0.116387039952478,6596250000,6596250000
7,Thailand,corn,0.384344444444445,-0.0461213333333334,384526437.928346,21568207.02843,112233738.981741,272292698.946605,-406094644.956776,0.272179370064064,-0.0901154892782223,4506380070.83333,4506380070.83333
7,Ukraine,corn,0.261785714285714,-0.0916250000000001,954657847.394131,90307691.9220379,689935981.941901,264721865.45223,-1044965539.31617,0.0735815718438535,-0.174854859375,5976188154.28572,5976188154.28572
7,United States,corn,0.366692206076619,-0.06288771334214,17382337330.7262,1341556398.26738,7317070698.72692,10065266631.9993,-18723893728.9936,0.212963561882154,-0.121820562194877,153700601865.889,153700601865.889
7,Vietnam,corn,0.19351,-0.0309616,332333980.763024,8027889.20198973,82971311.063922,249362669.699102,-340361869.965014,0.145394141645833,-0.0609645793254401,5582944616.875,5582944616.875
7,Argentina,soybean,0.0941391304347824,-0.00235347826086963,1518825146.17809,25101360.2914407,533282178.739276,985542967.438814,-1543926506.46954,0.0714543189251955,-0.00470141766181478,328395947250,328395947250
7,Brazil,soybean,-0.123221052631579,0.00492884210526319,-4699513863.11866,107249778.146221,-1740770361.16368,-2958743501.95499,4592264084.97247,-0.0958862318940026,0.00988197769502499,464711035250,464711035250
7,Canada,soybean,0.432859649122807,-0.108214912280702,892425898.061641,133848552.229347,618438574.7232,273987323.338441,-1026274450.29099,0.130129742891586,-0.204719357321484,5013079680,5013079680
7,China,soybean,0.332357894736842,-0.00830894736842127,3221540328.14258,277335986.995043,1668899649.36525,1552640678.77733,-3498876315.1377,0.189512841533375,-0.0165488561304713,211427079162,211427079162
7,India,soybean,0.13656091954023,-0.0102420689655173,417134645.003215,12836747.7349046,188000311.9212,229134333.082015,-429971392.738121,0.0882944560122965,-0.0203792379543401,21098502000,21098502000
7,Japan,soybean,0.16163595505618,-0.0121226966292134,55245954.0234317,2074027.20625556,25662943.68768,29583010.3357517,-57319981.2296872,0.101736377600956,-0.024098433484863,2378577066.66667,2378577066.66667
7,United States,soybean,0.115241779497099,-0.0379145454545453,4210652764.06901,272252674.208255,4724895352.9932,-514242588.924191,-4482905438.27726,-0.0200293367858549,-0.0743915781520662,60260926702.1277,60260926702.1277
8,Argentina,corn,0.0200625714285716,-0.00702189999999992,93723132.0483055,1001232.80465704,99811014.5772404,-6087882.52893496,-94724364.8529615,-0.00197674355701095,-0.01399449292039,6768688611.42857,6768688611.42857
8,Australia,corn,0.327138738738739,-0.10632009009009,29265353.8978022,3103452.25269699,18973309.3956536,10292044.5021487,-32368806.1504992,0.111285928598833,-0.201336218623415,160769912,160769912
8,Brazil,corn,-0.0654132835820895,0.0163533208955223,-1000615874.98875,21286434.7724307,-650829116.251824,-349786758.736925,979329440.21632,-0.0298160462149689,0.0329740728953567,29699984085.2,29699984085.2
8,Canada,corn,1.41189512195122,-0.32473587804878,1490968574.85747,787210464.650247,1115111813.06772,375856761.789748,-2278179039.50771,0.21441188420498,-0.544018365605448,4187687739.13043,4187687739.13043
8,China,corn,0.898143478260869,-0.089814347826087,72960260189.4813,8846858356.49871,19700323101.2253,53259937088.256,-81807118545.98,0.597295504295563,-0.171562078576749,476836834950,476836834950
8,Egypt,corn,-0.169641880341881,0.05683002991453,-473005008.473868,21771668.8263031,-256677994.637014,-216327013.836854,451233339.647565,-0.0955879193396661,0.116889712129146,3860334082.68657,3860334082.68657
8,India,corn,0.0526365217391306,-0.0131591304347827,196804655.574649,2427964.74706158,92253996.5347521,104550659.039897,-199232620.321711,0.0306593938824008,-0.0261450981557657,7620266680,7620266680
8,Indonesia,corn,0.00123015133531162,-0.000484679626112846,7227685.3323414,2998.28603559508,4874662.0834839,2353023.2488575,-7230683.61837864,0.000465373544068925,-0.000969124337885806,7461048428.68021,7461048428.68021
8,Mexico,corn,0.0863014084507048,-0.0116506901408452,460841447.588192,7211886.73057652,167132538.391791,293708909.196402,-468053334.318768,0.0604940054393974,-0.0231656417009323,20204634965.9259,20204634965.9259
8,Pakistan,corn,0.38675671641791,-0.150835119402985,260899456.437478,42518542.6543989,219872291.026773,41027165.4107049,-303417999.091877,0.0562231567905786,-0.278919005560657,1087835511.53846,1087835511.53846
8,Russia,corn,0.41610756302521,-0.118590655462185,582046338.381773,88201202.8541999,423934629.848851,158111708.532922,-670247541.235973,0.109277563623937,-0.223117567361419,3004010617.19298,3004010617.19298
8,South Africa,corn,-0.0407419148936168,0.00774096382978715,-103495687.394456,977758.140749307,-47997652.7024996,-55498034.6919563,102517929.253706,-0.025745329175875,0.0155418501805884,6596250000,6596250000
8,Thailand,corn,0.130241851851852,-0.0156290222222223,137283168.460484,2476703.13035781,38032369.7051702,99250798.7553135,-139759871.590842,0.0992094903318497,-0.0310137781088219,4506380070.83333,4506380070.83333
8,Ukraine,corn,0.0519699999999998,-0.0181895,211871395.317594,3559084.42317798,136966881.784799,74904513.532795,-215430479.740771,0.0208203120453487,-0.0360481420897498,5976188154.28572,5976188154.28572
8,United States,corn,0.478808454425363,-0.0821156499339498,21918717603.6227,2287331952.44286,9554267186.81476,12364450416.8079,-24206049556.0655,0.261610297844207,-0.157488319903825,153700601865.889,153700601865.889
8,Vietnam,corn,-0.157210416666667,0.0251536666666667,-289693975.429101,5298551.76385861,-67407133.3974406,-222286842.03166,284395423.665242,-0.12960722884205,0.0509400402801112,5582944616.875,5582944616.875
8,Argentina,soybean,0.186344927536232,-0.0046586231884057,2954264844.27947,98354003.6793177,1055612352.63776,1898652491.6417,-3052618847.95874,0.137657032872396,-0.00929554360679992,328395947250,328395947250
8,Brazil,soybean,-0.0180721052631582,0.00072288421052633,-674414361.082706,2306981.26989627,-255308525.078075,-419105836.004631,672107379.812805,-0.0135822788804493,0.00144629098263447,464711035250,464711035250
8,Canada,soybean,0.61961403508772,-0.15490350877193,1158538251.01534,274259680.015191,885259740.6912,273278510.324139,-1432797931.03053,0.129793093537939,-0.285811920514004,5013079680,5013079680
8,China,soybean,0.335557894736842,-0.00838894736842124,3249720041.42871,282702175.405838,1684968107.38156,1564751934.04715,-3532422216.83463,0.190991122008757,-0.0167075202988923,211427079162,211427079162
8,India,soybean,-0.127420689655172,0.0095565517241379,-416360616.678604,11175888.0917501,-175417165.3284,-240943451.350204,405184728.586853,-0.0928449729926626,0.019204431129132,21098502000,21098502000
8,Japan,soybean,0.337797752808989,-0.0253348314606741,109936588.908072,9058410.83674579,53632155.6992001,56304433.2088723,-118994999.744818,0.193631716736515,-0.0500278092362076,2378577066.66667,2378577066.66667
8,United States,soybean,0.131653771760155,-0.0433140909090909,4751919013.1335,355319346.155582,5397784528.3901,-645865515.256596,-5107238359.28909,-0.0251559442995709,-0.0847520713469008,60260926702.1277,60260926702.1277
9,Argentina,corn,0.0143309523809523,-0.00501583333333339,67220065.4355597,510871.863565459,71296289.3163299,-4076223.88077021,-67730937.2991257,-0.00132355531746049,-0.0100065080826389,6768688611.42857,6768688611.42857
9,Australia,corn,0.237318918918919,-0.0771286486486486,22210315.1575043,1633224.32915762,13763962.3220736,8446352.83543071,-23843539.4866619,0.0913288140532286,-0.14830846885493,160769912,160769912
9,Brazil,corn,-0.137089701492538,0.0342724253731342,-2164159895.20452,93493343.1250106,-1363973254.11201,-800186641.092505,2070666552.0795,-0.0682084192025084,0.0697194498872257,29699984085.2,29699984085.2
9,Canada,corn,0.382948780487805,-0.0880782195121951,647289189.886353,57911840.1466178,302452145.54724,344837044.339113,-705201030.03297,0.196716323708938,-0.168398666271952,4187687739.13043,4187687739.13043
9,China,corn,0.340090434782609,-0.0340090434782609,30613524345.1007,1268488304.4795,7459711739.85139,23153812605.2493,-31882012649.5803,0.259663622086156,-0.0668614719182157,476836834950,476836834950
9,Egypt,corn,-0.332574358974359,0.11141241025641,-991771934.800399,83676419.7153815,-503204275.720082,-488567659.080317,908095515.085018,-0.215882266203513,0.235237545671963,3860334082.68657,3860334082.68657
9,India,corn,0.0772202173913049,-0.0193050543478262,286153838.325799,5225526.45109189,135340889.410143,150812948.915657,-291379364.776892,0.0442257719447472,-0.03823742357228,7620266680,7620266680
9,Indonesia,corn,-0.155870919881305,0.0614131424332343,-992690549.344845,48137792.9009401,-617662267.440222,-375028281.904623,944552756.443904,-0.0741719151142157,0.126597858929993,7461048428.68021,7461048428.68021
9,Mexico,corn,-0.074049014084507,0.00999661690140845,-411284563.772667,5309476.35594051,-143404376.724886,-267880187.047781,405975087.416729,-0.0551741707008927,0.0200931661522906,20204634965.9259,20204634965.9259
9,Pakistan,corn,0.145338208955224,-0.0566819014925372,113821833.236956,6004298.15102127,82625184.3088434,31196648.9281131,-119826131.387978,0.0427515297844167,-0.110150965028265,1087835511.53846,1087835511.53846
9,Russia,corn,0.461467226890756,-0.131518159663866,629724609.548813,108478835.703793,470147518.100881,159577091.447932,-738203445.252605,0.110290350571939,-0.245739293006361,3004010617.19298,3004010617.19298
9,South Africa,corn,0.247148936170213,-0.0469582978723405,568971668.480464,35980405.7790639,291163752,277807916.480464,-604952074.259528,0.128874045669407,-0.0917115140056135,6596250000,6596250000
9,Thailand,corn,-0.6076,0.0729120000000001,-734997435.501317,53902431.7283882,-177427359.211284,-557570076.290033,681095003.772928,-0.557338014270271,0.151140159744,4506380070.83333,4506380070.83333
9,Ukraine,corn,0.0542998412698414,-0.0190049444444445,221110372.321868,3885348.47247413,143107176.065802,78003196.2560663,-224995720.794342,0.0216816158331344,-0.0376487009755525,5976188154.28572,5976188154.28572
9,United States,corn,0.120294055482166,-0.0206304305151916,6132026308.2957,144375635.67572,2400378557.31157,3731647750.98412,-6276401943.97144,0.0789551857685119,-0.040835246367141,153700601865.889,153700601865.889
9,Vietnam,corn,-0.153551250000001,0.0245682,-282750413.768156,5054768.33732285,-65838191.9694281,-216912221.798728,277695645.430833,-0.126473486745118,0.0497399964512402,5582944616.875,5582944616.875
9,Argentina,soybean,0.199142028985507,-0.0049785507246377,3149405516.30479,112326634.778499,1128105757.9932,2021299758.31159,-3261732151.08331,0.146549265070763,-0.00993231548195762,328395947250,328395947250
9,Brazil,soybean,-0.300815789473684,0.0120326315789472,-11889863028.9378,639186847.243259,-4249689475.1542,-7640173553.78362,11250676181.6945,-0.247600865909622,0.0242100473806093,464711035250,464711035250
9,Canada,soybean,0.152938596491228,-0.038234649122807,359308998.538605,16709123.6402373,218507610.552,140801387.986606,-376018122.178843,0.0668733436066408,-0.0750074098520697,5013079680,5013079680
9,China,soybean,0.234084210526315,-0.00585210526315805,2329771606.74635,137574666.793242,1175428846.60114,1154342760.14521,-2467346273.53964,0.140897233705656,-0.0116699633903049,211427079162,211427079162
9,India,soybean,0.277655172413793,-0.0208241379310344,816501304.343505,53065673.2246582,382241560.734,434259743.609505,-869566977.568161,0.167337331399902,-0.0412146311414981,21098502000,21098502000
9,Japan,soybean,0.196815730337079,-0.0147611797752809,66627841.4447422,3075092.00301866,31248437.2844801,35379404.1602622,-69702933.4477611,0.121670255328795,-0.0293044671222037,2378577066.66667,2378577066.66667
9,United States,soybean,0.0473636363636364,-0.0155826363636364,1817427977.61027,45987766.652214,1941901854.79598,-124473877.185715,-1863415744.26247,-0.00484815777784862,-0.0309224541712313,60260926702.1277,60260926702.1277
10,Argentina,corn,0.0240306666666666,-0.00841073333333344,111943989.941648,1436459.93440747,119552233.346902,-7608243.40525341,-113380449.876057,-0.00247040675637624,-0.0167507262314623,6768688611.42857,6768688611.42857
10,Australia,corn,0.105780720720721,-0.0343787342342341,10539633.9658465,324484.653398234,6135043.34603525,4404590.61981121,-10864118.6192447,0.0476260044465476,-0.0675755711009201,160769912,160769912
10,Brazil,corn,-0.157734328358209,0.0394335820895521,-2512309518.29138,123772302.401272,-1569376859.04605,-942932659.245327,2388537215.8901,-0.0803761807541925,0.0804221715755177,29699984085.2,29699984085.2
10,Canada,corn,0.69519756097561,-0.15989543902439,1041265079.49622,190854525.677671,549065579.02716,492199500.46906,-1232119605.17389,0.280780959740604,-0.294224326627978,4187687739.13043,4187687739.13043
10,China,corn,0.773639130434782,-0.0773639130434783,64361885522.9025,6564089423.73345,16969383180.0996,47392502342.8029,-70925974946.636,0.531493841980429,-0.148742651045558,476836834950,476836834950
10,Egypt,corn,-0.146264615384615,0.0489986461538462,-403755117.253754,16184679.7850131,-221306838.191234,-182448279.06252,387570437.468741,-0.0806180008375724,0.100398159632602,3860334082.68657,3860334082.68657
10,India,corn,-0.226171739130435,0.0565429347826088,-930934782.077214,44827517.1764205,-396402462.560261,-534532319.516953,886107264.900795,-0.156751158504794,0.116282973039048,7620266680,7620266680
10,Indonesia,corn,-0.0206851632047478,0.00814995430267073,-122957745.292452,847761.873154707,-81968110.6465837,-40989634.6458683,122109983.419297,-0.00810680113530548,0.0163663303604769,7461048428.68021,7461048428.68021
10,Mexico,corn,-0.0492977464788732,0.00665519577464781,-272179744.387401,2353245.64799771,-95470718.8900086,-176709025.497393,269826498.739403,-0.0363960248222557,0.0133546831800946,20204634965.9259,20204634965.9259
10,Pakistan,corn,0.230925373134328,-0.090060895522388,171961343.795876,15158141.2509843,131281730.06928,40679613.7265956,-187119485.04686,0.0557468759499968,-0.172010826142482,1087835511.53846,1087835511.53846
10,Russia,corn,0.411998319327731,-0.117419521008403,577573894.146176,86467753.9036655,419748090.4522,157825803.693975,-664041648.049841,0.109079962924291,-0.221051698102964,3004010617.19298,3004010617.19298
10,South Africa,corn,0.032912553191489,-0.00625338510638292,81601762.8342981,638074.977847764,38773958.0174999,42827804.8167982,-82239837.8121462,0.0198676572784731,-0.0124676653874772,6596250000,6596250000
10,Thailand,corn,-1,0.12,-1146423090.02,0,1146423090.02,-1000416375.725,-4506380070.83333,-1,-1,4506380070.83333,4506380070.83333
10,Ukraine,corn,0.0822936507936506,-0.0288027777777777,330379670.663216,8924122.33003434,216884832.40126,113494838.261956,-339303792.99325,0.0315468032125424,-0.0567759555478394,5976188154.28572,5976188154.28572
10,United States,corn,0.218519154557463,-0.0374760350066049,10827898877.6213,476414092.399145,4360387475.99918,6467511401.62208,-11304312970.0204,0.136841309322503,-0.0735476168133938,153700601865.889,153700601865.889
10,Vietnam,corn,-0.291098333333333,0.0465757333333333,-550337168.917061,18166613.7218299,-124814275.051362,-425522893.865699,532170555.19523,-0.248106647153357,0.0953207656022044,5582944616.875,5582944616.875
10,Argentina,soybean,0.108275362318841,-0.00270688405797102,1742247307.87366,33205970.9723742,613361530.476189,1128885777.39747,-1775453278.84607,0.0818470295393628,-0.00540644089463887,328395947250,328395947250
10,Brazil,soybean,-0.100136842105263,0.00400547368421052,-3801060914.27127,70829529.4200995,-1414654745.06664,-2386406169.20462,3730231384.85114,-0.0773380643446917,0.00802699118785588,464711035250,464711035250
10,Canada,soybean,0.173068421052632,-0.0432671052631579,403021083.94265,21397110.7668899,247267648.67616,155753435.26649,-424418194.709539,0.0739747891937079,-0.0846621681284626,5013079680,5013079680
10,China,soybean,0.249747368421052,-0.00624368421052644,2475324089.64477,156601554.936274,1254079720.0494,1221244369.59536,-2631925644.58112,0.149063137306764,-0.0124483848285322,211427079162,211427079162
10,India,soybean,-0.436436781609196,0.0327327586206897,-1534942709.10154,131112721.086603,-600832590.705001,-934110118.396535,1403829988.01493,-0.359949308556403,0.0665369507282996,21098502000,21098502000
10,Japan,soybean,0.239370786516854,-0.0179528089887639,80089024.2022105,4548631.92541598,38004904.3712,42084119.8310105,-84637656.1276264,0.144727864322764,-0.035583314626941,2378577066.66667,2378577066.66667
10,United States,soybean,0.0270541586073503,-0.00890081818181814,1052964500.62752,15004457.7968653,1109216369.62599,-56251868.9984627,-1067968958.42439,-0.00219096522394433,-0.0177224117993306,60260926702.1277,60260926702.1277
11,Argentina,corn,-0.0152533333333334,0.00533866666666666,-73043211.9052621,578750.528626351,-75885121.7604481,2841909.85518599,72464461.3766356,0.000922771911111042,0.0107058346951111,6768688611.42857,6768688611.42857
11,Australia,corn,0.245372972972973,-0.0797462162162162,22873213.5445033,1745961.11839805,14231079.3013896,8642134.24311365,-24619174.6629013,0.0934457613470179,-0.153132973431629,160769912,160769912
11,Brazil,corn,-0.0309002985074629,0.00772507462686563,-465391616.581996,4750030.27562945,-307442355.256357,-157949261.32564,460641586.306362,-0.0134636956879418,0.0155098260317219,29699984085.2,29699984085.2
11,Canada,corn,0.562168292682927,-0.129298707317073,888113631.110541,124801175.819872,443999341.28004,444114289.830501,-1012914806.93041,0.253350189129181,-0.24187925892028,4187687739.13043,4187687739.13043
11,China,corn,0.279275652173913,-0.0279275652173913,25406486009.6935,855389238.139264,6125770230.81546,19280715778.878,-26261875247.8328,0.216227909455487,-0.0550751815358109,476836834950,476836834950
11,Egypt,corn,-0.192873504273504,0.0646126239316239,-543111737.789636,28143020.4727388,-291828787.772017,-251282950.017619,514968717.316897,-0.111033818346109,0.133400039034577,3860334082.68657,3860334082.68657
11,India,corn,0.292204347826087,-0.0730510869565217,997848194.24233,74824075.227167,512135262.76276,485712931.47957,-1072672269.4695,0.142434913531487,-0.140765712607514,7620266680,7620266680
11,Indonesia,corn,-0.0511019287833827,0.0201341599406529,-308642526.685729,5174049.29508728,-202499178.33903,-106143348.3467,303468477.390642,-0.0209926978934145,0.0406737042778213,7461048428.68021,7461048428.68021
11,Mexico,corn,-0.341628169014084,0.0461198028169015,-2019654488.69763,113010937.245544,-661601984.237342,-1358052504.46029,1906643551.45209,-0.279712439832296,0.0943666418456729,20204634965.9259,20204634965.9259
11,Pakistan,corn,0.250383582089552,-0.0976495970149252,184260131.861795,17820272.3978681,142343777.089143,41916354.7726523,-202080404.259663,0.0574416916908776,-0.185763750232673,1087835511.53846,1087835511.53846
11,Russia,corn,0.132088067226891,-0.037645099159664,213027689.028869,8887721.96057827,134572670.297486,78455018.7313833,-221915410.989448,0.0542235194381623,-0.0738730448285867,3004010617.19298,3004010617.19298
11,South Africa,corn,0.272204255319149,-0.0517188085106384,621011109.104104,43645390.7895013,320681179.2,300329929.904104,-664656499.893606,0.13932192283323,-0.100762781867517,6596250000,6596250000
11,Thailand,corn,0.124947407407408,-0.0149936888888888,131842003.51006,2279435.59680097,36486320.8304685,95355682.6795918,-134121439.106861,0.0953159954128976,-0.029762567071281,4506380070.83333,4506380070.83333
11,Ukraine,corn,-0.051883492063492,0.0181592222222221,-222563795.012492,3547245.56240533,-136738890.206712,-85824904.8057799,219016549.450086,-0.0238557226399493,0.0366482017961603,5976188154.28572,5976188154.28572
11,United States,corn,0.0217292206076622,-0.00372656133421412,1138704168.38104,4710791.41204891,433590463.008849,705113705.372192,-1143414959.79309,0.0149189814555522,-0.00743923540905046,153700601865.889,153700601865.889
11,Vietnam,corn,0.106929166666666,-0.0171086666666667,186948066.838285,2451246.05931903,45848034.4649163,141100032.373368,-189399312.897604,0.0822702055519379,-0.0339246268582221,5582944616.875,5582944616.875
11,Argentina,soybean,0.0854927536231889,-0.00213731884057966,1381571381.97666,20702152.4999837,484301923.206938,897269458.769718,-1402273534.47662,0.0650542697650059,-0.0042700695493331,328395947250,328395947250
11,Brazil,soybean,-0.0351657894736843,0.00140663157894737,-1317009006.20655,8735088.65435194,-496794685.123665,-820214321.082886,1308273917.55225,-0.0265813040373961,0.00281524177029374,464711035250,464711035250
11,Canada,soybean,0.203982456140351,-0.0509956140350877,468529522.28296,29723853.0433088,291435387.1968,177094135.08616,-498253375.326268,0.08411051279881,-0.0993906754193598,5013079680,5013079680
11,China,soybean,0.205568421052631,-0.00513921052631585,2061454479.66029,106097958.800074,1032239857.23867,1029214622.42161,-2167552438.46039,0.12562429305692,-0.0102520095677979,211427079162,211427079162
11,India,soybean,0.247126436781609,-0.0185344827586207,732813881.111326,42037855.8168103,340213344.75,392600536.361326,-774851736.928135,0.151284403004553,-0.0367254384661117,21098502000,21098502000
11,Japan,soybean,0.253415730337079,-0.0190061797752808,84458033.505549,5098068.1946744,40234820.3712,44223213.134349,-89556101.7002234,0.152084235481825,-0.0376511246809115,2378577066.66667,2378577066.66667
11,United States,soybean,0.0584410058027081,-0.0192270909090908,2224992872.92621,70014437.8693067,2396072309.42156,-171079436.49535,-2295007310.79551,-0.00666340696881641,-0.0380845007933553,60260926702.1277,60260926702.1277
12,Argentina,corn,0.000955095238095288,-0.000334283333333404,4522294.10481869,2269.10837172933,4751585.5617808,-229291.456962109,-4524563.21319103,-7.44512411455476e-05,-0.000668454921319848,6768688611.42857,6768688611.42857
12,Australia,corn,-0.0427630630630634,0.0138979954954956,-4552842.06814513,53029.6461667361,-2480161.25919381,-2072680.80895132,4499812.42197838,-0.022411505164496,0.027989145269784,160769912,160769912
12,Brazil,corn,-0.0345453731343284,0.008636343283582,-521150509.726048,5936777.92788872,-343709005.822792,-177441503.903255,515213731.798153,-0.0151252268666125,0.0173472729924759,29699984085.2,29699984085.2
12,Canada,corn,0.366773170731707,-0.0843578292682927,623605071.8702,53122817.7202152,289676682.80772,333928389.06248,-676727889.590415,0.19049335376457,-0.161599415177727,4187687739.13043,4187687739.13043
12,China,corn,0.302669130434783,-0.0302669130434783,27423240288.1129,1004694189.81576,6638894348.90516,20784345939.2077,-28427934477.9287,0.233090706972501,-0.0596177400617752,476836834950,476836834950
12,Egypt,corn,-0.138230085470086,0.0463070786324786,-380254898.065003,14455420.0955869,-209150128.880087,-171104769.184916,365799477.969416,-0.0756056702553788,0.0947585027964318,3860334082.68657,3860334082.68657
12,India,corn,0.17352847826087,-0.0433821195652173,620437049.907595,26388185.4290994,304136654.612154,316300395.295441,-646825235.336694,0.0927548280764196,-0.084882230832464,7620266680,7620266680
12,Indonesia,corn,-0.0445181008902074,0.0175401317507418,-267957696.531462,3926713.68554812,-176409757.24604,-91547939.2854223,264030982.845914,-0.0181060637535775,0.0353879197233168,7461048428.68021,7461048428.68021
12,Mexico,corn,-0.0187003098591548,0.00252454183098597,-102482281.276156,338618.542094349,-36215286.7674095,-66266994.5087461,102143662.734062,-0.0136487379195705,0.00505545697342824,20204634965.9259,20204634965.9259
12,Pakistan,corn,0.10751,-0.0419288999999999,86025550.7750066,3285491.63170189,61119740.1488584,24905810.6261482,-89311042.4067082,0.0341306371476745,-0.0820997673447899,1087835511.53846,1087835511.53846
12,Russia,corn,0.228904201680672,-0.0652376974789917,352473164.128374,26691367.0757655,233209935.683056,119263228.445318,-379164531.20414,0.0824277667691873,-0.126219437785623,3004010617.19298,3004010617.19298
12,South Africa,corn,0.072177446808511,-0.0137137148936171,176608973.581602,3068679.95704174,85031546.3550007,91577427.2266011,-179677653.538644,0.0424824234248119,-0.0272393638110508,6596250000,6596250000
12,Thailand,corn,-0.0708548148148141,0.00850257777777784,-77690490.373342,733012.806715206,-20690557.4061834,-56999932.9671586,76957477.5666275,-0.0569762094566383,0.0170774493844227,4506380070.83333,4506380070.83333
12,Ukraine,corn,0.11350746031746,-0.039727611111111,448429431.152627,16977810.0136864,299148795.439568,149280635.713059,-465407241.166313,0.0414937534640436,-0.0778769391376265,5976188154.28572,5976188154.28572
12,United States,corn,0.105760634081902,-0.0181379487450463,5413464761.47889,111597295.083668,2110374924.51578,3303089836.96311,-5525062056.56256,0.069887644571685,-0.0359469123054146,153700601865.889,153700601865.889
12,Vietnam,corn,0.028533874999999,-0.00456541999999994,50686059.9046005,174548.472566774,12234473.766131,38451586.1384695,-50860608.3771677,0.0224196964536417,-0.00910999694022336,5582944616.875,5582944616.875
12,Argentina,soybean,0.256159420289855,-0.00640398550724639,4006761502.36315,185856415.123375,1451099591.91094,2555661910.45222,-4192617917.48651,0.185291851545543,-0.0127669599841157,328395947250,328395947250
12,Brazil,soybean,-0.0632078947368425,0.00252831578947369,-2381063899.53772,28220793.7398773,-892951548.453585,-1488112351.08414,2352843105.79785,-0.0482263791660552,0.00506302395967872,464711035250,464711035250
12,Canada,soybean,0.191701754385965,-0.0479254385964912,442741245.199315,26252559.2112077,273889608.3168,168851636.882515,-468993804.410522,0.0801957544116139,-0.0935540295283163,5013079680,5013079680
12,China,soybean,0.140667368421052,-0.00351668421052641,1434749881.32373,49679927.5791819,706346157.418366,728403723.905369,-1484429808.90298,0.0889077952082919,-0.00702100135321636,211427079162,211427079162
12,India,soybean,0.307172413793103,-0.0230379310344829,895985600.111722,64948116.7400015,422877275.586,473108324.525722,-960933716.851723,0.18230721510397,-0.0455451158026159,21098502000,21098502000
12,Japan,soybean,0.0554044943820226,-0.0041553370786517,19482823.6525809,243684.82961832,8796572.63680003,10686251.0157809,-19726508.4821992,0.0367501635614888,-0.00829340733106617,2378577066.66667,2378577066.66667
