Scenario,Country,Crop,Percent_Price_Change,Percent_Quantity_Change,Welfare_Transfer_to_Producer,Welfare_lost_by_Consumer,Welfare_lost_by_Producer,Percent_Change_in_Producer_Surplus,Percent_Change_in_Consumer_Surplus
7,China,corn,1.19281326541466,-0.349036734804731,87415276332.8423,6487766862.567,42444691551.0866,0.284373375847698,-0.907653726187867
7,Egypt,corn,-0.960707508581146,0.0920816071114192,-3496577977.51186,897379137.169282,-856871335.51075,-0.955845408857369,2.62065919688356
7,India,corn,-0.821359315761099,-0.0244155793229897,-3933284503.82104,842000128.236092,-636700659.597609,-0.822767853213179,1.41678109735769
7,Indonesia,corn,-0.461367351694226,-0.0479766716957396,-3286579757.84339,639128682.857314,-383586485.075391,-0.487374118415464,1.19704201752698
7,Mexico,corn,-0.964091666983166,-0.099603033220537,-6318943617.69369,1321505389.00118,-690277198.292254,-0.966096268171428,0.743481885539282
7,Pakistan,corn,0.36882938020013,-0.373598866541315,240908453.56169,13587578.8087253,418175231.625694,-0.234399292231846,-1.02182696226785
7,Russia,corn,0.766480016793922,-0.448202213049532,824223750.206861,194091594.639278,1227321625.14274,-0.247915108842923,-1.31538540331905
7,South Africa,corn,-1,0.0311454329081978,-1665619087.5,0,1665619087.5,-1,-1
7,Thailand,corn,-1,-0.0388545670918024,-680823901.1015,0,680823901.1015,-1,-1
7,Ukraine,corn,0.954418904331186,-0.56380202477918,1986735017.23714,880383526.947159,3543290362.14622,-0.379310605620371,-1.61207869926557
7,United States,corn,0.329397683615179,-0.286247111003268,15189338852.0138,-309150337.959194,17602719297.5158,-0.118104584218137,-0.576327082478245
7,Vietnam,corn,-1,0.00114543290819763,-1160359209.1713,0,1160359209.1713,-1,-1
7,Argentina,soybean,0.593974584633588,-0.356416270612744,14049459345.3317,-6034570691.44272,202199449724.757,0.0857132945556216,-0.349589978142392
7,Brazil,soybean,-1,-0.0624926938214694,6691838907.6,0,-6691838907.6,-1,-1
7,Canada,soybean,0.628250272530077,-0.498629474129423,2035876637.7221,-853746777.457005,19290011721.422,-0.0188595549026942,-0.442381943858577
7,China,soybean,0.0178391425944565,-0.342012884561765,291543336.897007,-135208506.43781,44601510532.5782,-0.259214438705434,-0.341803278740736
7,India,soybean,-1,-0.0274926938214698,514275986.25,0,-514275986.25,-1,-1
7,Japan,soybean,-0.395010932971708,-0.311941086024026,-232982301.488102,114029354.384383,998487020.963655,-0.521186666584599,-0.326501307107016
7,United States,soybean,-0.136553612248221,-0.29664076756724,-8898767480.03243,4287278811.82735,377342685163.727,-0.339440715919881,-0.319211634882995
7,China,sugarcane,0.108126020056673,-0.0847383619184143,4369975549.4264,226731175.398611,6191535145.98901,0.00415475275727683,-0.162296133856212
8,Argentina,corn,0.460496170453461,-0.345303694631305,1533061505.4919,272103474.267025,2442113693.99827,-0.437745735751973,-1.10443894284217
8,Australia,corn,0.251902964496919,-0.265998498434098,24063978.3368646,-1241075.42794554,29961069.4812084,-0.13079544155124,-0.698311988445848
8,Brazil,corn,-0.114194302808656,-0.15558145927043,-1827230920.5088,263362745.117064,2456058832.74904,-0.272302531363206,0.0178498114801377
8,Canada,corn,0.570589249291638,-0.315365562309671,925916556.489661,-86266.0405722345,685473368.885039,0.0048508528585752,-0.961756651974514
8,China,corn,1.72947210283255,-0.357077245255849,121989598498.011,13498298670.6288,47176331233.7862,0.53318917486579,-1.15701751044021
8,Egypt,corn,-0.976716464474518,0.143069980626369,-3724314612.20583,1017399979.2298,-1072014984.47395,-0.972466375711393,2.83380750214907
8,India,corn,-0.84593867872534,0.0273546347087412,-4271602140.74636,1004379080.12417,-961031279.299523,-0.838070737308641,1.59044640137757
8,Indonesia,corn,-0.365474875113164,-0.0401329341780075,-2621778879.43109,516157788.305337,-437588686.104279,-0.391313546019827,0.954241703423241
8,Mexico,corn,-1,-0.0057547353576505,-3474995167.7896,0,3474995167.7896,-1,-1
8,Pakistan,corn,-0.169162257989297,-0.118156754356768,-159991177.0398,24934905.2065032,49691158.0028343,-0.280845548127642,0.300390669412954
8,Russia,corn,1.09310370398787,-0.495664590609139,1018243062.949,389593912.556518,1433693930.71772,-0.26709600133801,-1.62600925000739
8,South Africa,corn,-1,0.0492452646423495,-1665619087.5,0,1665619087.5,-1,-1
8,Thailand,corn,-0.587585187410875,-0.113619812483289,-724183092.270998,124793594.630749,-55965522.0731547,-0.63136716652333,0.33601230429308
8,Ukraine,corn,1.10984672021235,-0.572576387046917,2233954138.63626,1079707700.69148,3644120633.8267,-0.360751351317243,-1.76704504346456
8,United States,corn,-0.365607599939478,-0.121428331582974,-21694046720.6624,3589707613.57739,-157158249.589035,-0.442266020559576,0.274887784673202
8,Vietnam,corn,-0.598910975426564,-0.088304278904344,-1224876960.85974,202139079.2305,-128340186.684232,-0.638572837584461,0.540213215902705
8,Argentina,soybean,0.823919771976991,-0.28693911733848,20371619591.9306,-8783965547.43544,214694594605.106,0.305673567901292,-0.276447957341191
8,Brazil,soybean,-0.72573379085755,-0.237311771404752,-48852237883.3198,25073115291.416,542538765629.505,-0.7593719567392,-0.253126303387063
8,Canada,soybean,0.0608297097640382,-0.281548550480063,249033307.998231,-118025365.120961,29884852116.95,-0.168656980450138,-0.273744408845447
8,China,soybean,0.417915633699825,-0.276789013881549,6864433487.90247,-3057917209.30785,42785307878.2721,0.0380591461633401,-0.271391849996507
8,India,soybean,-1,-0.046226914591965,514275986.25,0,-514275986.25,-1,-1
8,Japan,soybean,-0.394730280808302,-0.236736351978432,-247991774.272504,123827633.285397,1089501980.15081,-0.485806483643325,-0.252876527377414
8,United States,soybean,-0.326548485707121,-0.158906671241412,-24352807196.7043,12433385567.286,519679447647.298,-0.390087515329592,-0.223451243159864
8,China,sugarcane,-0.0574812752110025,0.0450480753828627,-2673343387.34425,64077209.8644736,-231795291.543785,-0.0104690997308405,0.0921254798614255
9,Argentina,corn,0.494584524917129,-0.367831344028141,1558125469.44386,354271895.095389,2692915021.60731,-0.485426504534707,-1.15510682628332
9,Australia,corn,0.266509191596623,-0.281342247576049,24894008.0391203,-961416.519481714,32599784.1940221,-0.142988432107066,-0.729161610207522
9,Brazil,corn,-0.00695899152879664,-0.192987012424947,-104820283.31183,11451046.9022052,3777588641.76392,-0.243638571615723,-0.182886299216019
9,Canada,corn,1.26890011518974,-0.486573786800787,1478979330.86652,370676028.26611,1270023509.33682,-0.00626474306641418,-1.56457316554957
9,China,corn,1.74412306067411,-0.369139066374557,120313805727.968,15318720422.9137,49132698903.5449,0.504203160369992,-1.16072115444257
9,Egypt,corn,-0.945078118660455,0.121874409444107,-3534195319.60417,940869515.323346,-979801919.595376,-0.936421078180413,2.67717477163116
9,India,corn,-1,0.134281815013186,-2646137604.63,0,2646137604.63,-1,-1
9,Indonesia,corn,-0.330170049968036,-0.0646397606197394,-2304993892.9571,426561491.953176,-196891375.731311,-0.376912664014445,0.810743024760636
9,Mexico,corn,-0.854803773328808,-0.0793282509077566,-5691588079.18177,1213379103.82595,-787790707.794221,-0.860513567561173,0.685018133922267
9,Pakistan,corn,0.0796436860630931,-0.225787797871752,65477080.5826954,-5527692.77486182,205685178.658887,-0.20522250662588,-0.398793799981695
9,Russia,corn,-0.0561235031616357,-0.17873156190608,-99540631.2872427,12029145.7651823,292205466.996807,-0.25168851637944,-0.0842254352309287
9,South Africa,corn,-1,0.0742818150131857,-1665619087.5,0,1665619087.5,-1,-1
9,Thailand,corn,-0.985125218445929,-0.0765117340936345,-1281955863.73115,257271658.958287,-153510458.804051,-0.985909383328619,0.708885313114937
9,Ukraine,corn,1.01663801891314,-0.550550066926745,2181589833.63419,900617660.738064,3470189471.8036,-0.332035895888816,-1.70108791833742
9,United States,corn,-0.173640511180349,-0.164947412639716,-9693068756.80892,1293842843.53814,4577237834.6959,-0.320881853849976,0.0139541795875409
9,Vietnam,corn,-0.611151283289052,-0.0969425549808974,-1237438942.88101,198514585.66051,-102959456.625101,-0.653225599519495,0.53834344951655
9,Argentina,soybean,0.782307934727223,-0.321948723995444,18777904283.5707,-8000336571.36575,203841701971.034,0.234196951628719,-0.312476493756689
9,Brazil,soybean,-0.668631678964172,-0.275645758468695,-43425939795.9907,21994249950.7366,505416943489.691,-0.720554522628312,-0.289483649688121
9,Canada,soybean,0.475143041308251,-0.421176785954324,1681361717.29759,-741200152.154776,22629400476.6763,-0.0178025143193309,-0.372065389114775
